# columns = TERM LEMMA POS PROB
# identifier = balzac1842FC54
# creator = Balzac, Honoré de
# created = 1842
# modified = 1846
# title = Un épisode sous la Terreur. Études de mœurs. Scènes de la vie politique

↵↵	↵↵	PUNCTstruct
elle	elle	PRON
avait	avoir	VERB
peur	peur	NOUN
de	de	ADP
revenir	revenir	VERB
seule	seul	ADJ
chez	chez	ADP
elle	elle	PRON
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Ce	ce	PRON
ne	ne	ADV
est	être	AUX
que	que	SCONJ
cela	cela	PRON
?	?	PUNCTsent
reprit	reprendre	VERB
l'	le	DET
homme	homme	NOUN
au	au	ADP_DET
bonnet	bonnet	NOUN
rouge	rouge	ADJ
.	.	PUNCTsent
Attends	attendre	VERB
moi	moi	PRON
,	,	PUNCTclause
citoyenne	citoyen	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Il	il	PRON
donna	donner	VERB
le	le	DET
louis	louis	NOUN
à	à	ADP
sa	son	DET
femme	femme	NOUN
.	.	PUNCTsent
Puis	puis	CCONJ
,	,	PUNCTclause
mû	mouvoir	VERB
par	par	ADP
cette	ce	DET
espèce	espèce	NOUN
de	de	ADP
reconnaissance	reconnaissance	NOUN
qui	qui	PRON
se	se	PRON
glisse	glisser	VERB
dans	dans	ADP
l'	le	DET
âme	âme	NOUN
de	de	ADP
un	un	DET
marchand	marchand	NOUN
quand	quand	SCONJ
il	il	PRON
reçoit	recevoir	VERB
un	un	DET
prix	prix	NOUN
exorbitant	exorbitant	ADJ
de	de	ADP
une	un	DET
marchandise	marchandise	NOUN
de	de	ADP
médiocre	médiocre	ADJ
valeur	valeur	NOUN
,	,	PUNCTclause
il	il	PRON
alla	aller	VERB
mettre	mettre	VERB
son	son	DET
uniforme	uniforme	NOUN
de	de	ADP
gardes nationaux	gardes nationaux	NOUN
,	,	PUNCTclause
prit	prendre	VERB
son	son	DET
chapeau	chapeau	NOUN
,	,	PUNCTclause
passa	passer	VERB
son	son	DET
briquet	briquet	NOUN
et	et	CCONJ
reparut	reparaître	VERB
sous	sous	ADP
les	le	DET
armes	arme	NOUN
;	;	PUNCTclause
mais	mais	CCONJ
sa	son	DET
femme	femme	NOUN
avait	avoir	AUX
eu	avoir	VERB
le	le	DET
temps	temps	NOUN
de	de	ADP
réfléchir	réfléchir	VERB
.	.	PUNCTsent
Comme	comme	SCONJ
dans	dans	ADP
bien	bien	ADV
d'autres	d'autre	PRON
cœurs	cœur	NOUN
,	,	PUNCTclause
la	le	DET
Réflexion	réflexion	NOUN
ferma	fermer	VERB
la	le	DET
main	main	NOUN
ouverte	ouvrir	VERB
de	de	ADP
la	le	DET
Bienfaisance	bienfaisance	NOUN
.	.	PUNCTsent
Inquiète	inquiéter	VERB
et	et	CCONJ
craignant	craindre	VERB
de	de	ADP
voir	voir	VERB
son	son	DET
mari	mari	NOUN
dans	dans	ADP
quelque	quelque	DET
mauvaise	mauvais	ADJ
affaire	affaire	NOUN
,	,	PUNCTclause
la	le	DET
femme	femme	NOUN
du	du	ADP_DET
pâtissier	pâtissier	NOUN
essaya	essayer	VERB
de	de	ADP
le	le:PRON	PRON
tirer	tirer	VERB
par	par	ADP
le	le	DET
pan	pan	NOUN
de	de	ADP
son	son	DET
habit	habit	NOUN
pour	pour	ADP
l'	le	DET
arrêter	arrêter	VERB
;	;	PUNCTclause
mais	mais	CCONJ
,	,	PUNCTclause
obéissant	obéir	VERB
à	à	ADP
un	un	DET
sentiment	sentiment	NOUN
de	de	ADP
charité	charité	NOUN
,	,	PUNCTclause
le	le	DET
brave	brave	ADJ
homme	homme	NOUN
offrit	offrir	VERB
sur-le-champ	sur-le-champ	ADV
à	à	ADP
la	le	DET
vieille dame	vieille dame	NOUN
de	de	ADP
l'	le	DET
escorter	escorter	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Il	il	PRON
paraît	paraître	VERB
que	que	SCONJ
l'	le	DET
homme	homme	NOUN
dont	dont	PRON
a	avoir	VERB
peur	peur	NOUN
la	le	DET
citoyenne	citoyen	NOUN
est	être	AUX
encore	encore	ADV
à	à	ADP
rôder	rôder	VERB
devant	devant	ADP
la	le	DET
boutique	boutique	NOUN
,	,	PUNCTclause
dit	dire	VERB
vivement	vivement	ADV
la	le	DET
jeune	jeune	ADJ
femme	femme	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Je	je	PRON
le	le:PRON	PRON
crains	craindre	VERB
,	,	PUNCTclause
dit	dire	VERB
naïvement	naïvement	ADV
la	le	DET
dame	dame	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Si	si	SCONJ
ce	ce	PRON
était	être	AUX
un	un	DET
espion	espion	NOUN
?	?	PUNCTsent
si	si	SCONJ
ce	ce	PRON
était	être	AUX
une	un	DET
conspiration	conspiration	NOUN
?	?	PUNCTsent
ne	ne	ADV
y	y	PRON
va	aller	VERB
pas	pas	ADV
,	,	PUNCTclause
et	et	CCONJ
reprends	reprendre	VERB
lui	lui	PRON
la	le	DET
boîte	boîte	NOUN
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
Ces	ce	DET
paroles	parole	NOUN
,	,	PUNCTclause
soufflées	souffler	VERB
à	à	ADP
l'	le	DET
oreille	oreille	NOUN
du	du	ADP_DET
pâtissier	pâtissier	NOUN
par	par	ADP
sa	son	DET
femme	femme	NOUN
,	,	PUNCTclause
glacèrent	glacer	VERB
le	le	DET
courage	courage	NOUN
impromptu	impromptu	ADJ
dont	dont	PRON
il	il	PRON
était	être	AUX
possédé	posséder	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
hé	hé	INTJ
!	!	PUNCTsent
je	je	PRON
me	me	PRON
en	en	PRON
vais	aller	VERB
lui	lui	PRON
dire	dire	VERB
deux	deux	NUM
mots	mot	NOUN
,	,	PUNCTclause
et	et	CCONJ
vous	vous	PRON
en	en	PRON
débarrasser	débarrasser	VERB
sur-le-champ	sur-le-champ	ADV
,	,	PUNCTclause
se	se	PRON
écria	écrier	VERB
le	le	DET
pâtissier	pâtissier	NOUN
en	en	ADP
ouvrant	ouvrer	VERB
la	le	DET
porte	porte	NOUN
et	et	CCONJ
sortant	sortir	VERB
avec	avec	ADP
précipitation	précipitation	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
La	le	DET
vieille dame	vieille dame	NOUN
,	,	PUNCTclause
passive	passiver	VERB
comme	comme	ADP
un	un	DET
enfant	enfant	NOUN
et	et	CCONJ
presque	presque	ADV
hébétée	hébéter	VERB
,	,	PUNCTclause
se	se	PRON
rassit	rasseoir	VERB
sur	sur	ADP
sa	son	DET
chaise	chaise	NOUN
.	.	PUNCTsent
l'	le	DET
honnête	honnête	ADJ
marchand	marchand	NOUN
ne	ne	ADV
tarda	tarder	VERB
pas	pas	ADV
à	à	ADP
reparaître	reparaître	VERB
,	,	PUNCTclause
son	son	DET
visage	visage	NOUN
,	,	PUNCTclause
assez	assez	ADV
rouge	rouge	ADJ
de	de	ADP
son	son	DET
naturel	naturel	ADJ
et	et	CCONJ
enluminé	enluminer	VERB
d'ailleurs	d'ailleurs	ADV
par	par	ADP
le	le	DET
feu	feu	NOUN
du	du	ADP_DET
four	four	NOUN
,	,	PUNCTclause
était	être	AUX
subitement	subitement	ADV
devenu	devenir	VERB
blême	blême	ADJ
;	;	PUNCTclause
une	un	DET
si	si	SCONJ
grande	grand	ADJ
frayeur	frayeur	NOUN
l'	le:PRON	PRON
agitait	agiter	VERB
que	que	SCONJ
ses	son	DET
jambes	jambe	NOUN
tremblaient	trembler	VERB
et	et	CCONJ
que	que	SCONJ
ses	son	DET
yeux	œil	NOUN
ressemblaient	ressembler	VERB
à	à	ADP
ceux	ceux	PRON
de	de	ADP
un	un	DET
homme	homme	NOUN
ivre	ivre	ADJ
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Veux	vouloir	VERB
tu	tu	PRON
nous	nous	PRON
faire	faire	AUX
couper	couper	VERB
le	le	DET
cou	cou	NOUN
,	,	PUNCTclause
misérable	misérable	ADJ
aristocrate	aristocrate	NOUN
?…	?…	PUNCTsent
se	se	PRON
écria	écrier	VERB
il	il	PRON
avec	avec	ADP
fureur	fureur	NOUN
.	.	PUNCTsent
Songe	songer	VERB
à	à	ADP
nous	nous	PRON
montrer	montrer	VERB
les	le	DET
talons	talon	NOUN
,	,	PUNCTclause
ne	ne	ADV
reparais	reparaître	VERB
jamais	jamais	ADV
ici	ici	ADV
,	,	PUNCTclause
et	et	CCONJ
ne	ne	ADV
compte	compter	VERB
pas	pas	ADV
sur	sur	ADP
moi	moi	PRON
pour	pour	ADP
te	te	PRON
fournir	fournir	VERB
des	un	DET
éléments	élément	NOUN
de	de	ADP
conspiration	conspiration	NOUN
!	!	PUNCTsent
↵↵	↵↵	PUNCTstruct
En	en	ADP
achevant	achever	VERB
ces	ce	DET
mots	mot	NOUN
,	,	PUNCTclause
le	le	DET
pâtissier	pâtissier	NOUN
essaya	essayer	VERB
de	de	ADP
reprendre	reprendre	VERB
à	à	ADP
la	le	DET
vieille dame	vieille dame	NOUN
la	le	DET
petite	petit	ADJ
boîte	boîte	NOUN
que	que	SCONJ
elle	elle	PRON
avait	avoir	AUX
mise	mettre	VERB
dans	dans	ADP
une	un	PRON
de	de	ADP
ses	son	DET
poches	poche	NOUN
.	.	PUNCTsent
à peine	à peine	ADV
les	le	DET
mains	main	NOUN
hardies	hardi	ADJ
du	du	ADP_DET
pâtissier	pâtissier	NOUN
touchèrent	toucher	VERB
elles	elles	PRON
ses	son	DET
vêtements	vêtement	NOUN
,	,	PUNCTclause
que	que	SCONJ
l'	le	DET
inconnue	inconnue	NOUN
,	,	PUNCTclause
préférant	préférer	VERB
se	se	PRON
livrer	livrer	VERB
aux	au	ADP_DET
dangers	danger	NOUN
de	de	ADP
la	le	DET
route	route	NOUN
sans	sans	ADP
autre	autre	PRON
défenseur	défenseur	NOUN
que	que	SCONJ
Dieu	Dieu	PROPN
,	,	PUNCTclause
plutôt	plutôt	ADV
que	que	SCONJ
de	de	ADP
perdre	perdre	VERB
ce	ce	DET
que	que	SCONJ
elle	elle	PRON
venait	venir	VERB
de	de	ADP
acheter	acheter	VERB
,	,	PUNCTclause
retrouva	retrouver	VERB
l'	le	DET
agilité	agilité	NOUN
de	de	ADP
sa	son	DET
jeunesse	jeunesse	NOUN
;	;	PUNCTclause
elle	elle	PRON
se	se	PRON
élança	élancer	VERB
vers	vers	ADP
la	le	DET
porte	porte	NOUN
,	,	PUNCTclause
l'	le	DET
ouvrit	ouvrir	VERB
brusquement	brusquement	ADV
,	,	PUNCTclause
et	et	CCONJ
disparut	disparaître	VERB
aux yeux de	aux yeux de	ADP
la	le	DET
femme	femme	NOUN
et	et	CCONJ
du	du	ADP_DET
mari	mari	NOUN
stupéfaits	stupéfait	ADJ
et	et	CCONJ
tremblants	tremblant	ADJ
.	.	PUNCTsent
Aussitôt	aussitôt	ADV
que	que	SCONJ
l'	le	DET
inconnue	inconnu	ADJ
se	se	PRON
trouva	trouver	VERB
dehors	dehors	ADV
,	,	PUNCTclause
elle	elle	PRON
se	se	PRON
mit	mettre	VERB
à	à	ADP
marcher	marcher	VERB
avec	avec	ADP
vitesse	vitesse	NOUN
;	;	PUNCTclause
mais	mais	CCONJ
ses	son	DET
forces	force	NOUN
la	le	DET
trahirent	trahir	VERB
bientôt	bientôt	ADV
,	,	PUNCTclause
car	car	CCONJ
elle	elle	PRON
entendit	entendre	VERB
l'	le	DET
espion	espion	NOUN
par	par	ADP
lequel	lequel	PRON
elle	elle	PRON
était	être	AUX
impitoyablement	impitoyablement	ADV
suivie	suivre	VERB
,	,	PUNCTclause
faisant	faire	VERB
crier	crier	VERB
la	le	DET
neige	neige	NOUN
que	que	PRON
il	il	PRON
pressait	presser	VERB
de	de	ADP
son	son	DET
pas	pas	NOUN
pesant	peser	VERB
;	;	PUNCTclause
elle	elle	PRON
fut	être	AUX
obligée	obliger	VERB
de	de	ADP
se	se	PRON
arrêter	arrêter	VERB
,	,	PUNCTclause
il	il	PRON
se	se	PRON
arrêta	arrêter	VERB
;	;	PUNCTclause
elle	elle	PRON
ne	ne	ADV
osait	oser	VERB
ni	ni	CCONJ
lui	lui	PRON
parler	parler	VERB
ni	ni	CCONJ
le	le	DET
regarder	regarder	VERB
,	,	PUNCTclause
soit	être	AUX
par suite de	par suite de	ADP
la	le	DET
peur	peur	NOUN
dont	dont	PRON
elle	elle	PRON
était	être	AUX
saisie	saisir	VERB
,	,	PUNCTclause
soit	être	AUX
par manque de	par manque de	ADP
intelligence	intelligence	NOUN
.	.	PUNCTsent
Elle	elle	PRON
continua	continuer	VERB
son	son	DET
chemin	chemin	NOUN
en	en	ADP
allant	aller	VERB
lentement	lentement	ADV
,	,	PUNCTclause
l'	le	DET
homme	homme	NOUN
ralentit	ralentir	VERB
alors	alors	ADV
son	son	DET
pas	pas	NOUN
de manière à	de manière à	ADP
rester	rester	VERB
à	à	ADP
une	un	DET
distance	distance	NOUN
qui	qui	PRON
lui	lui	PRON
permettait	permettre	VERB
de	de	ADP
veiller	veiller	VERB
sur	sur	ADP
elle	elle	PRON
.	.	PUNCTsent
l'	le	DET
inconnu	inconnu	NOUN
semblait	sembler	VERB
être	être	AUX
l'	le	DET
ombre	ombre	NOUN
même	même	ADJ
de	de	ADP
cette	ce	DET
vieille	vieux	ADJ
femme	femme	NOUN
.	.	PUNCTsent
Neuf	Neuf	NUM
heures	heure	NOUN
sonnèrent	sonner	VERB
quand	quand	SCONJ
le	le	DET
couple	couple	NOUN
silencieux	silencieux	ADJ
repassa	repasser	VERB
devant	devant	ADP
l'	le	DET
église	église	NOUN
de	de	ADP
Saint-Laurent	Saint-Laurent	PROPN
.	.	PUNCTsent
Il	il	PRON
est	être	AUX
dans	dans	ADP
la	le	DET
nature	nature	NOUN
de	de	ADP
toutes	tout	ADJ
les	le	DET
âmes	âme	NOUN
,	,	PUNCTclause
même	même	ADV
la	le	DET
plus	plus	ADV
infirme	infirme	ADJ
,	,	PUNCTclause
que	que	SCONJ
un	un	DET
sentiment	sentiment	NOUN
de	de	ADP
calme	calme	NOUN
succède	succéder	VERB
à	à	ADP
une	un	DET
agitation	agitation	NOUN
violente	violent	ADJ
,	,	PUNCTclause
car	car	CCONJ
,	,	PUNCTclause
si	si	SCONJ
les	le	DET
sentiments	sentiment	NOUN
sont	être	AUX
infinis	infini	ADJ
,	,	PUNCTclause
nos	nos	DET
organes	organe	NOUN
sont	être	AUX
bornés	borner	VERB
.	.	PUNCTsent
Aussi	aussi	ADV
l'	le	DET
inconnue	inconnue	NOUN
,	,	PUNCTclause
ne	ne	ADV
éprouvant	éprouver	VERB
aucun	aucun	DET
mal	mal	NOUN
de	de	ADP
son	son	DET
prétendu	prétendu	ADJ
persécuteur	persécuteur	NOUN
,	,	PUNCTclause
voulut	vouloir	VERB
elle	elle	PRON
voir	voir	VERB
en	en	ADP
lui	lui	PRON
un	un	DET
ami	ami	NOUN
secret	secret	ADJ
empressé	empresser	VERB
de	de	ADP
la	le	DET
protéger	protéger	VERB
;	;	PUNCTclause
elle	elle	PRON
réunit	réunir	VERB
toutes	tout	ADJ
les	le	DET
circonstances	circonstance	NOUN
qui	qui	PRON
avaient	avoir	AUX
accompagné	accompagner	VERB
les	le	DET
apparitions	apparition	NOUN
de	de	ADP
l'	le	DET
étranger	étranger	NOUN
comme	comme	CCONJ
pour	pour	ADP
trouver	trouver	VERB
des	un	DET
motifs	motif	NOUN
plausibles	plausible	ADJ
à	à	ADP
cette	ce	DET
consolante	consolant	ADJ
opinion	opinion	NOUN
,	,	PUNCTclause
et	et	CCONJ
il	il	PRON
lui	lui	PRON
plut	plaire	VERB
alors	alors	ADV
de	de	ADP
reconnaître	reconnaître	VERB
en	en	ADP
lui	lui	PRON
plutôt	plutôt	ADV
de	de	DET
bonnes	bon	ADJ
que	que	SCONJ
de	de	ADP
mauvaises	mauvais	ADJ
intentions	intention	NOUN
.	.	PUNCTsent
Oubliant	oublier	VERB
l'	le	DET
effroi	effroi	NOUN
que	que	SCONJ
cet	ce	DET
homme	homme	NOUN
venait	venir	VERB
de	de	ADP
inspirer	inspirer	VERB
au	au	ADP_DET
pâtissier	pâtissier	NOUN
,	,	PUNCTclause
elle	elle	PRON
avança	avancer	VERB
donc	donc	ADV
de	de	ADP
un	un	DET
pas	pas	NOUN
ferme	ferme	ADJ
dans	dans	ADP
les	le	DET
régions	région	NOUN
supérieures	supérieur	ADJ
du	du	ADP_DET
faubourg	faubourg	NOUN
Saint-Martin	Saint-Martin	PROPN
.	.	PUNCTsent
Après	après	ADP
une	un	DET
demi-heure	demi-heure	NOUN
de	de	ADP
marche	marche	NOUN
,	,	PUNCTclause
elle	elle	PRON
parvint	parvenir	VERB
à	à	ADP
une	un	DET
maison	maison	NOUN
située	situer	VERB
auprès de	auprès de	ADP
l'	le	DET
embranchement	embranchement	NOUN
formé	former	VERB
par	par	ADP
la	le	DET
rue	rue	NOUN
principale	principal	ADJ
du	du	ADP_DET
faubourg	faubourg	NOUN
et	et	CCONJ
par	par	ADP
celle	celle	PRON
qui	qui	PRON
mène	mener	VERB
à	à	ADP
la	le	DET
barrière	barrière	NOUN
de	de	ADP
Pantin	Pantin	PROPN
.	.	PUNCTsent
Ce	ce	DET
lieu	lieu	NOUN
est	être	AUX
encore	encore	ADV
aujourd'hui	aujourd'hui	ADV
un	un	DET
des	un	ADP_DET
plus	plus	ADV
déserts	désert	ADJ
de	de	ADP
tout	tout	PRON
Paris	Paris	PROPN
.	.	PUNCTsent
La	le	DET
bise	bise	NOUN
,	,	PUNCTclause
passant	passer	VERB
sur	sur	ADP
les	le	DET
buttes	butte	NOUN
Saint-Chaumont	Saint-Chaumont	PROPN
et	et	CCONJ
de	de	ADP
Belleville	Belleville	PROPN
,	,	PUNCTclause
sifflait	siffler	VERB
à travers	à travers	ADP
les	le	DET
maisons	maison	NOUN
,	,	PUNCTclause
ou	ou	CCONJ
plutôt	plutôt	ADV
les	le	DET
chaumières	chaumière	NOUN
,	,	PUNCTclause
semées	semer	VERB
dans	dans	ADP
ce	ce	DET
vallon	vallon	NOUN
presque	presque	ADV
inhabité	inhabité	ADJ
où	où	PRON
les	le	DET
clôtures	clôture	NOUN
sont	être	AUX
en	en	ADP
murailles	muraille	NOUN
faites	faire	VERB
avec	avec	ADP
de	de	ADP
la	le	DET
terre	terre	NOUN
et	et	CCONJ
des	un	DET
os	os	NOUN
.	.	PUNCTsent
Cet	ce	DET
endroit	endroit	NOUN
désolé	désolé	ADJ
semblait	sembler	VERB
être	être	AUX
l'	le	DET
asile	asile	NOUN
naturel	naturel	ADJ
de	de	ADP
la	le	DET
misère	misère	NOUN
et	et	CCONJ
du	du	ADP_DET
désespoir	désespoir	NOUN
.	.	PUNCTsent
l'	le	DET
homme	homme	NOUN
qui	qui	PRON
se	se	PRON
acharnait	acharner	VERB
à	à	ADP
la	le	DET
poursuite	poursuite	NOUN
de	de	ADP
la	le	DET
pauvre	pauvre	NOUN
créature	créature	NOUN
assez	assez	ADV
hardie	hardi	ADJ
pour	pour	ADP
traverser	traverser	VERB
nuitamment	nuitamment	ADV
ces	ce	DET
rues	rue	NOUN
silencieuses	silencieux	ADJ
,	,	PUNCTclause
parut	paraître	VERB
frappé	frapper	VERB
du	du	ADP_DET
spectacle	spectacle	NOUN
qui	qui	PRON
se	se	PRON
offrait	offrir	VERB
à	à	ADP
ses	son	DET
regards	regard	NOUN
.	.	PUNCTsent
Il	il	PRON
resta	rester	VERB
pensif	pensif	ADJ
,	,	PUNCTclause
debout	debout	ADV
et	et	CCONJ
dans	dans	ADP
une	un	DET
attitude	attitude	NOUN
de	de	ADP
hésitation	hésitation	NOUN
,	,	PUNCTclause
faiblement	faiblement	ADV
éclairé	éclairer	VERB
par	par	ADP
un	un	DET
réverbère	réverbère	NOUN
dont	dont	PRON
la	le	DET
lueur	lueur	NOUN
indécise	indécis	ADJ
perçait	percer	VERB
à peine	à peine	ADV
le	le	DET
brouillard	brouillard	NOUN
.	.	PUNCTsent
La	le	DET
peur	peur	NOUN
donna	donner	VERB
des	un	DET
yeux	œil	NOUN
à	à	ADP
la	le	DET
vieille	vieux	ADJ
femme	femme	NOUN
,	,	PUNCTclause
qui	qui	PRON
crut	croire	VERB
apercevoir	apercevoir	VERB
quelque chose	quelque chose	PRON
de	de	ADP
sinistre	sinistre	NOUN
dans	dans	ADP
les	le	DET
traits	trait	NOUN
de	de	ADP
l'	le	DET
inconnu	inconnu	NOUN
;	;	PUNCTclause
elle	elle	PRON
sentit	sentir	VERB
ses	son	DET
terreurs	terreur	NOUN
se	se	PRON
réveiller	réveiller	VERB
,	,	PUNCTclause
et	et	CCONJ
profita	profiter	VERB
de	de	ADP
l'	le	DET
espèce	espèce	NOUN
de	de	ADP
incertitude	incertitude	NOUN
qui	qui	PRON
arrêtait	arrêter	VERB
cet	ce	DET
homme	homme	NOUN
pour	pour	ADP
se	se	PRON
glisser	glisser	VERB
dans	dans	ADP
l'	le	DET
ombre	ombre	NOUN
vers	vers	ADP
la	le	DET
porte	porte	NOUN
de	de	ADP
la	le	DET
maison	maison	NOUN
solitaire	solitaire	ADJ
;	;	PUNCTclause
elle	elle	PRON
fit	faire	AUX
jouer	jouer	VERB
un	un	DET
ressort	ressort	NOUN
,	,	PUNCTclause
et	et	CCONJ
disparut	disparaître	VERB
avec	avec	ADP
une	un	DET
rapidité	rapidité	NOUN
fantasmagorique	fantasmagorique	ADJ
.	.	PUNCTsent
Le	le	DET
passant	passant	NOUN
,	,	PUNCTclause
immobile	immobile	ADJ
,	,	PUNCTclause
contemplait	contempler	VERB
cette	ce	DET
maison	maison	NOUN
,	,	PUNCTclause
qui	qui	PRON
présentait	présenter	VERB
en quelque sorte	en quelque sorte	ADV
le	le	DET
type	type	NOUN
des	un	ADP_DET
misérables	misérable	NOUN
habitations	habitation	NOUN
de	de	ADP
ce	ce	DET
faubourg	faubourg	NOUN
.	.	PUNCTsent
Cette	ce	DET
chancelante	chancelant	ADJ
bicoque	bicoque	NOUN
bâtie	bâtir	VERB
en	en	ADP
moellons	moellon	NOUN
était	être	AUX
revêtue	revêtir	VERB
de	de	ADP
une	un	DET
couche	couche	NOUN
de	de	ADP
plâtre	plâtre	NOUN
jauni	jauni	ADJ
,	,	PUNCTclause
si	si	SCONJ
fortement	fortement	ADV
lézardée	lézardé	ADJ
,	,	PUNCTclause
que	que	SCONJ
on	on	PRON
craignait	craindre	VERB
de	de	ADP
la	le	DET
voir	voir	AUX
tomber	tomber	VERB
au	au	ADP_DET
moindre	moindre	ADJ
effort	effort	NOUN
du	du	ADP_DET
vent	vent	NOUN
.	.	PUNCTsent
Le	le	DET
toit	toit	NOUN
de	de	ADP
tuiles	tuile	NOUN
brunes	brun	ADJ
et	et	CCONJ
couvert	couvert	ADJ
de	de	ADP
mousse	mousse	NOUN
se	se	PRON
affaissait	affaisser	VERB
en	en	ADP
plusieurs	plusieurs	DET
endroits	endroit	NOUN
de manière à	de manière à	ADP
faire	faire	AUX
croire	croire	VERB
que	que	SCONJ
il	il	PRON
allait	aller	VERB
céder	céder	VERB
sous	sous	ADP
le	le	DET
poids	poids	NOUN
de	de	ADP
la	le	DET
neige	neige	NOUN
.	.	PUNCTsent
Chaque	chaque	DET
étage	étage	NOUN
avait	avoir	VERB
trois	trois	NUM
fenêtres	fenêtre	NOUN
dont	dont	PRON
les	le	DET
châssis	châssis	NOUN
,	,	PUNCTclause
pourris	pourrir	VERB
par	par	ADP
l'	le	DET
humidité	humidité	NOUN
et	et	CCONJ
disjoints	disjoindre	VERB
par	par	ADP
l'	le	DET
action	action	NOUN
du	du	ADP_DET
soleil	soleil	NOUN
,	,	PUNCTclause
annonçaient	annoncer	VERB
que	que	SCONJ
le	le	DET
froid	froid	NOUN
devait	devoir	VERB
pénétrer	pénétrer	VERB
dans	dans	ADP
les	le	DET
chambres	chambre	NOUN
.	.	PUNCTsent
Cette	ce	DET
maison	maison	NOUN
isolée	isoler	VERB
ressemblait	ressembler	VERB
à	à	ADP
une	un	DET
vieille	vieux	ADJ
tour	tour	NOUN
que	que	SCONJ
le	le	DET
temps	temps	NOUN
oubliait	oublier	VERB
de	de	ADP
détruire	détruire	VERB
.	.	PUNCTsent
Une	un	DET
faible	faible	ADJ
lumière	lumière	NOUN
éclairait	éclairer	VERB
les	le	DET
croisées	croisé	NOUN
qui	qui	PRON
coupaient	couper	VERB
irrégulièrement	irrégulièrement	ADV
la	le	DET
mansarde	mansarde	NOUN
par	par	ADP
laquelle	laquelle	PRON
ce	ce	PRON
pauvre	pauvre	ADJ
édifice	édifice	NOUN
était	être	AUX
terminé	terminer	VERB
;	;	PUNCTclause
tandis que	tandis que	SCONJ
le	le	DET
reste	reste	NOUN
de	de	ADP
la	le	DET
maison	maison	NOUN
se	se	PRON
trouvait	trouver	VERB
dans	dans	ADP
une	un	DET
obscurité	obscurité	NOUN
complète	complet	ADJ
.	.	PUNCTsent
La	le	DET
vieille	vieux	ADJ
femme	femme	NOUN
ne	ne	ADV
monta	monter	VERB
pas	pas	ADV
sans	sans	ADP
peine	peine	NOUN
l'	le	DET
escalier	escalier	NOUN
rude	rude	ADJ
et	et	CCONJ
grossier	grossier	ADJ
,	,	PUNCTclause
le	le	DET
long	long	ADJ
duquel	duquel	ADP_PRON
on	on	PRON
se	se	PRON
appuyait	appuyer	VERB
sur	sur	ADP
une	un	DET
corde	corde	NOUN
en guise de	en guise de	ADP
rampe	rampe	NOUN
;	;	PUNCTclause
elle	elle	PRON
frappa	frapper	VERB
mystérieusement	mystérieusement	ADV
à	à	ADP
la	le	DET
porte	porte	NOUN
du	du	ADP_DET
logement	logement	NOUN
qui	qui	PRON
se	se	PRON
trouvait	trouver	VERB
dans	dans	ADP
la	le	DET
mansarde	mansarde	NOUN
,	,	PUNCTclause
et	et	CCONJ
se	se	PRON
assit	asseoir	VERB
avec	avec	ADP
précipitation	précipitation	NOUN
sur	sur	ADP
une	un	DET
chaise	chaise	NOUN
que	que	PRON
lui	lui	PRON
présenta	présenter	VERB
un	un	DET
vieillard	vieillard	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Cachez	cacher	VERB
vous	vous	PRON
,	,	PUNCTclause
cachez	cacher	VERB
vous	vous	PRON
!	!	PUNCTsent
lui	lui	PRON
dit	dire	VERB
elle	elle	PRON
.	.	PUNCTsent
Quoique	quoique	SCONJ
nous	nous	PRON
ne	ne	ADV
sortions	sortir	VERB
que	que	ADV
bien	bien	ADV
rarement	rarement	ADV
,	,	PUNCTclause
nos	nos	DET
démarches	démarche	NOUN
sont	être	AUX
connues	connaître	VERB
,	,	PUNCTclause
nos	nos	DET
pas	pas	NOUN
sont	être	AUX
épiés	épier	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
que	que	PRON
y	y	PRON
a	avoir	VERB
il	il	PRON
de nouveau	de nouveau	ADV
?	?	PUNCTsent
demanda	demander	VERB
une	un	DET
autre	autre	ADJ
vieille	vieux	ADJ
femme	femme	NOUN
assise	asseoir	VERB
auprès	auprès	ADV
du	du	ADP_DET
feu	feu	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
l'	le:PRON	PRON
homme	homme	NOUN
qui	qui	PRON
rôde	rôder	VERB
autour de	autour de	ADP
la	le	DET
maison	maison	NOUN
depuis	depuis	ADP
hier	hier	ADV
me	me	PRON
a	avoir	AUX
suivie	suivre	VERB
