# columns = TERM LEMMA POS PROB
# identifier = balzac1844FC47
# creator = Balzac, Honoré de
# created = 1844
# modified = 1846
# title = Un homme d’affaires. Études de mœurs. Scènes de la vie parisienne

↵↵	↵↵	PUNCTstruct
à	à	ADP
l'	le	DET
heure	heure	NOUN
notre	notre	DET
ami	ami	NOUN
Bixiou	Bixiou	PROPN
,	,	PUNCTclause
payer	payer	VERB
en	en	ADP
mars	mars	NOUN
ce	ce	PRON
que	que	SCONJ
on	on	PRON
ne	ne	ADV
veut	vouloir	VERB
payer	payer	VERB
que	que	ADV
en	en	ADP
octobre	octobre	NOUN
est	être	AUX
un	un	DET
attentat	attentat	NOUN
à	à	ADP
la	le	DET
liberté	liberté	NOUN
individuelle	individuel	ADJ
.	.	PUNCTsent
en vertu de	en vertu de	ADP
un	un	DET
article	article	NOUN
de	de	ADP
son	son	DET
code	code	NOUN
particulier	particulier	ADJ
,	,	PUNCTclause
Maxime	Maxime	PROPN
considérait	considérer	VERB
comme	comme	ADP
une	un	DET
escroquerie	escroquerie	NOUN
la	le	DET
ruse	ruse	NOUN
que	que	ADV
un	un	PRON
de	de	ADP
ses	son	DET
créanciers	créancier	NOUN
employait	employer	VERB
pour	pour	ADP
se	se	PRON
faire	faire	AUX
payer	payer	VERB
immédiatement	immédiatement	ADV
.	.	PUNCTsent
Depuis	depuis	ADP
longtemps	longtemps	ADV
,	,	PUNCTclause
la	le	DET
lettre	lettre	NOUN
de	de	ADP
change	change	NOUN
avait	avoir	AUX
été	être	AUX
comprise	comprendre	VERB
par	par	ADP
lui	lui	PRON
dans	dans	ADP
toutes	tout	ADJ
ses	son	DET
conséquences	conséquence	NOUN
immédiates	immédiat	ADJ
et	et	CCONJ
médiates	médiat	ADJ
.	.	PUNCTsent
Un	un	DET
jeune homme	jeune homme	NOUN
appelait	appeler	VERB
,	,	PUNCTclause
chez	chez	ADP
moi	moi	PRON
,	,	PUNCTclause
devant	devant	ADP
lui	lui	PRON
,	,	PUNCTclause
la	le	DET
lettre	lettre	NOUN
de	de	ADP
change	change	NOUN
:	:	PUNCTclause
—	—	PUNCTclause
«	«	PUNCTclause
Le	le	DET
pont-aux-ânes	pont-aux-ânes	NOUN
!	!	PUNCTsent
—	—	PUNCTclause
Non	non	ADV
,	,	PUNCTclause
dit	dire	VERB
il	il	PRON
,	,	PUNCTclause
ce	ce	PRON
est	être	AUX
le	le	DET
pont-des-soupirs	pont-des-soupirs	NOUN
,	,	PUNCTclause
on	on	PRON
ne	ne	ADV
en	en	PRON
revient	revenir	VERB
pas	pas	ADV
.	.	PUNCTsent
»	»	PUNCTclause
Aussi	aussi	ADV
sa	son	DET
science	science	NOUN
en fait de	en fait de	ADP
jurisprudence	jurisprudence	NOUN
commerciale	commercial	ADJ
était	être	AUX
elle	elle	PRON
si	si	ADV
complète	compléter	VERB
que	que	SCONJ
un	un	DET
agréé	agréé	ADJ
ne	ne	ADV
lui	lui	PRON
aurait	avoir	AUX
rien	rien	PRON
appris	apprendre	VERB
.	.	PUNCTsent
Vous	vous	PRON
savez	savoir	VERB
que	que	SCONJ
alors	alors	ADV
il	il	PRON
ne	ne	ADV
possédait	posséder	VERB
rien	rien	PRON
,	,	PUNCTclause
sa	son	DET
voiture	voiture	NOUN
,	,	PUNCTclause
ses	son	DET
chevaux	cheval	NOUN
étaient	être	AUX
loués	louer	VERB
,	,	PUNCTclause
il	il	PRON
demeurait	demeurer	VERB
chez	chez	ADP
son	son	DET
valet de chambre	valet de chambre	NOUN
,	,	PUNCTclause
pour	pour	ADP
qui	qui	PRON
,	,	PUNCTclause
dit	dire	VERB
on	on	PRON
,	,	PUNCTclause
il	il	PRON
sera	être	AUX
toujours	toujours	ADV
un	un	DET
grand	grand	ADJ
homme	homme	NOUN
,	,	PUNCTclause
même	même	ADV
après	après	ADP
le	le	DET
mariage	mariage	NOUN
que	que	SCONJ
il	il	PRON
veut	vouloir	VERB
faire	faire	VERB
!	!	PUNCTsent
Membre	membre	NOUN
de	de	ADP
trois	trois	NUM
clubs	club	NOUN
,	,	PUNCTclause
il	il	PRON
y	y	PRON
dînait	dîner	VERB
quand	quand	SCONJ
il	il	PRON
ne	ne	ADV
avait	avoir	VERB
aucune	aucun	DET
invitation	invitation	NOUN
en	en	ADP
ville	ville	NOUN
.	.	PUNCTsent
Généralement	généralement	ADV
il	il	PRON
usait	user	VERB
peu de	peu de	DET
son	son	NOUN
domicile	domicile	NOUN
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Il	il	PRON
me	me	PRON
a	avoir	AUX
dit	dire	VERB
,	,	PUNCTclause
à	à	ADP
moi	moi	PRON
,	,	PUNCTclause
se	se	PRON
écria	écrier	VERB
la	le	DET
Palférine	Palférine	PROPN
en	en	ADP
interrompant	interrompre	VERB
Desroches	Desroches	PROPN
:	:	PUNCTclause
«	«	PUNCTsent
Ma	mon	DET
seule	seul	ADJ
fatuité	fatuité	NOUN
,	,	PUNCTclause
ce	ce	PRON
est	être	AUX
de	de	ADP
prétendre	prétendre	VERB
que	que	SCONJ
je	je	PRON
demeure	demeurer	VERB
rue	rue	NOUN
Pigale	Pigale	PROPN
.	.	PUNCTsent
»	»	PUNCTclause
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Voilà	voilà	ADP
l'un	l'un	PRON
des	un	ADP_DET
deux	deux	NUM
combattants	combattant	NOUN
,	,	PUNCTclause
reprit	reprendre	VERB
Desroches	Desroches	PROPN
,	,	PUNCTclause
maintenant	maintenant	ADV
voici	voici	ADP
l'autre	l'autre	PRON
.	.	PUNCTsent
Vous	vous	PRON
avez	avoir	AUX
entendu	entendre	VERB
plus	plus	ADV
ou	ou	CCONJ
moins	moins	ADV
parler	parler	VERB
de	de	ADP
un	un	DET
certain	certain	ADJ
Claparon	Claparon	PROPN
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Il	il	PRON
avait	avoir	VERB
les	le	DET
cheveux	cheveu	NOUN
comme	comme	ADP
ça	ça	PRON
,	,	PUNCTclause
se	se	PRON
écria	écrier	VERB
Bixiou	Bixiou	PROPN
en	en	ADP
ébouriffant	ébouriffer	VERB
sa	son	DET
chevelure	chevelure	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Et	et	CCONJ
,	,	PUNCTclause
doué	doué	ADJ
du	du	ADP_DET
même	même	ADJ
talent	talent	NOUN
que	que	SCONJ
Chopin	Chopin	PROPN
le	le	DET
pianiste	pianiste	NOUN
possède	posséder	VERB
à	à	ADP
un	un	DET
si	si	SCONJ
haut	haut	ADJ
degré	degré	NOUN
pour	pour	ADP
contrefaire	contrefaire	VERB
les	le	DET
gens	gens	NOUN
,	,	PUNCTclause
il	il	PRON
représenta	représenter	VERB
le	le	DET
personnage	personnage	NOUN
à l'instant	à l'instant	ADV
avec	avec	ADP
une	un	DET
effrayante	effrayant	ADJ
vérité	vérité	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Il	il	PRON
roule	rouler	VERB
ainsi	ainsi	ADV
sa	son	DET
tête	tête	NOUN
en	en	ADP
parlant	parler	VERB
,	,	PUNCTclause
il	il	PRON
a	avoir	AUX
été	être	AUX
commis-voyageur	commis-voyageur	NOUN
,	,	PUNCTclause
il	il	PRON
a	avoir	AUX
fait	faire	VERB
tous	tout	ADJ
les	le	DET
métiers	métier	NOUN
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
hé	hé	INTJ
!	!	PUNCTsent
bien	bien	ADV
,	,	PUNCTclause
il	il	PRON
est	être	AUX
né	naître	VERB
pour	pour	ADP
voyager	voyager	VERB
,	,	PUNCTclause
car	car	CCONJ
il	il	PRON
est	être	AUX
,	,	PUNCTclause
à	à	ADP
l'	le	DET
heure	heure	NOUN
où	où	PRON
je	je	PRON
parle	parler	VERB
,	,	PUNCTclause
en	en	ADP
route	route	NOUN
pour	pour	ADP
l'	le	DET
Amérique	Amérique	PROPN
,	,	PUNCTclause
dit	dire	VERB
Desroches	Desroches	PROPN
.	.	PUNCTsent
Il	il	PRON
ne	ne	ADV
y	y	PRON
a	avoir	VERB
plus	plus	ADV
de	de	ADP
chance	chance	NOUN
que	que	PRON
là	là	ADV
pour	pour	ADP
lui	lui	PRON
,	,	PUNCTclause
car	car	CCONJ
il	il	PRON
sera	être	AUX
probablement	probablement	ADV
condamné	condamner	VERB
par	par	ADP
contumace	contumace	NOUN
pour	pour	ADP
banqueroute	banqueroute	NOUN
frauduleuse	frauduleux	ADJ
à	à	ADP
la	le	DET
prochaine	prochain	NOUN
session	session	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Un	un	DET
homme	homme	NOUN
à	à	ADP
la	le	DET
mer	mer	NOUN
!	!	PUNCTsent
cria	crier	VERB
Malaga	Malaga	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Ce	ce	DET
Claparon	Claparon	PROPN
,	,	PUNCTclause
reprit	reprendre	VERB
Desroches	Desroches	PROPN
,	,	PUNCTclause
fut	être	AUX
pendant	pendant	ADP
six	six	NUM
à	à	ADP
sept	sept	NUM
ans	an	NOUN
le	le	DET
paravent	paravent	NOUN
,	,	PUNCTclause
l'	le	DET
homme	homme	NOUN
de	de	ADP
paille	paille	NOUN
,	,	PUNCTclause
le	le	DET
bouc	bouc	NOUN
émissaire	émissaire	ADJ
de	de	ADP
deux	deux	NUM
de	de	ADP
nos	nos	DET
amis	ami	NOUN
,	,	PUNCTclause
Du	Du	PROPN
Tillet	Tillet	PROPN
et	et	CCONJ
Nucingen	Nucingen	PROPN
;	;	PUNCTclause
mais	mais	CCONJ
,	,	PUNCTclause
en	en	ADP
1829	1829	NUM
,	,	PUNCTclause
son	son	DET
rôle	rôle	NOUN
fut	être	AUX
si	si	ADV
connu	connaître	VERB
que	que	ADV
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Nos	nos	DET
amis	ami	NOUN
l'	le	DET
ont	avoir	AUX
lâché	lâcher	VERB
,	,	PUNCTclause
dit	dire	VERB
Bixiou	Bixiou	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Enfin	enfin	ADV
ils	ils	PRON
l'	le:PRON	PRON
abandonnèrent	abandonner	VERB
à	à	ADP
sa	son	DET
destinée	destinée	NOUN
;	;	PUNCTclause
et	et	CCONJ
,	,	PUNCTclause
reprit	reprendre	VERB
Desroches	Desroches	PROPN
,	,	PUNCTclause
il	il	PRON
roula	rouler	VERB
dans	dans	ADP
la	le	DET
fange	fange	NOUN
.	.	PUNCTsent
En	en	ADP
1833	1833	NUM
,	,	PUNCTclause
il	il	PRON
se	se	PRON
était	être	AUX
associé	associer	VERB
pour	pour	ADP
faire	faire	VERB
des	un	DET
affaires	affaire	NOUN
avec	avec	ADP
un	un	DET
nommé	nommé	ADJ
Cérizet	Cérizet	PROPN
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Comment	comment	ADV
!	!	PUNCTsent
celui	celui	PRON
qui	qui	PRON
,	,	PUNCTclause
lors	lors	ADV
des	un	ADP_DET
entreprises	entreprise	NOUN
en	en	ADP
commandite	commanditer	VERB
,	,	PUNCTclause
en	en	ADP
fit	faire	VERB
une	un	DET
si	si	SCONJ
gentiment	gentiment	ADV
combinée	combiner	VERB
que	que	SCONJ
la	le	DET
6e	6e	ADJ
Chambre	chambre	NOUN
l'	le:PRON	PRON
a	avoir	AUX
foudroyé	foudroyer	VERB
par	par	ADP
deux	deux	NUM
ans	an	NOUN
de	de	ADP
prison	prison	NOUN
?	?	PUNCTsent
demanda	demander	VERB
la	le	DET
Lorette	Lorette	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Le	le	DET
même	même	ADJ
,	,	PUNCTclause
répondit	répondre	VERB
Desroches	Desroches	PROPN
.	.	PUNCTsent
Sous	sous	ADP
la	le	DET
Restauration	restauration	NOUN
,	,	PUNCTclause
le	le	DET
métier	métier	NOUN
de	de	ADP
ce	ce	DET
Cérizet	Cérizet	PROPN
consista	consister	VERB
,	,	PUNCTclause
de	de	ADP
1823	1823	NUM
à	à	ADP
1827	1827	NUM
,	,	PUNCTclause
à	à	ADP
signer	signer	VERB
intrépidement	intrépidement	ADV
des	un	DET
articles	article	NOUN
poursuivis	poursuivre	VERB
avec	avec	ADP
acharnement	acharnement	NOUN
par	par	ADP
le	le	DET
ministère public	ministère public	NOUN
,	,	PUNCTclause
et	et	CCONJ
de	de	ADP
aller	aller	VERB
en	en	ADP
prison	prison	NOUN
.	.	PUNCTsent
Un	un	DET
homme	homme	NOUN
se	se	PRON
illustrait	illustrer	VERB
alors	alors	ADV
à	à	ADP
bon marché	bon marché	ADJ
.	.	PUNCTsent
Le	le	DET
parti	parti	NOUN
libéral	libéral	ADJ
appela	appeler	VERB
son	son	DET
champion	champion	NOUN
départemental	départemental	ADJ
le	le	DET
courageux	courageux	ADJ
Cérizet	Cérizet	PROPN
.	.	PUNCTsent
Ce	ce	DET
zèle	zèle	NOUN
fut	être	AUX
récompensé	récompenser	VERB
,	,	PUNCTclause
vers	vers	ADP
1828	1828	NUM
,	,	PUNCTclause
par	par	ADP
l'	le	DET
intérêt général	intérêt général	NOUN
.	.	PUNCTsent
l'	le	DET
intérêt général	intérêt général	NOUN
était	être	AUX
une	un	DET
espèce	espèce	NOUN
de	de	ADP
couronne	couronne	NOUN
civique	civique	ADJ
décernée	décerner	VERB
par	par	ADP
les	le	DET
journaux	journal	NOUN
.	.	PUNCTsent
Cérizet	Cérizet	PROPN
voulut	vouloir	VERB
escompter	escompter	VERB
l'	le	DET
intérêt général	intérêt général	NOUN
;	;	PUNCTclause
il	il	PRON
vint	venir	VERB
à	à	ADP
Paris	Paris	PROPN
,	,	PUNCTclause
où	où	PRON
,	,	PUNCTclause
sous	sous	ADP
le	le	DET
patronage	patronage	NOUN
des	un	ADP_DET
banquiers	banquier	NOUN
de	de	ADP
la	le	DET
Gauche	Gauche	PROPN
,	,	PUNCTclause
il	il	PRON
débuta	débuter	VERB
par	par	ADP
une	un	DET
agence	agence	NOUN
de	de	ADP
affaires	affaire	NOUN
,	,	PUNCTclause
entremêlée	entremêler	VERB
de	de	ADP
opérations	opération	NOUN
de	de	ADP
banque	banque	NOUN
,	,	PUNCTclause
de	de	ADP
fonds	fond	NOUN
prêtés	prêter	VERB
par	par	ADP
un	un	DET
homme	homme	NOUN
qui	qui	PRON
se	se	PRON
était	être	AUX
banni	bannir	VERB
lui-même	lui-même	PRON
,	,	PUNCTclause
un	un	DET
joueur	joueur	NOUN
trop	trop	ADV
habile	habile	ADJ
,	,	PUNCTclause
dont	dont	PRON
les	le	DET
fonds	fond	NOUN
,	,	PUNCTclause
en	en	ADP
juillet	juillet	NOUN
1830	1830	NUM
,	,	PUNCTclause
ont	avoir	AUX
sombré	sombrer	VERB
de	de	ADP
compagnie	compagnie	NOUN
avec	avec	ADP
le	le	DET
vaisseau	vaisseau	NOUN
de	de	ADP
l'	le	DET
État	état	NOUN
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
hé	hé	INTJ
!	!	PUNCTsent
ce	ce	PRON
est	être	AUX
celui	celui	PRON
que	que	SCONJ
nous	nous	PRON
avions	avoir	AUX
surnommé	surnommer	VERB
la	le	DET
Méthode	Méthode	PROPN
des	un	ADP_DET
cartes	carte	NOUN
…	…	PUNCTsent
se	se	PRON
écria	écrier	VERB
Bixiou	Bixiou	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Ne	ne	ADV
dites	dire	VERB
pas	pas	ADV
de	de	DET
mal	mal	NOUN
de	de	ADP
ce	ce	DET
pauvre	pauvre	ADJ
garçon	garçon	NOUN
,	,	PUNCTclause
se	se	PRON
écria	écrier	VERB
Malaga	Malaga	PROPN
.	.	PUNCTsent
de	de	ADP
Estourny	Estourny	PROPN
était	être	AUX
un	un	DET
bon	bon	ADJ
enfant	enfant	NOUN
!	!	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Vous	vous	PRON
comprenez	comprendre	VERB
le	le	DET
rôle	rôle	NOUN
que	que	PRON
devait	devoir	VERB
jouer	jouer	VERB
en	en	ADP
1830	1830	NUM
un	un	DET
homme	homme	NOUN
ruiné	ruiner	VERB
qui	qui	PRON
se	se	PRON
nommait	nommer	VERB
,	,	PUNCTclause
politiquement	politiquement	ADV
parlant	parler	VERB
,	,	PUNCTclause
le	le	DET
Courageux-Cérizet	Courageux-Cérizet	PROPN
!	!	PUNCTsent
Il	il	PRON
fut	être	AUX
envoyé	envoyer	VERB
dans	dans	ADP
une	un	DET
très-jolie	très-jolie	NOUN
sous-préfecture	sous-préfecture	NOUN
,	,	PUNCTclause
reprit	reprendre	VERB
Desroches	Desroches	PROPN
.	.	PUNCTsent
Malheureusement	malheureusement	ADV
pour	pour	ADP
Cérizet	Cérizet	PROPN
,	,	PUNCTclause
le	le	DET
pouvoir	pouvoir	NOUN
ne	ne	ADV
a	avoir	AUX
pas	pas	ADV
autant	autant	ADV
de	de	ADP
ingénuité	ingénuité	NOUN
que	que	PRON
en	en	PRON
ont	avoir	VERB
les	le	DET
partis	parti	NOUN
,	,	PUNCTclause
qui	qui	PRON
,	,	PUNCTclause
pendant	pendant	ADP
la	le	DET
lutte	lutte	NOUN
,	,	PUNCTclause
font	faire	VERB
projectile	projectile	NOUN
de	de	ADP
tout	tout	DET
.	.	PUNCTsent
Cérizet	Cérizet	PROPN
fut	être	AUX
obligé	obliger	VERB
de	de	ADP
donner	donner	VERB
sa	son	DET
démission	démission	NOUN
après	après	ADP
trois	trois	NUM
mois	mois	NOUN
de	de	ADP
exercice	exercice	NOUN
!	!	PUNCTsent
Ne	ne	ADV
se	se	PRON
était	être	AUX
il	il	PRON
pas	pas	ADV
avisé	aviser	VERB
de	de	ADP
vouloir	vouloir	VERB
être	être	AUX
populaire	populaire	ADJ
?	?	PUNCTsent
Comme	comme	SCONJ
il	il	PRON
ne	ne	ADV
avait	avoir	VERB
encore	encore	ADV
rien	rien	PRON
fait	faire	VERB
pour	pour	ADP
perdre	perdre	VERB
son	son	DET
titre	titre	NOUN
de	de	ADP
noblesse	noblesse	NOUN
(	(	PUNCTclause
le	le	DET
Courageux	Courageux	PROPN
Cérizet	Cérizet	PROPN
!	!	PUNCTsent
)	)	PUNCTclause
le	le	DET
Gouvernement	gouvernement	NOUN
lui	lui	PRON
proposa	proposer	VERB
,	,	PUNCTclause
comme	comme	ADP
indemnité	indemnité	NOUN
,	,	PUNCTclause
de	de	ADP
devenir	devenir	VERB
gérant	gérant	NOUN
de	de	ADP
un	un	DET
journal	journal	NOUN
de	de	ADP
Opposition	Opposition	PROPN
qui	qui	PRON
serait	être	AUX
ministériel	ministériel	ADJ
in petto	in petto	ADV
.	.	PUNCTsent
Ainsi	ainsi	ADV
ce	ce	DET
fut	être	AUX
le	le	DET
Gouvernement	gouvernement	NOUN
qui	qui	PRON
dénatura	dénaturer	VERB
ce	ce	DET
beau	beau	ADJ
caractère	caractère	NOUN
.	.	PUNCTsent
Cérizet	Cérizet	PROPN
se	se	PRON
trouvant	trouver	VERB
un	un	DET
peu	peu	ADV
trop	trop	ADV
,	,	PUNCTclause
dans	dans	ADP
sa	son	DET
gérance	gérance	NOUN
,	,	PUNCTclause
comme	comme	ADP
un	un	DET
oiseau	oiseau	NOUN
sur	sur	ADP
une	un	DET
branche	branche	NOUN
pourrie	pourrir	VERB
,	,	PUNCTclause
se	se	PRON
lança	lancer	VERB
dans	dans	ADP
cette	ce	DET
gentille	gentil	ADJ
commandite	commanditer	VERB
où	où	PRON
le	le	DET
malheureux	malheureux	NOUN
a	avoir	AUX
,	,	PUNCTclause
comme	comme	ADP
vous	vous	PRON
venez	venir	VERB
de	de	ADP
le	le	DET
dire	dire	NOUN
,	,	PUNCTclause
attrapé	attraper	VERB
deux	deux	NUM
ans	an	NOUN
de	de	ADP
prison	prison	NOUN
,	,	PUNCTclause
là	là	ADV
où	où	PRON
de plus	de plus	ADV
habiles	habile	ADJ
ont	avoir	AUX
attrapé	attraper	VERB
le	le	DET
public	public	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Nous	nous	PRON
connaissons	connaître	VERB
les	le	DET
plus	plus	ADV
habiles	habile	ADJ
,	,	PUNCTclause
dit	dire	VERB
Bixiou	Bixiou	PROPN
,	,	PUNCTclause
ne	ne	ADV
médisons	médire	VERB
pas	pas	ADV
de	de	ADP
ce	ce	DET
pauvre	pauvre	ADJ
garçon	garçon	NOUN
,	,	PUNCTclause
il	il	PRON
est	être	AUX
pipé	piper	VERB
!	!	PUNCTsent
Couture	couture	NOUN
se	se	PRON
laisser	laisser	VERB
pincer	pincer	VERB
sa	son	DET
caisse	caisse	NOUN
,	,	PUNCTclause
qui	qui	PRON
l'	le:PRON	PRON
aurait	avoir	AUX
jamais	jamais	ADV
cru	croire	VERB
!	!	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Cérizet	Cérizet	PROPN
est	être	AUX
d'ailleurs	d'ailleurs	ADV
un	un	DET
homme	homme	NOUN
ignoble	ignoble	ADJ
,	,	PUNCTclause
et	et	CCONJ
que	que	SCONJ
les	le	DET
malheurs	malheur	NOUN
de	de	ADP
une	un	DET
débauche	débauche	NOUN
de	de	ADP
bas	bas	ADJ
étage	étage	NOUN
ont	avoir	AUX
défiguré	défigurer	VERB
,	,	PUNCTclause
reprit	reprendre	VERB
Desroches	Desroches	PROPN
.	.	PUNCTsent
Revenons	revenir	VERB
au	au	ADP_DET
duel	duel	NOUN
promis	promettre	VERB
?	?	PUNCTsent
Donc	donc	ADV
,	,	PUNCTclause
jamais	jamais	ADV
deux	deux	NUM
industriels	industriel	ADJ
de plus	de plus	ADV
mauvais	mauvais	ADJ
genre	genre	NOUN
,	,	PUNCTclause
de plus	de plus	ADV
mauvaises	mauvais	ADJ
mœurs	mœurs	NOUN
,	,	PUNCTclause
plus	plus	ADV
ignobles	ignoble	ADJ
de	de	ADP
tournure	tournure	NOUN
,	,	PUNCTclause
ne	ne	ADV
se	se	PRON
associèrent	associer	VERB
pour	pour	ADP
faire	faire	VERB
un	un	DET
plus	plus	ADV
sale	sale	ADJ
commerce	commerce	NOUN
.	.	PUNCTsent
Comme	comme	ADP
fonds	fond	NOUN
de	de	ADP
roulement	roulement	NOUN
,	,	PUNCTclause
ils	ils	PRON
comptaient	compter	VERB
cette	ce	DET
espèce	espèce	NOUN
de	de	ADP
argot	argot	NOUN
que	que	PRON
donne	donner	VERB
la	le	DET
connaissance	connaissance	NOUN
de	de	ADP
Paris	Paris	PROPN
,	,	PUNCTclause
la	le	DET
hardiesse	hardiesse	NOUN
que	que	PRON
donne	donner	VERB
la	le	DET
misère	misère	NOUN
,	,	PUNCTclause
la	le	DET
ruse	ruse	NOUN
que	que	PRON
donne	donner	VERB
l'	le	DET
habitude	habitude	NOUN
des	un	ADP_DET
affaires	affaire	NOUN
,	,	PUNCTclause
la	le	DET
science	science	NOUN
que	que	PRON
donne	donner	VERB
la	le	DET
mémoire	mémoire	NOUN
des	un	ADP_DET
fortunes	fortune	NOUN
parisiennes	parisien	ADJ
,	,	PUNCTclause
de	de	ADP
leur	leur	DET
origine	origine	NOUN
,	,	PUNCTclause
des	un	DET
parentés	parenté	NOUN
,	,	PUNCTclause
des	un	DET
accointances	accointance	NOUN
et	et	CCONJ
des	un	DET
valeurs	valeur	NOUN
intrinsèques	intrinsèque	ADJ
de	de	ADP
chacun	chacun	PRON
.	.	PUNCTsent
Cette	ce	DET
association	association	NOUN
de	de	ADP
deux	deux	NUM
carotteurs	carotteur	NOUN
,	,	PUNCTclause
passez	passer	VERB
moi	moi	PRON
ce	ce	DET
mot	mot	NOUN
,	,	PUNCTclause
le	le	DET
seul	seul	ADJ
qui	qui	PRON
puisse	pouvoir	VERB
,	,	PUNCTclause
dans	dans	ADP
l'	le	DET
argot	argot	NOUN
de	de	ADP
la	le	DET
Bourse	bourse	NOUN
,	,	PUNCTclause
vous	vous	PRON
les	le:PRON	PRON
définir	définir	VERB
,	,	PUNCTclause
fut	être	AUX
de	de	ADP
peu de	peu de	DET
durée	durée	NOUN
.	.	PUNCTsent
Comme	comme	ADP
deux	deux	NUM
chiens	chien	NOUN
affamés	affamer	VERB
,	,	PUNCTclause
ils	ils	PRON
se	se	PRON
battirent	battre	VERB
à	à	ADP
chaque	chaque	DET
charogne	charogne	NOUN
.	.	PUNCTsent
Les	le	DET
premières	premier	ADJ
spéculations	spéculation	NOUN
de	de	ADP
la	le	DET
maison	maison	NOUN
Cérizet	Cérizet	PROPN
et	et	CCONJ
Claparon	Claparon	PROPN
furent	être	AUX
cependant	cependant	ADV
assez	assez	ADV
bien	bien	ADV
entendues	entendre	VERB
.	.	PUNCTsent
Ces	ce	DET
deux	deux	NUM
drôles	drôle	NOUN
se	se	PRON
abouchèrent	aboucher	VERB
avec	avec	ADP
les	le	DET
Barbet	Barbet	PROPN
,	,	PUNCTclause
les	le	DET
Chaboisseau	Chaboisseau	PROPN
,	,	PUNCTclause
les	le	DET
Samanon	Samanon	PROPN
et	et	CCONJ
autres	autre	PRON
usuriers	usurier	NOUN
auxquels	auxquels	ADP_PRON
ils	ils	PRON
achetèrent	acheter	VERB
des	un	DET
créances	créance	NOUN
désespérées	désespéré	ADJ
.	.	PUNCTsent
l'	le	DET
agence	agence	NOUN
Claparon	Claparon	PROPN
siégeait	siéger	VERB
alors	alors	ADV
dans	dans	ADP
un	un	DET
petit	petit	ADJ
entresol	entresol	NOUN
de	de	ADP
la	le	DET
rue	rue	NOUN
Chabannais	Chabannais	PROPN
,	,	PUNCTclause
composé	composer	VERB
de	de	ADP
cinq	cinq	NUM
pièces	pièce	NOUN
et	et	CCONJ
dont	dont	PRON
le	le	DET
loyer	loyer	NOUN
ne	ne	ADV
coûtait	coûter	VERB
pas	pas	ADV
plus	plus	ADV
de	de	ADP
sept	sept	NUM
cents	cents	NUM
francs	franc	NOUN
.	.	PUNCTsent
Chaque	chaque	DET
associé	associé	NOUN
couchait	coucher	VERB
dans	dans	ADP
une	un	DET
chambrette	chambrette	NOUN
qui	qui	PRON
,	,	PUNCTclause
par	par	ADP
prudence	prudence	NOUN
,	,	PUNCTclause
était	être	AUX
si	si	ADV
soigneusement	soigneusement	ADV
close	clos	ADJ
,	,	PUNCTclause
que	que	SCONJ
mon	mon	DET
maître-clerc	maître-clerc	NOUN
ne	ne	ADV
y	y	PRON
put	pouvoir	VERB
jamais	jamais	ADV
pénétrer	pénétrer	VERB
.	.	PUNCTsent
Les	le	DET
Bureaux	bureau	NOUN
se	se	PRON
composaient	composer	VERB
de	de	ADP
une	un	DET
antichambre	antichambre	NOUN
,	,	PUNCTclause
de	de	ADP
un	un	DET
salon	salon	NOUN
et	et	CCONJ
de	de	ADP
un	un	DET
cabinet	cabinet	NOUN
dont	dont	PRON
les	le	DET
meubles	meuble	NOUN
ne	ne	ADV
auraient	avoir	AUX
pas	pas	ADV
rendu	rendre	VERB
trois	trois	NUM
cents	cents	NUM
francs	franc	NOUN
à	à	ADP
l'	le	DET
hôtel	hôtel	NOUN
des	un	ADP_DET
Commissaires-Priseurs	commissaire-priseur	NOUN
.	.	PUNCTsent
Vous	vous	PRON
connaissez	connaître	VERB
assez	assez	ADV
Paris	Paris	PROPN
pour	pour	ADP
voir	voir	VERB
la	le	DET
tournure	tournure	NOUN
des	un	ADP_DET
deux	deux	NUM
pièces	pièce	NOUN
