# columns = TERM LEMMA POS
# identifier = balzac1839FC24
# creator = Balzac, Honoré de
# created = 1839
# modified = 1844
# title = Pierre Grassou. Études de mœurs. Scènes de la vie privée

↵↵	↵↵	PUNCTstruct
vous	vous	PRON
avez	avoir	AUX
mis	mettre	VERB
pour	pour	ADP
six	six	NUM
sous	sou	NOUN
de	de	ADP
couleur	couleur	NOUN
sur	sur	ADP
une	un	DET
toile	toile	NOUN
…	…	PUNCTsent
Mais	mais	CCONJ
vous	vous	PRON
êtes	être	AUX
un	un	DET
brave	brave	ADJ
garçon	garçon	NOUN
,	,	PUNCTclause
vous	vous	PRON
!	!	PUNCTsent
Vous	vous	PRON
êtes	être	AUX
un	un	DET
homme	homme	NOUN
de	de	ADP
ordre	ordre	NOUN
,	,	PUNCTclause
et	et	CCONJ
je	je	PRON
viens	venir	VERB
vous	vous	PRON
apporter	apporter	VERB
une	un	DET
bonne	bon	ADJ
affaire	affaire	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Timeo	Timeo	PROPN
Danaos	Danaos	PROPN
et	et	CCONJ
dona	dona	X
ferentes	ferentes	X
,	,	PUNCTclause
dit	dire	VERB
Fougères	Fougères	PROPN
.	.	PUNCTsent
Savez	savoir	VERB
vous	vous	PRON
le	le	DET
latin	latin	NOUN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Non	non	ADV
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
hé	hé	INTJ
!	!	PUNCTsent
bien	bien	ADV
,	,	PUNCTclause
cela	cela	PRON
veut	vouloir	VERB
dire	dire	VERB
que	que	SCONJ
les	le	DET
Grecs	grec	NOUN
ne	ne	ADV
proposent	proposer	VERB
pas	pas	ADV
de	de	DET
bonnes	bon	ADJ
affaires	affaire	NOUN
aux	au	ADP_DET
Troyens	troyen	NOUN
sans	sans	ADP
y	y	PRON
gagner	gagner	VERB
quelque chose	quelque chose	PRON
.	.	PUNCTsent
Autrefois	autrefois	ADV
ils	ils	PRON
disaient	dire	VERB
:	:	PUNCTclause
Prenez	prendre	VERB
mon	mon	DET
cheval	cheval	NOUN
!	!	PUNCTsent
Aujourd'hui	aujourd'hui	ADV
nous	nous	PRON
disons	dire	VERB
:	:	PUNCTclause
Prenez	prendre	VERB
mon	mon	DET
ours	ours	NOUN
....	....	PUNCTsent
Que	que	SCONJ
voulez	vouloir	VERB
vous	vous	PRON
,	,	PUNCTclause
Ulysse-Lageingeole-Élias	Ulysse-Lageingeole-Élias	PROPN
Magus	Magus	PROPN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
Ces	ce	DET
paroles	parole	NOUN
donnent	donner	VERB
la	le	DET
mesure	mesure	NOUN
de	de	ADP
la	le	DET
douceur	douceur	NOUN
et	et	CCONJ
de	de	ADP
l'	le	DET
esprit	esprit	NOUN
avec	avec	ADP
lesquels	lesquels	PRON
Fougères	Fougères	PROPN
employait	employer	VERB
ce	ce	PRON
que	que	PRON
les	le	DET
peintres	peintre	NOUN
appellent	appeler	VERB
les	le	DET
charges	charge	NOUN
de	de	ADP
atelier	atelier	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Je	je	PRON
ne	ne	ADV
dis	dire	VERB
pas	pas	ADV
que	que	SCONJ
vous	vous	PRON
ne	ne	ADV
me	me	PRON
ferez	faire	VERB
pas	pas	ADV
deux	deux	NUM
tableaux	tableau	NOUN
gratis	gratis	ADV
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
ho	ho	INTJ
!	!	PUNCTsent
ho	ho	INTJ
!	!	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Je	je	PRON
vous	vous	PRON
laisse	laisser	VERB
le	le	DET
maître	maître	NOUN
,	,	PUNCTclause
je	je	PRON
ne	ne	ADV
les	le:PRON	PRON
demande	demander	VERB
pas	pas	ADV
.	.	PUNCTsent
Vous	vous	PRON
êtes	être	AUX
un	un	PRON
honnête	honnête	ADJ
artiste	artiste	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Au	au	ADP_DET
fait	fait	NOUN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Hé	hé	INTJ
!	!	PUNCTsent
bien	bien	ADV
,	,	PUNCTclause
je	je	PRON
amène	amener	VERB
un	un	DET
père	père	NOUN
,	,	PUNCTclause
une	un	DET
mère	mère	NOUN
et	et	CCONJ
une	un	DET
fille	fille	NOUN
unique	unique	ADJ
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Tous	tout	ADJ
uniques	unique	ADJ
!	!	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Ma	mon	DET
foi	foi	NOUN
,	,	PUNCTclause
oui	oui	INTJ
!…	!…	PUNCTsent
et	et	CCONJ
dont	dont	PRON
les	le	DET
portraits	portrait	NOUN
sont	être	AUX
à	à	ADP
faire	faire	VERB
.	.	PUNCTsent
Ces	ce	DET
bourgeois	bourgeois	NOUN
,	,	PUNCTclause
fous	fou	NOUN
des	un	ADP_DET
arts	art	NOUN
,	,	PUNCTclause
ne	ne	ADV
ont	avoir	AUX
jamais	jamais	ADV
osé	oser	VERB
se	se	PRON
aventurer	aventurer	VERB
dans	dans	ADP
un	un	DET
atelier	atelier	NOUN
.	.	PUNCTsent
La	le	DET
fille	fille	NOUN
a	avoir	AUX
une	un	DET
dot	dot	NOUN
de	de	ADP
cent	cent	NUM
mille	mille	NUM
francs	franc	NOUN
.	.	PUNCTsent
Vous	vous	PRON
pouvez	pouvoir	VERB
bien	bien	ADV
peindre	peindre	VERB
ces	ce	DET
gens	gens	NOUN
.	.	PUNCTsent
Ce	ce	PRON
sera	être	AUX
peut-être	peut-être	ADV
pour	pour	ADP
vous	vous	PRON
des	un	ADP_DET
portraits	portrait	NOUN
de	de	ADP
famille	famille	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Ce	ce	DET
vieux	vieux	ADJ
bois	bois	NOUN
de	de	ADP
Allemagne	Allemagne	PROPN
,	,	PUNCTclause
qui	qui	PRON
passe	passer	VERB
pour	pour	ADP
un	un	DET
homme	homme	NOUN
et	et	CCONJ
qui	qui	PRON
se	se	PRON
nomme	nommer	VERB
Élias	Élias	PROPN
Magus	Magus	PROPN
,	,	PUNCTclause
se	se	PRON
interrompit	interrompre	VERB
pour	pour	ADP
rire	rire	VERB
de	de	ADP
un	un	DET
sourire	sourire	NOUN
sec	sec	ADJ
dont	dont	PRON
les	le	DET
éclats	éclat	NOUN
épouvantèrent	épouvanter	VERB
le	le	DET
peintre	peintre	NOUN
.	.	PUNCTsent
Il	il	PRON
crut	croire	VERB
entendre	entendre	VERB
Méphistophélès	Méphistophélès	PROPN
parlant	parler	VERB
mariage	mariage	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Les	le:PRON	PRON
portraits	portrait	NOUN
sont	être	AUX
payés	payer	VERB
cinq	cinq	NUM
cents	cents	NUM
francs	franc	NOUN
pièce	pièce	NOUN
,	,	PUNCTclause
vous	vous	PRON
pouvez	pouvoir	VERB
me	me	PRON
faire	faire	VERB
trois	trois	NUM
tableaux	tableau	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Mai-z-oui	Mai-z-oui	PROPN
,	,	PUNCTclause
dit	dire	VERB
gaiement	gaiement	ADV
Fougères	fougère	ADJ
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Et	et	CCONJ
si	si	SCONJ
vous	vous	PRON
épousez	épouser	VERB
la	le	DET
fille	fille	NOUN
,	,	PUNCTclause
vous	vous	PRON
ne	ne	ADV
me	me	PRON
oublierez	oublier	VERB
pas	pas	ADV
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Me	me	PRON
marier	marier	VERB
,	,	PUNCTclause
moi	moi	PRON
?	?	PUNCTsent
se	se	PRON
écria	écrier	VERB
Pierre	Pierre	PROPN
Grassou	Grassou	PROPN
,	,	PUNCTclause
moi	moi	PRON
qui	qui	PRON
ai	avoir	VERB
l'	le	DET
habitude	habitude	NOUN
de	de	ADP
me	me	PRON
coucher	coucher	VERB
tout	tout	ADV
seul	seul	ADJ
,	,	PUNCTclause
de	de	ADP
me	me	PRON
lever	lever	VERB
de	de	ADP
bon	bon	ADJ
matin	matin	NOUN
,	,	PUNCTclause
qui	qui	PRON
ai	avoir	AUX
ma	mon	DET
vie	vie	NOUN
arrangée	arranger	VERB
....	....	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Cent	Cent	NUM
mille	mille	NUM
francs	franc	NOUN
,	,	PUNCTclause
dit	dire	VERB
Magus	Magus	PROPN
,	,	PUNCTclause
et	et	CCONJ
une	un	DET
fille	fille	NOUN
douce	doux	ADJ
,	,	PUNCTclause
pleine	plein	ADJ
de	de	ADP
tons	ton	NOUN
dorés	doré	ADJ
comme	comme	ADP
un	un	DET
vrai	vrai	ADJ
Titien	Titien	PROPN
!	!	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Quelle	quel	DET
est	être	AUX
la	le	DET
position	position	NOUN
de	de	ADP
ces	ce	DET
gens	gens	NOUN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Anciens	ancien	ADJ
négociants	négociant	NOUN
;	;	PUNCTclause
pour	pour	ADP
le	le	DET
moment	moment	NOUN
,	,	PUNCTclause
aimant	aimer	VERB
les	le	DET
arts	art	NOUN
,	,	PUNCTclause
ayant	avoir	AUX
maison de campagne	maison de campagne	NOUN
à	à	ADP
Ville-d'Avray	Ville-d'Avray	PROPN
,	,	PUNCTclause
et	et	CCONJ
dix	dix	NUM
ou	ou	CCONJ
douze	douze	NUM
mille	mille	NUM
livres de rente	livres de rente	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Quel	quel	DET
commerce	commerce	NOUN
ont	avoir	AUX
ils	ils	PRON
fait	faire	VERB
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Les	le:PRON	PRON
bouteilles	bouteille	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Ne	ne	ADV
dites	dire	VERB
pas	pas	ADV
ce	ce	DET
mot	mot	NOUN
,	,	PUNCTclause
il	il	PRON
me	me	PRON
semble	sembler	VERB
entendre	entendre	VERB
couper	couper	VERB
des	un	DET
bouchons	bouchon	NOUN
,	,	PUNCTclause
et	et	CCONJ
mes	mon	DET
dents	dent	NOUN
se	se	PRON
agacent	agacer	VERB
....	....	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Faut	falloir	VERB
il	il	PRON
les	le	DET
amener	amener	VERB
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Trois	Trois	NUM
portraits	portrait	NOUN
,	,	PUNCTclause
je	je	PRON
les	le:PRON	PRON
mettrai	mettre	VERB
au	au	ADP_DET
Salon	Salon	PROPN
,	,	PUNCTclause
je	je	PRON
pourrai	pouvoir	VERB
me	me	PRON
lancer	lancer	VERB
dans	dans	ADP
le	le	DET
portrait	portrait	NOUN
,	,	PUNCTclause
hé	hé	INTJ
!	!	PUNCTsent
bien	bien	ADV
,	,	PUNCTclause
oui	oui	INTJ
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
Le	le	DET
vieil	vieux	ADJ
Élias	Élias	PROPN
descendit	descendre	VERB
pour	pour	ADP
aller	aller	VERB
chercher	chercher	VERB
la	le	DET
famille	famille	NOUN
Vervelle	Vervelle	PROPN
.	.	PUNCTsent
Pour	pour	ADP
savoir	savoir	VERB
à	à	ADP
quel	quel	DET
point	point	NOUN
la	le	DET
proposition	proposition	NOUN
allait	aller	VERB
agir	agir	VERB
sur	sur	ADP
le	le	DET
peintre	peintre	NOUN
,	,	PUNCTclause
et	et	CCONJ
quel	quel	DET
effet	effet	NOUN
devaient	devoir	VERB
produire	produire	VERB
sur	sur	ADP
lui	lui	PRON
les	le	DET
sieur	sieur	NOUN
et	et	CCONJ
dame	dame	NOUN
Vervelle	Vervelle	PROPN
ornés	orner	VERB
de	de	ADP
leur	leur	DET
fille	fille	NOUN
unique	unique	ADJ
,	,	PUNCTclause
il	il	PRON
est	être	AUX
nécessaire	nécessaire	ADJ
de	de	ADP
jeter	jeter	VERB
un	un	DET
coups d'œil	coups d'œil	NOUN
sur	sur	ADP
la	le	DET
vie	vie	NOUN
antérieure	antérieur	ADJ
de	de	ADP
Pierre	Pierre	PROPN
Grassou	Grassou	PROPN
de	de	ADP
Fougères	Fougères	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
élève	élève	NOUN
,	,	PUNCTclause
Fougères	Fougères	PROPN
avait	avoir	AUX
étudié	étudier	VERB
le	le	DET
dessin	dessin	NOUN
chez	chez	ADP
Servin	Servin	PROPN
,	,	PUNCTclause
qui	qui	PRON
passait	passer	VERB
dans	dans	ADP
le	le	DET
monde	monde	NOUN
académique	académique	ADJ
pour	pour	ADP
un	un	DET
grand	grand	ADJ
dessinateur	dessinateur	NOUN
.	.	PUNCTsent
Après	après	ADV
,	,	PUNCTclause
il	il	PRON
était	être	AUX
allé	aller	VERB
chez	chez	ADP
Schinner	Schinner	PROPN
y	y	PRON
surprendre	surprendre	VERB
les	le	DET
secrets	secret	NOUN
de	de	ADP
cette	ce	DET
puissante	puissant	ADJ
et	et	CCONJ
magnifique	magnifique	ADJ
couleur	couleur	NOUN
qui	qui	PRON
distingue	distinguer	VERB
ce	ce	DET
maître	maître	NOUN
.	.	PUNCTsent
Le	le	DET
maître	maître	NOUN
,	,	PUNCTclause
les	le	DET
élèves	élève	NOUN
,	,	PUNCTclause
tout	tout	PRON
y	y	PRON
avait	avoir	AUX
été	être	AUX
discret	discret	ADJ
,	,	PUNCTclause
Pierre	Pierre	PROPN
ne	ne	ADV
y	y	PRON
avait	avoir	VERB
rien	rien	PRON
surpris	surprendre	VERB
.	.	PUNCTsent
De	de	ADP
là	là	ADV
,	,	PUNCTclause
Fougères	Fougères	PROPN
avait	avoir	AUX
passé	passer	VERB
dans	dans	ADP
l'	le	DET
atelier	atelier	NOUN
de	de	ADP
Sommervieux	Sommervieux	PROPN
pour	pour	ADP
se	se	PRON
familiariser	familiariser	VERB
avec	avec	ADP
cette	ce	DET
partie	partie	NOUN
de	de	ADP
l'	le	DET
art	art	NOUN
nommée	nommer	VERB
la	le	DET
Composition	composition	NOUN
,	,	PUNCTclause
mais	mais	CCONJ
la	le	DET
Composition	composition	NOUN
fut	être	AUX
sauvage	sauvage	ADJ
et	et	CCONJ
farouche	farouche	ADJ
pour	pour	ADP
lui	lui	PRON
.	.	PUNCTsent
Puis	puis	CCONJ
il	il	PRON
avait	avoir	AUX
essayé	essayer	VERB
de	de	ADP
arracher	arracher	VERB
à	à	ADP
Granet	Granet	PROPN
,	,	PUNCTclause
à	à	ADP
Drolling	Drolling	PROPN
le	le	DET
mystère	mystère	NOUN
de	de	ADP
leurs	leur	DET
effets	effet	NOUN
de	de	ADP
Intérieurs	intérieur	NOUN
.	.	PUNCTsent
Ces	ce	DET
deux	deux	NUM
maîtres	maître	NOUN
ne	ne	ADV
se	se	PRON
étaient	être	AUX
rien	rien	PRON
laissé	laisser	VERB
dérober	dérober	VERB
.	.	PUNCTsent
Enfin	enfin	ADV
,	,	PUNCTclause
Fougères	Fougères	PROPN
avait	avoir	AUX
terminé	terminer	VERB
son	son	DET
éducation	éducation	NOUN
chez	chez	ADP
Duval-Lecamus	Duval-Lecamus	PROPN
.	.	PUNCTsent
Durant	durant	ADP
ces	ce	DET
études	étude	NOUN
et	et	CCONJ
ces	ce	DET
différentes	différent	ADJ
transformations	transformation	NOUN
,	,	PUNCTclause
Fougères	fougère	ADJ
eut	avoir	VERB
des	un	ADP_DET
mœurs	mœurs	NOUN
tranquilles	tranquille	ADJ
et	et	CCONJ
rangées	ranger	VERB
qui	qui	PRON
fournissaient	fournir	VERB
matière	matière	NOUN
aux	au	ADP_DET
railleries	raillerie	NOUN
des	un	ADP_DET
différents	différent	ADJ
ateliers	atelier	NOUN
où	où	PRON
il	il	PRON
séjournait	séjourner	VERB
,	,	PUNCTclause
mais	mais	CCONJ
partout	partout	ADV
il	il	PRON
désarma	désarmer	VERB
ses	son	DET
camarades	camarade	NOUN
par	par	ADP
sa	son	DET
modestie	modestie	NOUN
,	,	PUNCTclause
par	par	ADP
une	un	DET
patience	patience	NOUN
et	et	CCONJ
une	un	DET
douceur	douceur	NOUN
de	de	ADP
agneau	agneau	NOUN
.	.	PUNCTsent
Les	le	DET
Maîtres	maître	NOUN
ne	ne	ADV
eurent	avoir	VERB
aucune	aucun	DET
sympathie	sympathie	NOUN
pour	pour	ADP
ce	ce	DET
brave	brave	ADJ
garçon	garçon	NOUN
,	,	PUNCTclause
les	le	DET
Maîtres	maître	NOUN
aiment	aimer	VERB
les	le	DET
sujets	sujet	NOUN
brillants	brillant	ADJ
,	,	PUNCTclause
les	le	DET
esprits	esprit	NOUN
excentriques	excentrique	ADJ
,	,	PUNCTclause
drolatiques	drolatique	ADJ
,	,	PUNCTclause
fougueux	fougueux	ADJ
,	,	PUNCTclause
ou	ou	CCONJ
sombres	sombre	ADJ
et	et	CCONJ
profondément	profondément	ADV
réfléchis	réfléchir	VERB
qui	qui	PRON
dénotent	dénoter	VERB
un	un	DET
talent	talent	NOUN
futur	futur	ADJ
.	.	PUNCTsent
Tout	tout	PRON
en	en	ADP
Fougères	Fougères	PROPN
annonçait	annoncer	VERB
la	le	DET
médiocrité	médiocrité	NOUN
.	.	PUNCTsent
Son	son	DET
surnom	surnom	NOUN
de	de	ADP
Fougères	Fougères	PROPN
,	,	PUNCTclause
celui	celui	PRON
du	du	ADP_DET
peintre	peintre	NOUN
dans	dans	ADP
la	le	DET
pièce	pièce	NOUN
de	de	ADP
l'	le	DET
Églantine	Églantine	PROPN
,	,	PUNCTclause
fut	être	AUX
la	le	DET
source	source	NOUN
de	de	ADP
mille	mille	NUM
avanies	avanie	NOUN
;	;	PUNCTclause
mais	mais	CCONJ
,	,	PUNCTclause
par	par	ADP
la	le	DET
force	force	NOUN
des	un	ADP_DET
choses	chose	NOUN
,	,	PUNCTclause
il	il	PRON
accepta	accepter	VERB
le	le	DET
nom	nom	NOUN
de	de	ADP
la	le	DET
ville	ville	NOUN
où	où	PRON
il	il	PRON
avait	avoir	AUX
vu	voir	VERB
le	le	DET
jour	jour	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Grassou	Grassou	PROPN
de	de	ADP
Fougères	Fougères	PROPN
ressemblait	ressembler	VERB
à	à	ADP
son	son	DET
nom	nom	NOUN
.	.	PUNCTsent
Grassouillet	grassouillet	ADJ
et	et	CCONJ
de	de	ADP
une	un	DET
taille	taille	NOUN
médiocre	médiocre	ADJ
,	,	PUNCTclause
il	il	PRON
avait	avoir	AUX
le	le	DET
teint	teint	NOUN
fade	fade	ADJ
,	,	PUNCTclause
les	le	DET
yeux	œil	NOUN
bruns	brun	ADJ
,	,	PUNCTclause
les	le	DET
cheveux	cheveu	NOUN
noirs	noir	ADJ
,	,	PUNCTclause
le	le	DET
nez	nez	NOUN
en	en	ADP
trompette	trompette	NOUN
,	,	PUNCTclause
une	un	DET
bouche	bouche	NOUN
assez	assez	ADV
large	large	ADJ
et	et	CCONJ
les	le	DET
oreilles	oreille	NOUN
longues	long	ADJ
.	.	PUNCTsent
Son	son	DET
air	air	NOUN
doux	doux	ADJ
,	,	PUNCTclause
passif	passif	ADJ
et	et	CCONJ
résigné	résigner	VERB
relevait	relever	VERB
peu	peu	ADV
ces	ce	DET
traits	trait	NOUN
principaux	principal	ADJ
de	de	ADP
sa	son	DET
physionomie	physionomie	NOUN
pleine	plein	ADJ
de	de	ADP
santé	santé	NOUN
,	,	PUNCTclause
mais	mais	CCONJ
sans	sans	ADP
action	action	NOUN
.	.	PUNCTsent
Il	il	PRON
ne	ne	ADV
devait	devoir	VERB
être	être	AUX
tourmenté	tourmenter	VERB
ni	ni	CCONJ
par	par	ADP
cette	ce	DET
abondance	abondance	NOUN
de	de	ADP
sang	sang	NOUN
,	,	PUNCTclause
ni	ni	CCONJ
par	par	ADP
cette	ce	DET
violence	violence	NOUN
de	de	ADP
pensée	pensée	NOUN
,	,	PUNCTclause
ni	ni	CCONJ
par	par	ADP
cette	ce	DET
verve	verve	NOUN
comique	comique	ADJ
à	à	ADP
laquelle	laquelle	PRON
se	se	PRON
reconnaissent	reconnaître	VERB
les	le	DET
grands	grand	ADJ
artistes	artiste	NOUN
.	.	PUNCTsent
Ce	ce	DET
jeune	jeune	ADJ
homme	homme	NOUN
,	,	PUNCTclause
né	naître	VERB
pour	pour	ADP
être	être	AUX
un	un	DET
vertueux	vertueux	ADJ
bourgeois	bourgeois	NOUN
,	,	PUNCTclause
venu	venir	VERB
de	de	ADP
son	son	DET
pays	pays	NOUN
pour	pour	ADP
être	être	AUX
commis	commettre	VERB
chez	chez	ADP
un	un	DET
marchand	marchand	NOUN
de	de	ADP
couleurs	couleur	NOUN
,	,	PUNCTclause
originaire	originaire	ADJ
de	de	ADP
Mayenne	Mayenne	PROPN
et	et	CCONJ
parent	parer	VERB
éloigné	éloigner	VERB
des	un	DET
de	de	ADP
Orgemont	Orgemont	PROPN
,	,	PUNCTclause
se	se	PRON
institua	instituer	VERB
peintre	peintre	NOUN
par	par	ADP
le	le	DET
fait	fait	NOUN
de	de	ADP
l'	le	DET
entêtement	entêtement	NOUN
qui	qui	PRON
constitue	constituer	VERB
le	le	DET
caractère	caractère	NOUN
breton	breton	ADJ
.	.	PUNCTsent
Ce	ce	PRON
que	que	PRON
il	il	PRON
souffrit	souffrir	VERB
,	,	PUNCTclause
la	le	DET
manière	manière	NOUN
dont	dont	PRON
il	il	PRON
vécut	vivre	VERB
pendant	pendant	ADP
le	le	DET
temps	temps	NOUN
de	de	ADP
ses	son	DET
études	étude	NOUN
,	,	PUNCTclause
Dieu	Dieu	PROPN
seul	seul	ADJ
le	le:PRON	PRON
sait	savoir	VERB
.	.	PUNCTsent
Il	il	PRON
souffrit	souffrir	VERB
autant	autant	ADV
que	que	SCONJ
souffrent	souffrir	VERB
les	le	DET
grands	grand	ADJ
hommes	homme	NOUN
quand	quand	SCONJ
ils	ils	PRON
sont	être	AUX
traqués	traquer	VERB
par	par	ADP
la	le	DET
misère	misère	NOUN
et	et	CCONJ
chassés	chasser	VERB
comme	comme	ADP
des	un	DET
bêtes	bête	NOUN
fauves	fauve	ADJ
par	par	ADP
la	le	DET
meute	meute	NOUN
des	un	ADP_DET
gens	gens	NOUN
médiocres	médiocre	ADJ
et	et	CCONJ
par	par	ADP
la	le	DET
troupe	troupe	NOUN
des	un	ADP_DET
Vanités	vanité	NOUN
altérées	altérer	VERB
de	de	ADP
vengeance	vengeance	NOUN
.	.	PUNCTsent
dès que	dès que	SCONJ
il	il	PRON
se	se	PRON
crut	croire	VERB
de	de	ADP
force	force	NOUN
à	à	ADP
voler	voler	VERB
de	de	ADP
ses	son	DET
propres	propre	ADJ
ailes	aile	NOUN
,	,	PUNCTclause
Fougères	Fougères	PROPN
prit	prendre	VERB
un	un	DET
atelier	atelier	NOUN
en haut	en haut	ADV
de	de	ADP
la	le	DET
rue	rue	NOUN
des	un	ADP_DET
Martyrs	Martyrs	PROPN
,	,	PUNCTclause
où	où	PRON
il	il	PRON
avait	avoir	AUX
commencé	commencer	VERB
à	à	ADP
piocher	piocher	VERB
.	.	PUNCTsent
Il	il	PRON
fit	faire	VERB
son	son	DET
début	début	NOUN
en	en	ADP
1819	1819	NUM
.	.	PUNCTsent
Le	le	DET
premier	premier	ADJ
tableau	tableau	NOUN
que	que	SCONJ
il	il	PRON
présenta	présenter	VERB
au	au	ADP_DET
Jury	Jury	PROPN
pour	pour	ADP
l'	le	DET
Exposition	exposition	NOUN
du	du	ADP_DET
Louvre	Louvre	PROPN
représentait	représenter	VERB
une	un	DET
noce	noce	NOUN
de	de	ADP
village	village	NOUN
,	,	PUNCTclause
assez	assez	ADV
péniblement	péniblement	ADV
copiée	copier	VERB
d'après	d'après	ADP
le	le	DET
tableau	tableau	NOUN
de	de	ADP
Greuze	Greuze	PROPN
.	.	PUNCTsent
On	on	PRON
refusa	refuser	VERB
la	le	DET
toile	toile	NOUN
.	.	PUNCTsent
Quand	quand	SCONJ
Fougères	Fougères	PROPN
apprit	apprendre	VERB
la	le	DET
fatale	fatal	ADJ
décision	décision	NOUN
,	,	PUNCTclause
il	il	PRON
ne	ne	ADV
tomba	tomber	VERB
point	point	ADV
dans	dans	ADP
ces	ce	DET
fureurs	fureur	NOUN
ou	ou	CCONJ
dans	dans	ADP
ces	ce	DET
accès	accès	NOUN
de	de	ADP
amour-propre	amour-propre	NOUN
épileptique	épileptique	ADJ
auxquels	auxquels	ADP_PRON
se	se	PRON
adonnent	adonner	VERB
les	le	DET
esprits	esprit	NOUN
superbes	superbe	ADJ
,	,	PUNCTclause
et	et	CCONJ
qui	qui	PRON
se	se	PRON
terminent	terminer	VERB
quelquefois	quelquefois	ADV
par	par	ADP
des	un	DET
cartels	cartel	NOUN
envoyés	envoyer	VERB
au	au	ADP_DET
directeur	directeur	NOUN
ou	ou	CCONJ
au	au	ADP_DET
secrétaire	secrétaire	NOUN
du	du	ADP_DET
Musée	musée	NOUN
,	,	PUNCTclause
par	par	ADP
des	un	DET
menaces	menace	NOUN
de	de	ADP
assassinat	assassinat	NOUN
.	.	PUNCTsent
Fougères	fougère	NOUN
reprit	reprendre	VERB
tranquillement	tranquillement	ADV
sa	son	DET
toile	toile	NOUN
,	,	PUNCTclause
l'	le	DET
enveloppa	envelopper	VERB
de	de	ADP
son	son	DET
mouchoir	mouchoir	NOUN
,	,	PUNCTclause
la	le	DET
rapporta	rapporter	VERB
dans	dans	ADP
son	son	DET
atelier	atelier	NOUN
en	en	ADP
se	se	PRON
jurant	jurer	VERB
à	à	ADP
lui-même	lui-même	PRON
de	de	ADP
devenir	devenir	VERB
un	un	DET
grand	grand	ADJ
peintre	peintre	NOUN
.	.	PUNCTsent
Il	il	PRON
plaça	placer	VERB
sa	son	DET
toile	toile	NOUN
sur	sur	ADP
son	son	DET
chevalet	chevalet	NOUN
,	,	PUNCTclause
et	et	CCONJ
alla	aller	VERB
chez	chez	ADP
son	son	DET
ancien	ancien	ADJ
Maître	maître	NOUN
,	,	PUNCTclause
un	un	DET
homme	homme	NOUN
de	de	ADP
un	un	DET
immense	immense	ADJ
talent	talent	NOUN
,	,	PUNCTclause
chez	chez	ADP
Schinner	Schinner	PROPN
,	,	PUNCTclause
artiste	artiste	NOUN
doux	doux	ADJ
et	et	CCONJ
patient	patient	ADJ
,	,	PUNCTclause
et	et	CCONJ
dont	dont	PRON
le	le	DET
succès	succès	NOUN
avait	avoir	AUX
été	être	AUX
complet	complet	ADJ
au	au	ADP_DET
dernier	dernier	ADJ
Salon	Salon	PROPN
;	;	PUNCTclause
il	il	PRON
le	le	DET
pria	prier	VERB
de	de	ADP
venir	venir	VERB
critiquer	critiquer	VERB
l'	le	DET
œuvre	œuvre	NOUN
rejetée	rejeter	VERB
.	.	PUNCTsent
Le	le	DET
grand	grand	ADJ
peintre	peintre	NOUN
quitta	quitter	VERB
tout	tout	ADV
et	et	CCONJ
vint	venir	VERB
.	.	PUNCTsent
Quand	quand	SCONJ
le	le	DET
pauvre	pauvre	NOUN
