# columns = TERM LEMMA POS PROB
# identifier = balzac1834FC73
# creator = Balzac, Honoré de
# created = 1834
# modified = 1845
# title = Les Marana. Études philosophiques

↵↵	↵↵	PUNCTstruct
présence	présence	NOUN
dans	dans	ADP
cet	ce	DET
antique	antique	ADJ
logis	logis	NOUN
.	.	PUNCTsent
Cependant	cependant	ADV
tout	tout	ADV
résonnait	résonner	VERB
si	si	ADV
bien	bien	ADV
entre	entre	ADP
les	le	DET
planchers	plancher	NOUN
de	de	ADP
cette	ce	DET
construction	construction	NOUN
,	,	PUNCTclause
presque	presque	ADV
entièrement	entièrement	ADV
bâtie	bâtir	VERB
en	en	ADP
bois	bois	NOUN
,	,	PUNCTclause
que	que	SCONJ
pendant	pendant	ADP
le	le	DET
silence	silence	NOUN
des	un	ADP_DET
premières	premier	ADJ
heures	heure	NOUN
de	de	ADP
la	le	DET
nuit	nuit	NOUN
,	,	PUNCTclause
Montefiore	Montefiore	PROPN
espéra	espérer	VERB
deviner	deviner	VERB
en	en	ADP
quel	quel	DET
lieu	lieu	NOUN
se	se	PRON
trouvait	trouver	VERB
cachée	cacher	VERB
la	le	DET
jeune	jeune	ADJ
inconnue	inconnue	NOUN
.	.	PUNCTsent
Imaginant	imaginer	VERB
que	que	SCONJ
elle	elle	PRON
était	être	AUX
la	le	DET
fille	fille	NOUN
unique	unique	ADJ
de	de	ADP
ces	ce	DET
vieilles	vieux	ADJ
gens	gens	NOUN
,	,	PUNCTclause
il	il	PRON
la	le	DET
crut	croire	VERB
consignée	consigner	VERB
par	par	ADP
eux	eux	PRON
dans	dans	ADP
les	le	DET
mansardes	mansarde	NOUN
,	,	PUNCTclause
où	où	PRON
ils	ils	PRON
avaient	avoir	AUX
établi	établir	VERB
leur	leur	DET
domicile	domicile	NOUN
pour tout	pour tout	ADP
le	le	DET
temps	temps	NOUN
de	de	ADP
l'	le	DET
occupation	occupation	NOUN
.	.	PUNCTsent
Mais	mais	CCONJ
aucune	aucun	DET
révélation	révélation	NOUN
ne	ne	ADV
trahit	trahir	VERB
la	le	DET
cachette	cachette	NOUN
de	de	ADP
ce	ce	DET
précieux	précieux	ADJ
trésor	trésor	NOUN
.	.	PUNCTsent
l'	le	DET
officier	officier	NOUN
resta	rester	VERB
bien	bien	ADV
le	le	DET
visage	visage	NOUN
collé	coller	VERB
aux	au	ADP_DET
petits	petit	ADJ
carreaux	carreau	NOUN
en	en	ADP
losange	losange	NOUN
,	,	PUNCTclause
et	et	CCONJ
retenus	retenir	VERB
par	par	ADP
des	un	DET
branches	branche	NOUN
de	de	ADP
plomb	plomb	NOUN
,	,	PUNCTclause
qui	qui	PRON
donnaient	donner	VERB
sur	sur	ADP
la	le	DET
cour	cour	NOUN
intérieure	intérieur	ADJ
,	,	PUNCTclause
noire	noir	ADJ
enceinte	enceinte	NOUN
de	de	ADP
murailles	muraille	NOUN
;	;	PUNCTclause
mais	mais	CCONJ
il	il	PRON
ne	ne	ADV
y	y	PRON
aperçut	apercevoir	VERB
aucune	aucun	DET
lueur	lueur	NOUN
,	,	PUNCTclause
si	si	SCONJ
ce	ce	PRON
ne	ne	ADV
est	être	AUX
celle	celle	PRON
que	que	SCONJ
projetaient	projeter	VERB
les	le	DET
fenêtres	fenêtre	NOUN
de	de	ADP
la	le	DET
chambre	chambre	NOUN
où	où	PRON
étaient	être	AUX
les	le	DET
deux	deux	NUM
vieux	vieux	ADJ
époux	époux	NOUN
,	,	PUNCTclause
toussant	tousser	VERB
,	,	PUNCTclause
allant	aller	VERB
,	,	PUNCTclause
venant	venir	VERB
,	,	PUNCTclause
parlant	parler	VERB
.	.	PUNCTsent
De	de	ADP
la	le	DET
jeune	jeune	ADJ
fille	fille	NOUN
,	,	PUNCTclause
pas	pas	ADV
même	même	ADJ
l'	le	DET
ombre	ombre	NOUN
.	.	PUNCTsent
Montefiore	Montefiore	PROPN
était	être	AUX
trop	trop	ADV
fin	fin	NOUN
pour	pour	ADP
risquer	risquer	VERB
l'	le	DET
avenir	avenir	NOUN
de	de	ADP
sa	son	DET
passion	passion	NOUN
en	en	ADP
se	se	PRON
hasardant	hasarder	VERB
à	à	ADP
sonder	sonder	VERB
nuitamment	nuitamment	ADV
la	le	DET
maison	maison	NOUN
,	,	PUNCTclause
ou	ou	CCONJ
à	à	ADP
frapper	frapper	VERB
doucement	doucement	ADV
aux	au	ADP_DET
portes	porte	NOUN
.	.	PUNCTsent
Découvert	découvrir	VERB
par	par	ADP
ce	ce	DET
chaud	chaud	NOUN
patriote	patriote	ADJ
,	,	PUNCTclause
soupçonneux	soupçonneux	ADJ
comme	comme	ADP
doit	devoir	VERB
l'	le:PRON	PRON
être	être	AUX
un	un	DET
Espagnol	espagnol	ADJ
père	père	NOUN
et	et	CCONJ
marchand	marchand	NOUN
de	de	ADP
draperies	draperie	NOUN
,	,	PUNCTclause
ce	ce	PRON
eût	avoir	AUX
été	être	AUX
se	se	PRON
perdre	perdre	VERB
infailliblement	infailliblement	ADV
.	.	PUNCTsent
Le	le	DET
capitaine	capitaine	NOUN
résolut	résoudre	VERB
donc	donc	ADV
de	de	ADP
attendre	attendre	VERB
avec	avec	ADP
patience	patience	NOUN
,	,	PUNCTclause
espérant	espérer	VERB
tout	tout	ADV
du	du	ADP_DET
temps	temps	NOUN
et	et	CCONJ
de	de	ADP
l'	le	DET
imperfection	imperfection	NOUN
des	un	ADP_DET
hommes	homme	NOUN
,	,	PUNCTclause
qui	qui	PRON
finissent	finir	VERB
toujours	toujours	ADV
,	,	PUNCTclause
même	même	ADJ
les	le	DET
scélérats	scélérat	NOUN
,	,	PUNCTclause
à	à	ADP
plus	plus	ADV
forte	fort	ADJ
raison	raison	NOUN
les	le	DET
honnêtes gens	honnêtes gens	NOUN
,	,	PUNCTclause
par	par	ADP
oublier	oublier	VERB
quelque	quelque	DET
précaution	précaution	NOUN
.	.	PUNCTsent
Le	le	DET
lendemain	lendemain	NOUN
,	,	PUNCTclause
il	il	PRON
découvrit	découvrir	VERB
où	où	PRON
couchait	coucher	VERB
la	le	DET
servante	servant	NOUN
,	,	PUNCTclause
en	en	ADP
voyant	voir	VERB
une	un	DET
espèce	espèce	NOUN
de	de	ADP
hamac	hamac	NOUN
dans	dans	ADP
la	le	DET
cuisine	cuisine	NOUN
.	.	PUNCTsent
quant à	quant à	ADP
l'	le	DET
apprenti	apprenti	NOUN
,	,	PUNCTclause
il	il	PRON
dormait	dormir	VERB
sur	sur	ADP
les	le	DET
comptoirs	comptoir	NOUN
de	de	ADP
la	le	DET
boutique	boutique	NOUN
.	.	PUNCTsent
Pendant	pendant	ADP
cette	ce	DET
seconde	second	ADJ
journée	journée	NOUN
,	,	PUNCTclause
au	au	ADP_DET
souper	souper	NOUN
,	,	PUNCTclause
Montefiore	Montefiore	PROPN
,	,	PUNCTclause
en	en	ADP
maudissant	maudire	VERB
Napoléon	Napoléon	PROPN
,	,	PUNCTclause
réussit	réussir	VERB
à	à	ADP
dérider	dérider	VERB
le	le	DET
front	front	NOUN
soucieux	soucieux	ADJ
de	de	ADP
son	son	DET
hôte	hôte	NOUN
,	,	PUNCTclause
Espagnol	Espagnol	PROPN
grave	grave	ADJ
,	,	PUNCTclause
noir	noir	ADJ
visage	visage	NOUN
,	,	PUNCTclause
semblable	semblable	ADJ
à	à	ADP
ceux	ceux	PRON
que	que	PRON
l'on	on	PRON
sculptait	sculpter	VERB
jadis	jadis	ADV
sur	sur	ADP
le	le	DET
manche	manche	NOUN
des	un	ADP_DET
rebecs	rebec	NOUN
;	;	PUNCTclause
et	et	CCONJ
sa	son	DET
femme	femme	NOUN
retrouva	retrouver	VERB
un	un	DET
sourire	sourire	NOUN
gai	gai	ADJ
de	de	ADP
haine	haine	NOUN
dans	dans	ADP
les	le	DET
plis	pli	NOUN
de	de	ADP
sa	son	DET
vieille	vieux	ADJ
figure	figure	NOUN
.	.	PUNCTsent
La	le	DET
lampe	lampe	NOUN
et	et	CCONJ
les	le	DET
reflets	reflet	NOUN
du	du	ADP_DET
brazero	brazero	NOUN
éclairaient	éclairer	VERB
fantastiquement	fantastiquement	ADV
cette	ce	DET
noble	noble	NOUN
salle	salle	NOUN
.	.	PUNCTsent
l'	le	DET
hôtesse	hôtesse	NOUN
venait	venir	VERB
de	de	ADP
offrir	offrir	VERB
un	un	DET
cigaretto	cigaretto	NOUN
à	à	ADP
leur	leur	DET
demi-compatriote	demi-compatriote	NOUN
.	.	PUNCTsent
En	en	ADP
ce	ce	DET
moment	moment	NOUN
,	,	PUNCTclause
Montefiore	Montefiore	PROPN
entendit	entendre	VERB
le	le	DET
frôlement	frôlement	NOUN
de	de	ADP
une	un	DET
robe	robe	NOUN
et	et	CCONJ
la	le	DET
chute	chute	NOUN
de	de	ADP
une	un	DET
chaise	chaise	NOUN
,	,	PUNCTclause
derrière	derrière	ADP
une	un	DET
tapisserie	tapisserie	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Allons	aller	VERB
,	,	PUNCTclause
dit	dire	VERB
la	le	DET
femme	femme	NOUN
en	en	ADP
pâlissant	pâlir	VERB
,	,	PUNCTclause
que	que	SCONJ
tous	tout	ADJ
les	le	DET
saints	saint	NOUN
nous	nous	PRON
assistent	assister	VERB
!	!	PUNCTsent
et	et	CCONJ
que	que	SCONJ
il	il	PRON
ne	ne	ADV
soit	être	AUX
pas	pas	ADV
arrivé	arriver	VERB
de	de	ADP
malheur	malheur	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Vous	vous	PRON
avez	avoir	VERB
donc	donc	ADV
là	là	ADV
quelqu'un	quelqu'un	PRON
?	?	PUNCTsent
dit	dire	VERB
l'	le	DET
Italien	italien	NOUN
sans	sans	ADP
donner	donner	VERB
signe	signe	NOUN
de	de	ADP
émotion	émotion	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Le	le	DET
drapier	drapier	NOUN
laissa	laisser	VERB
échapper	échapper	VERB
un	un	DET
mot	mot	NOUN
de	de	ADP
injure	injure	NOUN
contre	contre	ADP
les	le	DET
filles	fille	NOUN
.	.	PUNCTsent
Alarmée	alarmer	VERB
,	,	PUNCTclause
sa	son	DET
femme	femme	NOUN
ouvrit	ouvrir	VERB
une	un	DET
porte	porte	NOUN
secrète	secret	ADJ
,	,	PUNCTclause
et	et	CCONJ
amena	amener	VERB
demi-morte	demi-mort	ADJ
la	le	DET
madone	madone	NOUN
de	de	ADP
l'	le	DET
Italien	italien	NOUN
,	,	PUNCTclause
à	à	ADP
laquelle	laquelle	PRON
cet	ce	DET
amoureux	amoureux	NOUN
ravi	ravi	ADJ
ne	ne	ADV
parut	paraître	VERB
faire	faire	VERB
aucune	aucun	DET
attention	attention	NOUN
.	.	PUNCTsent
Seulement	seulement	ADV
,	,	PUNCTclause
pour	pour	ADP
éviter	éviter	VERB
toute	toute	DET
affectation	affectation	NOUN
,	,	PUNCTclause
il	il	PRON
regarda	regarder	VERB
la	le	DET
jeune	jeune	ADJ
fille	fille	NOUN
,	,	PUNCTclause
se	se	PRON
retourna	retourner	VERB
vers	vers	ADP
l'	le	DET
hôte	hôte	NOUN
,	,	PUNCTclause
et	et	CCONJ
lui	lui	PRON
dit	dire	VERB
dans	dans	ADP
sa	son	DET
langue	langue	NOUN
maternelle	maternel	ADJ
:	:	PUNCTclause
—	—	PUNCTclause
Est	Est	PROPN
ce	ce	PRON
là	là	ADV
votre	votre	DET
fille	fille	NOUN
,	,	PUNCTclause
seigneur	seigneur	NOUN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
Perez	Perez	PROPN
de	de	ADP
Lagounia	Lagounia	PROPN
,	,	PUNCTclause
tel	tel	PRON
était	être	AUX
le	le	DET
nom	nom	NOUN
du	du	ADP_DET
marchand	marchand	NOUN
,	,	PUNCTclause
avait	avoir	AUX
eu	avoir	VERB
de	de	DET
grandes	grand	ADJ
relations	relation	NOUN
commerciales	commercial	ADJ
à	à	ADP
Gênes	Gênes	PROPN
,	,	PUNCTclause
à	à	ADP
Florence	Florence	PROPN
,	,	PUNCTclause
à	à	ADP
Livourne	Livourne	PROPN
;	;	PUNCTclause
il	il	PRON
savait	savoir	VERB
l'	le	DET
italien	italien	NOUN
et	et	CCONJ
répondit	répondre	VERB
dans	dans	ADP
la	le	DET
même	même	ADJ
langue	langue	NOUN
:	:	PUNCTclause
—	—	PUNCTclause
Non	Non	PROPN
.	.	PUNCTsent
Si	si	SCONJ
ce	ce	PRON
eût	avoir	VERB
été	être	AUX
ma	mon	DET
fille	fille	NOUN
,	,	PUNCTclause
je	je	PRON
eusse	avoir	VERB
pris	prendre	VERB
moins	moins	ADV
de	de	ADP
précautions	précaution	NOUN
.	.	PUNCTsent
Cette	ce	DET
enfant	enfant	NOUN
nous	nous	PRON
est	être	AUX
confiée	confier	VERB
,	,	PUNCTclause
et	et	CCONJ
je	je	PRON
aimerais	aimer	VERB
mieux	mieux	ADV
périr	périr	VERB
que	que	SCONJ
de	de	ADP
lui	lui	PRON
voir	voir	VERB
arriver	arriver	VERB
le	le	DET
moindre	moindre	ADJ
malheur	malheur	NOUN
.	.	PUNCTsent
Mais	mais	CCONJ
donnez	donner	VERB
donc	donc	ADV
de	de	ADP
la	le	DET
raison	raison	NOUN
à	à	ADP
une	un	DET
fille	fille	NOUN
de	de	ADP
dix-huit	dix-huit	NUM
ans	an	NOUN
!	!	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Elle	elle	PRON
est	être	AUX
bien	bien	ADV
belle	beau	ADJ
,	,	PUNCTclause
dit	dire	VERB
froidement	froidement	ADV
Montefiore	Montefiore	PROPN
,	,	PUNCTclause
qui	qui	PRON
ne	ne	ADV
regarda	regarder	VERB
plus	plus	ADV
la	le	DET
jeune	jeune	ADJ
fille	fille	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
La	le	DET
beauté	beauté	NOUN
de	de	ADP
la	le	DET
mère	mère	NOUN
est	être	AUX
assez	assez	ADV
célèbre	célèbre	ADJ
,	,	PUNCTclause
répondit	répondre	VERB
le	le	DET
marchand	marchand	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Et	et	CCONJ
ils	ils	PRON
continuèrent	continuer	VERB
à	à	ADP
fumer	fumer	VERB
en	en	ADP
se	se	PRON
observant	observer	VERB
l'un	l'un	PRON
l'autre	l'autre	PRON
.	.	PUNCTsent
Quoique	quoique	SCONJ
Montefiore	Montefiore	PROPN
se	se	PRON
fût	être	AUX
imposé	imposer	VERB
la	le	DET
dure	dur	ADJ
loi	loi	NOUN
de	de	ADP
ne	ne	ADV
pas	pas	ADV
jeter	jeter	VERB
le	le	DET
moindre	moindre	ADJ
regard	regard	NOUN
qui	qui	PRON
pût	pouvoir	VERB
compromettre	compromettre	VERB
son	son	DET
apparente	apparent	ADJ
froideur	froideur	NOUN
,	,	PUNCTclause
cependant	cependant	ADV
,	,	PUNCTclause
au moment où	au moment où	ADP
Perez	Perez	PROPN
tourna	tourner	VERB
la	le	DET
tête	tête	NOUN
pour	pour	ADP
cracher	cracher	VERB
,	,	PUNCTclause
il	il	PRON
se	se	PRON
permit	permettre	VERB
de	de	ADP
lancer	lancer	VERB
un	un	DET
coups d'œil	coups d'œil	NOUN
à	à	ADP
la	le	DET
dérobée	dérobé	ADJ
sur	sur	ADP
cette	ce	DET
fille	fille	NOUN
,	,	PUNCTclause
et	et	CCONJ
il	il	PRON
en	en	PRON
rencontra	rencontrer	VERB
les	le	DET
yeux	œil	NOUN
pétillants	pétillant	ADJ
.	.	PUNCTsent
Mais	mais	CCONJ
alors	alors	ADV
,	,	PUNCTclause
avec	avec	ADP
cette	ce	DET
science	science	NOUN
de	de	ADP
vision	vision	NOUN
qui	qui	PRON
donne	donner	VERB
à	à	ADP
un	un	DET
débauché	débauché	NOUN
,	,	PUNCTclause
aussi	aussi	ADV
bien	bien	ADV
que	que	SCONJ
à	à	ADP
un	un	DET
sculpteur	sculpteur	NOUN
,	,	PUNCTclause
le	le	DET
fatal	fatal	ADJ
pouvoir	pouvoir	NOUN
de	de	ADP
déshabiller	déshabiller	VERB
pour	pour	ADP
ainsi	ainsi	ADV
dire	dire	VERB
une	un	DET
femme	femme	NOUN
,	,	PUNCTclause
de	de	ADP
en	en	PRON
deviner	deviner	VERB
les	le	DET
formes	forme	NOUN
par	par	ADP
des	un	DET
inductions	induction	NOUN
,	,	PUNCTclause
et	et	CCONJ
rapides	rapide	ADJ
et	et	CCONJ
sagaces	sagace	ADJ
,	,	PUNCTclause
il	il	PRON
vit	vivre	VERB
un	un	PRON
de	de	ADP
ces	ce	DET
chefs-d'œuvre	chef-d'œuvre	NOUN
dont	dont	PRON
la	le	DET
création	création	NOUN
exige	exiger	VERB
tous	tout	ADJ
les	le	DET
bonheurs	bonheur	NOUN
de	de	ADP
l'	le	DET
amour	amour	NOUN
.	.	PUNCTsent
ce	ce	PRON
était	être	AUX
une	un	DET
figure	figure	NOUN
blanche	blanc	ADJ
où	où	PRON
le	le	DET
ciel	ciel	NOUN
de	de	ADP
l'	le	DET
Espagne	Espagne	PROPN
avait	avoir	AUX
jeté	jeter	VERB
quelques	quelque	DET
légers	léger	ADJ
tons	ton	NOUN
de	de	ADP
bistre	bistre	NOUN
qui	qui	PRON
ajoutaient	ajouter	VERB
à	à	ADP
l'	le	DET
expression	expression	NOUN
de	de	ADP
un	un	DET
calme	calme	NOUN
séraphique	séraphique	ADJ
,	,	PUNCTclause
une	un	DET
ardente	ardent	ADJ
fierté	fierté	NOUN
,	,	PUNCTclause
lueur	lueur	NOUN
infusée	infuser	VERB
sous	sous	ADP
ce	ce	DET
teint	teint	NOUN
diaphane	diaphane	ADJ
,	,	PUNCTclause
peut-être	peut-être	ADV
due	devoir	VERB
à	à	ADP
un	un	DET
sang	sang	NOUN
tout	tout	ADJ
mauresque	mauresque	ADJ
qui	qui	PRON
le	le:PRON	PRON
vivifiait	vivifier	VERB
et	et	CCONJ
le	le	DET
colorait	colorer	VERB
.	.	PUNCTsent
Relevés	relever	VERB
sur	sur	ADP
le	le	DET
sommet	sommet	NOUN
de	de	ADP
la	le	DET
tête	tête	NOUN
,	,	PUNCTclause
ses	son	DET
cheveux	cheveu	NOUN
retombaient	retomber	VERB
et	et	CCONJ
entouraient	entourer	VERB
de	de	ADP
leurs	leur	DET
reflets	reflet	NOUN
noirs	noir	ADJ
de	de	ADP
fraîches	fraîche	NOUN
oreilles	oreille	NOUN
transparentes	transparent	ADJ
,	,	PUNCTclause
en	en	ADP
dessinant	dessiner	VERB
les	le	DET
contours	contour	NOUN
de	de	ADP
un	un	DET
cou	cou	NOUN
faiblement	faiblement	ADV
azuré	azurer	VERB
.	.	PUNCTsent
Ces	ce	DET
boucles	boucle	NOUN
luxuriantes	luxuriant	ADJ
mettaient	mettre	VERB
en	en	ADP
relief	relief	NOUN
des	un	ADP_DET
yeux	œil	NOUN
brûlants	brûlant	ADJ
,	,	PUNCTclause
et	et	CCONJ
les	le	DET
lèvres	lèvre	NOUN
rouges	rouge	ADJ
de	de	ADP
une	un	DET
bouche	bouche	NOUN
bien	bien	ADV
arquée	arquer	VERB
.	.	PUNCTsent
La	le	DET
basquine	basquine	NOUN
du	du	ADP_DET
pays	pays	NOUN
faisait	faire	VERB
bien	bien	ADV
valoir	valoir	VERB
la	le	DET
cambrure	cambrure	NOUN
de	de	ADP
une	un	DET
taille	taille	NOUN
facile	facile	ADJ
à	à	ADP
ployer	ployer	VERB
comme	comme	ADP
un	un	DET
rameau	rameau	NOUN
de	de	ADP
saule	saule	NOUN
.	.	PUNCTsent
ce	ce	PRON
était	être	AUX
,	,	PUNCTclause
non	non	ADV
pas	pas	ADV
la	le	DET
Vierge	vierge	NOUN
de	de	ADP
l'	le	DET
Italie	Italie	PROPN
,	,	PUNCTclause
mais	mais	CCONJ
la	le	DET
Vierge	vierge	NOUN
de	de	ADP
l'	le	DET
Espagne	Espagne	PROPN
,	,	PUNCTclause
celle	celle	PRON
du	du	ADP_DET
Murillo	Murillo	PROPN
,	,	PUNCTclause
le	le:PRON	PRON
seul	seul	ADJ
artiste	artiste	NOUN
assez	assez	ADV
osé	osé	ADJ
pour	pour	ADP
l'	le	DET
avoir	avoir	AUX
peinte	peindre	VERB
enivrée	enivrer	VERB
de	de	ADP
bonheur	bonheur	NOUN
par	par	ADP
la	le	DET
conception	conception	NOUN
du	du	ADP_DET
Jésus-Christ	Jésus-Christ	PROPN
,	,	PUNCTclause
imagination	imagination	NOUN
délirante	délirant	ADJ
du	du	ADP_DET
plus	plus	ADV
hardi	hardi	ADJ
,	,	PUNCTclause
du	du	ADP_DET
plus	plus	ADV
chaud	chaud	ADJ
des	un	ADP_DET
peintres	peintre	NOUN
.	.	PUNCTsent
Il	il	PRON
se	se	PRON
trouvait	trouver	VERB
en	en	ADP
cette	ce	DET
fille	fille	NOUN
trois	trois	NUM
choses	chose	NOUN
réunies	réunir	VERB
,	,	PUNCTclause
dont	dont	PRON
une	un	DET
seule	seul	ADJ
suffit	suffire	VERB
à	à	ADP
diviniser	diviniser	VERB
une	un	DET
femme	femme	NOUN
:	:	PUNCTclause
la	le	DET
pureté	pureté	NOUN
de	de	ADP
la	le	DET
perle	perle	NOUN
gisant	gésir	VERB
au	au	ADP_DET
fond	fond	NOUN
des	un	ADP_DET
mers	mer	NOUN
,	,	PUNCTclause
la	le	DET
sublime	sublime	ADJ
exaltation	exaltation	NOUN
de	de	ADP
la	le	DET
sainte	saint	NOUN
Thérèse	Thérèse	PROPN
espagnole	espagnol	ADJ
,	,	PUNCTclause
et	et	CCONJ
la	le	DET
volupté	volupté	NOUN
qui	qui	PRON
se	se	PRON
ignore	ignorer	VERB
.	.	PUNCTsent
Sa	son	DET
présence	présence	NOUN
eut	avoir	VERB
toute	tout	ADJ
la	le	DET
vertu	vertu	NOUN
de	de	ADP
un	un	DET
talisman	talisman	NOUN
.	.	PUNCTsent
Montefiore	Montefiore	PROPN
ne	ne	ADV
vit	vivre	VERB
plus	plus	ADV
rien	rien	PRON
de	de	ADP
vieux	vieux	ADJ
autour de	autour de	ADP
lui	lui	PRON
:	:	PUNCTclause
la	le	DET
jeune	jeune	ADJ
fille	fille	NOUN
avait	avoir	AUX
tout	tout	ADV
rajeuni	rajeunir	VERB
.	.	PUNCTsent
Si	si	SCONJ
l'	le	DET
apparition	apparition	NOUN
fut	être	AUX
délicieuse	délicieux	ADJ
,	,	PUNCTclause
elle	elle	PRON
dura	durer	VERB
peu	peu	ADV
.	.	PUNCTsent
l'	le	DET
inconnue	inconnue	NOUN
fut	être	AUX
reconduite	reconduire	VERB
dans	dans	ADP
la	le	DET
chambre	chambre	NOUN
mystérieuse	mystérieux	ADJ
,	,	PUNCTclause
où	où	PRON
la	le	DET
servante	servant	NOUN
lui	lui	PRON
porta	porter	VERB
dès lors	dès lors	ADV
ostensiblement	ostensiblement	ADV
et	et	CCONJ
de	de	ADP
la	le	DET
lumière	lumière	NOUN
et	et	CCONJ
son	son	DET
repas	repas	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Vous	vous	PRON
faites	faire	VERB
bien	bien	ADV
de	de	ADP
la	le	DET
cacher	cacher	VERB
,	,	PUNCTclause
dit	dire	VERB
Montefiore	Montefiore	PROPN
en	en	ADP
italien	italien	NOUN
.	.	PUNCTsent
Je	je	PRON
vous	vous	PRON
garderai	garder	VERB
le	le	DET
secret	secret	NOUN
.	.	PUNCTsent
Diantre	diantre	NOUN
!	!	PUNCTsent
nous	nous	PRON
avons	avoir	AUX
des	un	DET
généraux	général	NOUN
capables	capable	ADJ
de	de	ADP
vous	vous	PRON
l'	le:PRON	PRON
enlever	enlever	VERB
militairement	militairement	ADV
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
l'	le	DET
enivrement	enivrement	NOUN
de	de	ADP
Montefiore	Montefiore	PROPN
alla	aller	VERB
jusque	jusque	ADP
à	à	ADP
lui	lui	PRON
suggérer	suggérer	VERB
l'	le	DET
idée	idée	NOUN
de	de	ADP
épouser	épouser	VERB
l'	le	DET
inconnue	inconnue	NOUN
.	.	PUNCTsent
Alors	alors	ADV
il	il	PRON
demanda	demander	VERB
quelques	quelque	DET
renseignements	renseignement	NOUN
à	à	ADP
son	son	DET
hôte	hôte	NOUN
,	,	PUNCTclause
Perez	Perez	PROPN
lui	lui	PRON
raconta	raconter	VERB
volontiers	volontiers	ADV
l'	le	DET
aventure	aventure	NOUN
à	à	ADP
laquelle	laquelle	PRON
il	il	PRON
devait	devoir	VERB
sa	son	DET
pupille	pupille	NOUN
,	,	PUNCTclause
et	et	CCONJ
le	le	DET
prudent	prudent	ADJ
Espagnol	espagnol	NOUN
fut	être	AUX
engagé	engager	VERB
à	à	ADP
faire	faire	VERB
cette	ce	DET
confidence	confidence	NOUN
,	,	PUNCTclause
autant	autant	ADV
par	par	ADP
l'	le	DET
illustration	illustration	NOUN
des	un	ADP_DET
Montefiore	Montefiore	PROPN
,	,	PUNCTclause
dont	dont	PRON
il	il	PRON
avait	avoir	AUX
entendu	entendre	VERB
parler	parler	VERB
en	en	ADP
Italie	Italie	PROPN
,	,	PUNCTclause
que	que	SCONJ
pour	pour	ADP
montrer	montrer	VERB
combien	combien	ADV
étaient	être	AUX
fortes	fort	ADJ
les	le	DET
barrières	barrière	NOUN
qui	qui	PRON
séparaient	séparer	VERB
la	le	DET
jeune	jeune	ADJ
fille	fille	NOUN
de	de	ADP
une	un	DET
séduction	séduction	NOUN
.	.	PUNCTsent
Quoique	quoique	SCONJ
le	le	DET
bonhomme	bonhomme	NOUN
eût	avoir	VERB
une	un	DET
certaine	certain	ADJ
éloquence	éloquence	NOUN
de	de	ADP
patriarche	patriarche	NOUN
,	,	PUNCTclause
en	en	ADP
harmonie	harmonie	NOUN
avec	avec	ADP
ses	son	DET
mœurs	mœurs	NOUN
simples	simple	ADJ
et	et	CCONJ
conforme	conforme	ADJ
au	au	ADP_DET
coup	coup	NOUN
de	de	ADP
escopette	escopette	NOUN
tiré	tirer	VERB
sur	sur	ADP
Montefiore	Montefiore	PROPN
,	,	PUNCTclause
ses	son	DET
discours	discours	NOUN
gagneront	gagner	VERB
à	à	ADP
être	être	AUX
résumés	résumer	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
au moment où	au moment où	ADP
la	le	DET
révolution	révolution	NOUN
française	français	ADJ
changea	changer	VERB
les	le	DET
mœurs	mœurs	NOUN
des	un	ADP_DET
pays	pays	NOUN
qui	qui	PRON
servirent	servir	VERB
de	de	ADP
théâtre	théâtre	NOUN
à	à	ADP
ses	son	DET
guerres	guerre	NOUN
,	,	PUNCTclause
vint	venir	VERB
à	à	ADP
Tarragone	Tarragone	PROPN
une	un	DET
fille	fille	NOUN
de	de	ADP
joie	joie	NOUN
,	,	PUNCTclause
chassée	chasser	VERB
de	de	ADP
Venise	Venise	PROPN
par	par	ADP
la	le	DET
chute	chute	NOUN
de	de	ADP
Venise	Venise	PROPN
.	.	PUNCTsent
La	le	DET
vie	vie	NOUN
de	de	ADP
cette	ce	DET
créature	créature	NOUN
était	être	AUX
un	un	DET
tissu	tissu	NOUN
de	de	ADP
aventures	aventure	NOUN
romanesques	romanesque	ADJ
et	et	CCONJ
de	de	ADP
vicissitudes	vicissitude	NOUN
étranges	étrange	ADJ
.	.	PUNCTsent
À	à	ADP
elle	elle	PRON
,	,	PUNCTclause
plus	plus	ADV
souvent	souvent	ADV
que	que	SCONJ
à	à	ADP
toute	toute	DET
autre	autre	ADJ
femme	femme	NOUN
de	de	ADP
cette	ce	DET
classe	classe	NOUN
en	en	ADP
dehors	dehors	NOUN
