# columns = TERM LEMMA POS
# identifier = balzac1837FC25
# creator = Balzac, Honoré de
# created = 1837
# modified = 1844
# title = La Messe de l’athée. Études de mœurs. Scènes de la vie privée

↵↵	↵↵	PUNCTstruct
mais	mais	CCONJ
qui	qui	PRON
voit	voir	VERB
la	le	DET
fleur	fleur	NOUN
,	,	PUNCTclause
doit	devoir	VERB
voir	voir	VERB
le	le	DET
soleil	soleil	NOUN
.	.	PUNCTsent
Celui	celui	PRON
qui	qui	PRON
entendit	entendre	VERB
un	un	DET
diplomate	diplomate	NOUN
,	,	PUNCTclause
sauvé	sauver	VERB
par	par	ADP
lui	lui	PRON
,	,	PUNCTclause
demandant	demander	VERB
:	:	PUNCTclause
«	«	PUNCTsent
Comment	comment	ADV
va	aller	VERB
l'	le	DET
Empereur	Empereur	NOUN
?	?	PUNCTsent
»	»	PUNCTclause
et	et	CCONJ
qui	qui	PRON
répondit	répondre	VERB
:	:	PUNCTclause
«	«	PUNCTsent
Le	le	DET
courtisan	courtisan	NOUN
revient	revenir	VERB
,	,	PUNCTclause
l'	le	DET
homme	homme	NOUN
suivra	suivre	VERB
!	!	PUNCTsent
»	»	PUNCTclause
celui	celui	PRON
ne	ne	ADV
est	être	AUX
pas	pas	ADV
seulement	seulement	ADV
chirurgien	chirurgien	NOUN
ou	ou	CCONJ
médecin	médecin	NOUN
,	,	PUNCTclause
il	il	PRON
est	être	AUX
aussi	aussi	ADV
prodigieusement	prodigieusement	ADV
spirituel	spirituel	ADJ
.	.	PUNCTsent
Ainsi	ainsi	ADV
,	,	PUNCTclause
l'	le	DET
observateur	observateur	NOUN
patient	patient	ADJ
et	et	CCONJ
assidu	assidu	ADJ
de	de	ADP
l'	le	DET
humanité	humanité	NOUN
légitimera	légitimer	VERB
les	le	DET
prétentions	prétention	NOUN
exorbitantes	exorbitant	ADJ
de	de	ADP
Desplein	Desplein	PROPN
et	et	CCONJ
le	le	DET
croira	croire	VERB
,	,	PUNCTclause
comme	comme	SCONJ
il	il	PRON
se	se	PRON
croyait	croire	VERB
lui-même	lui-même	PRON
,	,	PUNCTclause
propre	propre	ADJ
à	à	ADP
faire	faire	VERB
un	un	DET
ministre	ministre	NOUN
tout	tout	PRON
aussi	aussi	ADV
grand	grand	ADJ
que	que	SCONJ
était	être	AUX
le	le	DET
chirurgien	chirurgien	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Parmi	parmi	ADP
les	le	DET
énigmes	énigme	NOUN
que	que	PRON
présente	présenter	VERB
aux yeux de	aux yeux de	ADP
plusieurs	plusieurs	DET
contemporains	contemporain	NOUN
la	le	DET
vie	vie	NOUN
de	de	ADP
Desplein	Desplein	PROPN
,	,	PUNCTclause
nous	nous	PRON
avons	avoir	AUX
choisi	choisir	VERB
l'une	l'une	PRON
des	un	ADP_DET
plus	plus	ADV
intéressantes	intéressant	ADJ
,	,	PUNCTclause
parce que	parce que	SCONJ
le	le	DET
mot	mot	NOUN
se	se	PRON
en	en	ADP
trouvera	trouver	VERB
dans	dans	ADP
la	le	DET
conclusion	conclusion	NOUN
du	du	ADP_DET
récit	récit	NOUN
,	,	PUNCTclause
et	et	CCONJ
le	le	DET
vengera	venger	VERB
de	de	ADP
quelques	quelque	DET
sottes	sot	NOUN
accusations	accusation	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
De	de	ADP
tous	tous	PRON
les	le	DET
élèves	élève	NOUN
que	que	ADV
Desplein	Desplein	PROPN
eut	avoir	VERB
à	à	ADP
son	son	DET
hôpital	hôpital	NOUN
,	,	PUNCTclause
Horace	Horace	PROPN
Bianchon	Bianchon	PROPN
fut	être	AUX
un	un	DET
de	de	ADP
ceux	ceux	PRON
auxquels	auxquels	ADP_PRON
il	il	PRON
se	se	PRON
attacha	attacher	VERB
le	le	DET
plus	plus	ADV
vivement	vivement	ADV
.	.	PUNCTsent
avant de	avant de	ADP
être	être	AUX
interne	interner	VERB
à	à	ADP
l'	le	DET
Hôtel-Dieu	Hôtel-Dieu	PROPN
,	,	PUNCTclause
Horace	Horace	PROPN
Bianchon	Bianchon	PROPN
était	être	AUX
un	un	DET
étudiant	étudiant	NOUN
en	en	ADP
médecine	médecine	NOUN
,	,	PUNCTclause
logé	loger	VERB
dans	dans	ADP
une	un	DET
misérable	misérable	NOUN
pension	pension	NOUN
du	du	ADP_DET
quartier	quartier	NOUN
latin	latin	ADJ
,	,	PUNCTclause
connue	connaître	VERB
sous	sous	ADP
le	le	DET
nom	nom	NOUN
de	de	ADP
la	le	DET
Maison-Vauquer	Maison-Vauquer	PROPN
.	.	PUNCTsent
Ce	ce	DET
pauvre	pauvre	NOUN
jeune	jeune	ADJ
homme	homme	NOUN
y	y	PRON
sentait	sentir	VERB
les	le	DET
atteintes	atteinte	NOUN
de	de	ADP
cette	ce	DET
ardente	ardent	ADJ
misère	misère	NOUN
,	,	PUNCTclause
espèce	espèce	NOUN
de	de	ADP
creuset	creuset	NOUN
de	de	ADP
où	où	PRON
les	le	DET
grands	grand	ADJ
talents	talent	NOUN
doivent	devoir	VERB
sortir	sortir	VERB
purs	pur	ADJ
et	et	CCONJ
incorruptibles	incorruptible	ADJ
comme	comme	ADP
des	un	DET
diamants	diamant	NOUN
qui	qui	PRON
peuvent	pouvoir	VERB
être	être	AUX
soumis	soumettre	VERB
à	à	ADP
tous	tout	ADJ
les	le	DET
chocs	choc	NOUN
sans	sans	ADP
se	se	PRON
briser	briser	VERB
.	.	PUNCTsent
Au	au	ADP_DET
feu	feu	NOUN
violent	violent	ADJ
de	de	ADP
leurs	leur	DET
passions	passion	NOUN
déchaînées	déchaîné	ADJ
,	,	PUNCTclause
ils	ils	PRON
acquièrent	acquérir	VERB
la	le	DET
probité	probité	NOUN
la	le	DET
plus	plus	ADV
inaltérable	inaltérable	ADJ
,	,	PUNCTclause
et	et	CCONJ
contractent	contracter	VERB
l'	le	DET
habitude	habitude	NOUN
des	un	ADP_DET
luttes	lutte	NOUN
qui	qui	PRON
attendent	attendre	VERB
le	le	DET
génie	génie	NOUN
,	,	PUNCTclause
par	par	ADP
le	le	DET
travail	travail	NOUN
constant	constant	ADJ
dans	dans	ADP
lequel	lequel	PRON
ils	ils	PRON
ont	avoir	AUX
cerclé	cercler	VERB
leurs	leur	DET
appétits	appétit	NOUN
trompés	tromper	VERB
.	.	PUNCTsent
Horace	Horace	PROPN
était	être	AUX
un	un	DET
jeune	jeune	ADJ
homme	homme	NOUN
droit	droit	ADJ
,	,	PUNCTclause
incapable	incapable	ADJ
de	de	ADP
tergiverser	tergiverser	VERB
dans	dans	ADP
les	le	DET
questions	question	NOUN
de	de	ADP
honneur	honneur	NOUN
,	,	PUNCTclause
allant	aller	VERB
sans	sans	ADP
phrase	phrase	NOUN
au	au	ADP_DET
fait	fait	NOUN
,	,	PUNCTclause
prêt	prêt	NOUN
pour	pour	ADP
ses	son	DET
amis	ami	NOUN
à	à	ADP
mettre	mettre	VERB
en	en	ADP
gage	gage	NOUN
son	son	DET
manteau	manteau	NOUN
,	,	PUNCTclause
comme	comme	ADP
à	à	ADP
leur	leur	PRON
donner	donner	VERB
son	son	DET
temps	temps	NOUN
et	et	CCONJ
ses	son	DET
veilles	veille	NOUN
.	.	PUNCTsent
Horace	Horace	PROPN
était	être	AUX
enfin	enfin	ADV
un	un	DET
de	de	ADP
ces	ce	DET
amis	ami	NOUN
qui	qui	PRON
ne	ne	ADV
se	se	PRON
inquiètent	inquiéter	VERB
pas	pas	ADV
de	de	ADP
ce	ce	PRON
que	que	PRON
ils	ils	PRON
reçoivent	recevoir	VERB
en	en	ADP
échange	échange	NOUN
de	de	ADP
ce	ce	PRON
que	que	PRON
ils	ils	PRON
donnent	donner	VERB
,	,	PUNCTclause
certains	certain	DET
de	de	ADP
recevoir	recevoir	VERB
à	à	ADP
leur	leur	DET
tour	tour	NOUN
plus	plus	ADV
que	que	SCONJ
ils	ils	PRON
ne	ne	ADV
donneront	donner	VERB
.	.	PUNCTsent
la plupart de	la plupart de	DET
ses	son	DET
amis	ami	NOUN
avaient	avoir	VERB
pour	pour	ADP
lui	lui	PRON
ce	ce	DET
respect	respect	NOUN
intérieur	intérieur	ADJ
que	que	PRON
inspire	inspirer	VERB
une	un	DET
vertu	vertu	NOUN
sans	sans	ADP
emphase	emphase	NOUN
,	,	PUNCTclause
et	et	CCONJ
plusieurs	plusieurs	DET
d'entre	d'entre	ADP
eux	eux	PRON
redoutaient	redouter	VERB
sa	son	DET
censure	censure	NOUN
.	.	PUNCTsent
Mais	mais	CCONJ
ces	ce	DET
qualités	qualité	NOUN
,	,	PUNCTclause
Horace	Horace	PROPN
les	le	DET
déployait	déployer	VERB
sans	sans	ADP
pédantisme	pédantisme	NOUN
.	.	PUNCTsent
Ni	ni	CCONJ
puritain	puritain	NOUN
ni	ni	CCONJ
sermonneur	sermonneur	NOUN
,	,	PUNCTclause
il	il	PRON
jurait	jurer	VERB
de	de	ADP
bonne	bon	ADJ
grâce	grâce	NOUN
en	en	ADP
donnant	donner	VERB
un	un	DET
conseil	conseil	NOUN
,	,	PUNCTclause
et	et	CCONJ
faisait	faire	VERB
volontiers	volontiers	ADV
un	un	DET
tronçon	tronçon	NOUN
de	de	ADP
chière	chière	NOUN
lie	lier	VERB
quand	quand	SCONJ
l'	le	DET
occasion	occasion	NOUN
se	se	PRON
en	en	ADP
présentait	présenter	VERB
.	.	PUNCTsent
Bon	bon	ADJ
compagnon	compagnon	NOUN
,	,	PUNCTclause
pas	pas	ADV
plus	plus	ADV
prude	prude	ADJ
que	que	SCONJ
ne	ne	ADV
l'	le:PRON	PRON
est	être	AUX
un	un	DET
cuirassier	cuirassier	NOUN
,	,	PUNCTclause
rond	rond	NOUN
et	et	CCONJ
franc	franc	NOUN
,	,	PUNCTclause
non	non	ADV
pas	pas	ADV
comme	comme	ADP
un	un	DET
marin	marin	NOUN
,	,	PUNCTclause
car	car	CCONJ
le	le	DET
marin	marin	NOUN
de	de	ADP
aujourd'hui	aujourd'hui	ADV
est	être	AUX
un	un	DET
rusé	rusé	NOUN
diplomate	diplomate	ADJ
,	,	PUNCTclause
mais	mais	CCONJ
comme	comme	ADP
un	un	DET
brave	brave	ADJ
jeune	jeune	ADJ
homme	homme	NOUN
qui	qui	PRON
ne	ne	ADV
a	avoir	VERB
rien	rien	PRON
à	à	ADP
déguiser	déguiser	VERB
dans	dans	ADP
sa	son	DET
vie	vie	NOUN
,	,	PUNCTclause
il	il	PRON
marchait	marcher	VERB
la	le	DET
tête	tête	NOUN
haute	haut	ADJ
et	et	CCONJ
la	le	DET
pensée	pensée	NOUN
rieuse	rieur	ADJ
.	.	PUNCTsent
Enfin	enfin	ADV
,	,	PUNCTclause
pour tout	pour tout	ADP
exprimer	exprimer	VERB
par	par	ADP
un	un	DET
mot	mot	NOUN
,	,	PUNCTclause
Horace	Horace	PROPN
était	être	AUX
le	le	DET
Pylade	Pylade	PROPN
de plus	de plus	ADV
de	de	ADP
un	un	DET
Oreste	Oreste	PROPN
,	,	PUNCTclause
les	le	DET
créanciers	créancier	NOUN
étant	être	AUX
pris	prendre	VERB
aujourd'hui	aujourd'hui	ADV
comme	comme	ADP
la	le	DET
figure	figure	NOUN
la	le	DET
plus	plus	ADV
réelle	réel	ADJ
des	un	ADP_DET
Furies	Furies	PROPN
antiques	antique	ADJ
.	.	PUNCTsent
Il	il	PRON
portait	porter	VERB
sa	son	DET
misère	misère	NOUN
avec	avec	ADP
cette	ce	DET
gaieté	gaieté	NOUN
qui	qui	PRON
peut-être	peut-être	ADV
est	être	AUX
un	un	DET
des	un	ADP_DET
plus	plus	ADV
grands	grand	ADJ
éléments	élément	NOUN
du	du	ADP_DET
courage	courage	NOUN
,	,	PUNCTclause
et	et	CCONJ
comme	comme	ADP
tous	tout	ADJ
ceux	ceux	PRON
qui	qui	PRON
ne	ne	ADV
ont	avoir	VERB
rien	rien	PRON
,	,	PUNCTclause
il	il	PRON
contractait	contracter	VERB
peu de	peu de	DET
dettes	dette	NOUN
.	.	PUNCTsent
Sobre	sobre	ADJ
comme	comme	ADP
un	un	DET
chameau	chameau	NOUN
,	,	PUNCTclause
alerte	alerte	NOUN
comme	comme	ADP
un	un	DET
cerf	cerf	NOUN
,	,	PUNCTclause
il	il	PRON
était	être	AUX
ferme	ferme	ADJ
dans	dans	ADP
ses	son	DET
idées	idée	NOUN
et	et	CCONJ
dans	dans	ADP
sa	son	DET
conduite	conduite	NOUN
.	.	PUNCTsent
La	le	DET
vie	vie	NOUN
heureuse	heureux	ADJ
de	de	ADP
Bianchon	Bianchon	PROPN
commença	commencer	VERB
du	du	ADP_DET
jour	jour	NOUN
où	où	PRON
l'	le	DET
illustre	illustre	ADJ
chirurgien	chirurgien	NOUN
acquit	acquérir	VERB
la	le	DET
preuve	preuve	NOUN
des	un	ADP_DET
qualités	qualité	NOUN
et	et	CCONJ
des	un	DET
défauts	défaut	NOUN
qui	qui	PRON
,	,	PUNCTclause
les	le	DET
uns	un	PRON
aussi	aussi	ADV
bien	bien	ADV
que	que	SCONJ
les	le	DET
autres	autre	PRON
,	,	PUNCTclause
rendent	rendre	VERB
doublement	doublement	ADV
précieux	précieux	ADJ
à	à	ADP
ses	son	DET
amis	ami	NOUN
le	le	DET
docteur	docteur	NOUN
Horace	Horace	PROPN
Bianchon	Bianchon	PROPN
.	.	PUNCTsent
Quand	quand	SCONJ
un	un	DET
chef	chef	NOUN
de	de	ADP
clinique	clinique	NOUN
prend	prendre	VERB
dans	dans	ADP
son	son	DET
giron	giron	NOUN
un	un	DET
jeune	jeune	ADJ
homme	homme	NOUN
,	,	PUNCTclause
ce	ce	DET
jeune	jeune	ADJ
homme	homme	NOUN
a	avoir	VERB
,	,	PUNCTclause
comme	comme	SCONJ
on	on	PRON
dit	dire	VERB
,	,	PUNCTclause
le	le	DET
pied	pied	NOUN
dans	dans	ADP
l'	le	DET
étrier	étrier	NOUN
.	.	PUNCTsent
Desplein	Desplein	PROPN
ne	ne	ADV
manquait	manquer	VERB
pas	pas	ADV
de	de	ADP
emmener	emmener	VERB
Bianchon	Bianchon	PROPN
pour	pour	ADP
se	se	PRON
faire	faire	AUX
assister	assister	VERB
par	par	ADP
lui	lui	PRON
dans	dans	ADP
les	le	DET
maisons	maison	NOUN
opulentes	opulent	ADJ
où	où	PRON
presque	presque	ADV
toujours	toujours	ADV
quelque	quelque	DET
gratification	gratification	NOUN
tombait	tomber	VERB
dans	dans	ADP
l'	le	DET
escarcelle	escarcelle	NOUN
de	de	ADP
l'	le	DET
interne	interne	NOUN
,	,	PUNCTclause
et	et	CCONJ
où	où	PRON
se	se	PRON
révélaient	révéler	VERB
insensiblement	insensiblement	ADV
au	au	ADP_DET
provincial	provincial	ADJ
les	le	DET
mystères	mystère	NOUN
de	de	ADP
la	le	DET
vie	vie	NOUN
parisienne	parisien	ADJ
;	;	PUNCTclause
il	il	PRON
le	le:PRON	PRON
gardait	garder	VERB
dans	dans	ADP
son	son	DET
cabinet	cabinet	NOUN
lors de	lors de	ADP
ses	son	DET
consultations	consultation	NOUN
,	,	PUNCTclause
et	et	CCONJ
l'	le	DET
y	y	PRON
employait	employer	VERB
;	;	PUNCTclause
parfois	parfois	ADV
,	,	PUNCTclause
il	il	PRON
l'	le:PRON	PRON
envoyait	envoyer	VERB
accompagner	accompagner	VERB
un	un	DET
riche	riche	ADJ
malade	malade	NOUN
aux	au	ADP_DET
Eaux	Eaux	NOUN
;	;	PUNCTclause
enfin	enfin	ADV
il	il	PRON
lui	lui	PRON
préparait	préparer	VERB
une	un	DET
clientèle	clientèle	NOUN
.	.	PUNCTsent
Il	il	PRON
résulte	résulter	VERB
de	de	ADP
ceci	ceci	PRON
que	que	PRON
au bout de	au bout de	ADP
un	un	DET
certain	certain	ADJ
temps	temps	NOUN
,	,	PUNCTclause
le	le	DET
tyran	tyran	NOUN
de	de	ADP
la	le	DET
chirurgie	chirurgie	NOUN
eut	avoir	VERB
un	un	DET
Séide	Séide	PROPN
.	.	PUNCTsent
Ces	ce	DET
deux	deux	NUM
hommes	homme	NOUN
,	,	PUNCTclause
l'un	l'un	PRON
au	au	ADP_DET
faîte	faîte	NOUN
des	un	ADP_DET
honneurs	honneur	NOUN
et	et	CCONJ
de	de	ADP
sa	son	DET
science	science	NOUN
,	,	PUNCTclause
jouissant	jouir	VERB
de	de	ADP
une	un	DET
immense	immense	ADJ
fortune	fortune	NOUN
et	et	CCONJ
de	de	ADP
une	un	DET
immense	immense	ADJ
gloire	gloire	NOUN
;	;	PUNCTclause
l'autre	l'autre	PRON
,	,	PUNCTclause
modeste	modeste	ADJ
Oméga	Oméga	PROPN
,	,	PUNCTclause
ne	ne	ADV
ayant	avoir	VERB
ni	ni	CCONJ
fortune	fortune	NOUN
ni	ni	CCONJ
gloire	gloire	NOUN
,	,	PUNCTclause
devinrent	devenir	VERB
intimes	intime	NOUN
.	.	PUNCTsent
Le	le	DET
grand	grand	ADJ
Desplein	Desplein	PROPN
disait	dire	VERB
tout	tout	ADV
à	à	ADP
son	son	DET
interne	interne	NOUN
;	;	PUNCTclause
l'	le	DET
interne	interne	NOUN
savait	savoir	VERB
si	si	SCONJ
telle	tel	DET
femme	femme	NOUN
se	se	PRON
était	être	AUX
assise	asseoir	VERB
sur	sur	ADP
une	un	DET
chaise	chaise	NOUN
auprès	auprès	ADV
du	du	ADP_DET
maître	maître	NOUN
,	,	PUNCTclause
ou	ou	CCONJ
sur	sur	ADP
le	le	DET
fameux	fameux	ADJ
canapé	canapé	NOUN
qui	qui	PRON
se	se	PRON
trouvait	trouver	VERB
dans	dans	ADP
le	le	DET
cabinet	cabinet	NOUN
et	et	CCONJ
sur	sur	ADP
lequel	lequel	PRON
Desplein	Desplein	PROPN
dormait	dormir	VERB
:	:	PUNCTclause
Bianchon	Bianchon	PROPN
connaissait	connaître	VERB
les	le	DET
mystères	mystère	NOUN
de	de	ADP
ce	ce	DET
tempérament	tempérament	NOUN
de	de	ADP
lion	lion	NOUN
et	et	CCONJ
de	de	ADP
taureau	taureau	NOUN
,	,	PUNCTclause
qui	qui	PRON
finit	finir	VERB
par	par	ADP
élargir	élargir	VERB
,	,	PUNCTclause
amplifier	amplifier	VERB
outre	outre	ADP
mesure	mesurer	VERB
le	le	DET
buste	buste	NOUN
du	du	ADP_DET
grand	grand	ADJ
homme	homme	NOUN
,	,	PUNCTclause
et	et	CCONJ
causa	causer	VERB
sa	son	DET
mort	mort	NOUN
par	par	ADP
le	le	DET
développement	développement	NOUN
du	du	ADP_DET
cœur	cœur	NOUN
.	.	PUNCTsent
Il	il	PRON
étudia	étudier	VERB
les	le	DET
bizarreries	bizarrerie	NOUN
de	de	ADP
cette	ce	DET
vie	vie	NOUN
si	si	SCONJ
occupée	occuper	VERB
,	,	PUNCTclause
les	le	DET
projets	projet	NOUN
de	de	ADP
cette	ce	DET
avarice	avarice	NOUN
si	si	SCONJ
sordide	sordide	ADJ
,	,	PUNCTclause
les	le	DET
espérances	espérance	NOUN
de	de	ADP
l'	le	DET
homme	homme	NOUN
politique	politique	ADJ
caché	cacher	VERB
dans	dans	ADP
le	le	DET
savant	savant	NOUN
;	;	PUNCTclause
il	il	PRON
put	pouvoir	VERB
prévoir	prévoir	VERB
les	le	DET
déceptions	déception	NOUN
qui	qui	PRON
attendaient	attendre	VERB
le	le	DET
seul	seul	ADJ
sentiment	sentiment	NOUN
enfoui	enfouir	VERB
dans	dans	ADP
ce	ce	DET
cœur	cœur	NOUN
moins	moins	ADV
de	de	ADP
bronze	bronze	NOUN
que	que	SCONJ
bronzé	bronzer	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Un	un	DET
jour	jour	NOUN
,	,	PUNCTclause
Bianchon	Bianchon	PROPN
dit	dire	VERB
à	à	ADP
Desplein	Desplein	PROPN
que	que	SCONJ
un	un	DET
pauvre	pauvre	NOUN
porteur	porteur	ADJ
de	de	ADP
eau	eau	NOUN
du	du	ADP_DET
quartier	quartier	NOUN
Saint-Jacques	Saint-Jacques	PROPN
avait	avoir	AUX
une	un	DET
horrible	horrible	ADJ
maladie	maladie	NOUN
causée	causer	VERB
par	par	ADP
les	le	DET
fatigues	fatigue	NOUN
et	et	CCONJ
la	le	DET
misère	misère	NOUN
;	;	PUNCTclause
ce	ce	PRON
pauvre	pauvre	ADJ
Auvergnat	Auvergnat	PROPN
ne	ne	ADV
avait	avoir	AUX
mangé	manger	VERB
que	que	PRON
des	un	DET
pommes de terre	pommes de terre	NOUN
dans	dans	ADP
le	le	DET
grand	grand	ADJ
hiver	hiver	NOUN
de	de	ADP
1821	1821	NUM
.	.	PUNCTsent
Desplein	Desplein	PROPN
laissa	laisser	VERB
tous	tout	ADJ
ses	son	DET
malades	malade	NOUN
.	.	PUNCTsent
au risque de	au risque de	ADP
crever	crever	VERB
son	son	DET
cheval	cheval	NOUN
,	,	PUNCTclause
il	il	PRON
vola	voler	VERB
,	,	PUNCTclause
suivi	suivre	VERB
de	de	ADP
Bianchon	Bianchon	PROPN
,	,	PUNCTclause
chez	chez	ADP
le	le	DET
pauvre	pauvre	NOUN
homme	homme	NOUN
et	et	CCONJ
le	le:PRON	PRON
fit	faire	AUX
transporter	transporter	VERB
lui-même	lui-même	PRON
dans	dans	ADP
la	le	DET
maison	maison	NOUN
de	de	ADP
santé	santé	NOUN
établie	établir	VERB
par	par	ADP
le	le	DET
célèbre	célèbre	ADJ
Dubois	Dubois	PROPN
dans	dans	ADP
le	le	DET
faubourg	faubourg	NOUN
Saint-Denis	Saint-Denis	PROPN
.	.	PUNCTsent
Il	il	PRON
alla	aller	VERB
soigner	soigner	VERB
cet	ce	DET
homme	homme	NOUN
,	,	PUNCTclause
auquel	auquel	ADP_PRON
il	il	PRON
donna	donner	VERB
,	,	PUNCTclause
quand	quand	SCONJ
il	il	PRON
l'	le:PRON	PRON
eut	avoir	VERB
rétabli	rétablir	VERB
,	,	PUNCTclause
la	le	DET
somme	somme	NOUN
nécessaire	nécessaire	ADJ
pour	pour	ADP
acheter	acheter	VERB
un	un	DET
cheval	cheval	NOUN
et	et	CCONJ
un	un	DET
tonneau	tonneau	NOUN
.	.	PUNCTsent
Cet	ce	DET
Auvergnat	Auvergnat	PROPN
se	se	PRON
distingua	distinguer	VERB
par	par	ADP
un	un	DET
trait	trait	NOUN
original	original	ADJ
.	.	PUNCTsent
Un	un	PRON
de	de	ADP
ses	son	DET
amis	ami	NOUN
tombe	tomber	VERB
malade	malade	ADJ
,	,	PUNCTclause
il	il	PRON
l'	le	DET
emmène	emmener	VERB
promptement	promptement	ADV
chez	chez	ADP
Desplein	Desplein	PROPN
,	,	PUNCTclause
en	en	ADP
disant	dire	VERB
à	à	ADP
son	son	DET
bienfaiteur	bienfaiteur	NOUN
:	:	PUNCTclause
—	—	PUNCTclause
«	«	PUNCTclause
Je	je	PRON
ne	ne	ADV
aurais	avoir	VERB
pas	pas	ADV
souffert	souffrir	VERB
que	que	SCONJ
il	il	PRON
allât	aller	VERB
chez	chez	ADP
un	un	DET
autre	autre	ADJ
.	.	PUNCTsent
»	»	PUNCTclause
Tout	tout	PRON
bourru	bourru	ADJ
que	que	SCONJ
il	il	PRON
était	être	AUX
,	,	PUNCTclause
Desplein	Desplein	PROPN
serra	serrer	VERB
la	le	DET
main	main	NOUN
du	du	ADP_DET
porteur	porteur	NOUN
de	de	ADP
eau	eau	NOUN
,	,	PUNCTclause
et	et	CCONJ
lui	lui	PRON
dit	dire	VERB
:	:	PUNCTclause
—	—	PUNCTclause
«	«	PUNCTclause
Amène	Amène	PROPN
les	le:PRON	PRON
moi	moi	PRON
tous	tous	PRON
.	.	PUNCTsent
»	»	PUNCTclause
Et	et	CCONJ
il	il	PRON
fit	faire	AUX
entrer	entrer	VERB
l'	le	DET
enfant	enfant	NOUN
du	du	ADP_DET
Cantal	Cantal	NOUN
à	à	ADP
l'	le	DET
Hôtel-Dieu	Hôtel-Dieu	PROPN
,	,	PUNCTclause
où	où	PRON
il	il	PRON
eut	avoir	VERB
de	de	ADP
lui	lui	PRON
le	le	DET
plus	plus	ADV
grand	grand	ADJ
soin	soin	NOUN
.	.	PUNCTsent
Bianchon	Bianchon	PROPN
avait	avoir	AUX
déjà	déjà	ADV
plusieurs	plusieurs	DET
fois	fois	NOUN
remarqué	remarquer	VERB
chez	chez	ADP
son	son	DET
chef	chef	NOUN
une	un	DET
prédilection	prédilection	NOUN
pour	pour	ADP
les	le	DET
Auvergnats	Auvergnats	PROPN
et	et	CCONJ
surtout	surtout	ADV
pour	pour	ADP
les	le	DET
porteurs	porteur	NOUN
de	de	ADP
eau	eau	NOUN
;	;	PUNCTclause
mais	mais	CCONJ
,	,	PUNCTclause
comme	comme	ADP
Desplein	Desplein	PROPN
mettait	mettre	VERB
une	un	DET
sorte	sorte	NOUN
de	de	ADP
orgueil	orgueil	NOUN
à	à	ADP
ses	son	DET
traitements	traitement	NOUN
de	de	ADP
l'	le	DET
Hôtel-Dieu	Hôtel-Dieu	PROPN
,	,	PUNCTclause
l'	le	DET
élève	élève	NOUN
ne	ne	ADV
y	y	PRON
voyait	voir	VERB
rien	rien	PRON
de	de	ADP
trop	trop	ADV
étrange	étrange	ADJ
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Un	un	DET
jour	jour	NOUN
,	,	PUNCTclause
en	en	ADP
traversant	traverser	VERB
la	le	DET
place	place	NOUN
Saint-Sulpice	Saint-Sulpice	PROPN
,	,	PUNCTclause
Bianchon	Bianchon	PROPN
aperçut	apercevoir	VERB
son	son	DET
maître	maître	NOUN
entrant	entrer	VERB
dans	dans	ADP
l'	le	DET
église	église	NOUN
vers	vers	ADP
neuf	neuf	NUM
heures	heure	NOUN
du	du	ADP_DET
matin	matin	NOUN
.	.	PUNCTsent
Desplein	Desplein	PROPN
,	,	PUNCTclause
qui	qui	PRON
ne	ne	ADV
faisait	faire	VERB
jamais	jamais	ADV
alors	alors	ADV
un	un	DET
pas	pas	NOUN
sans	sans	ADP
son	son	DET
cabriolet	cabriolet	NOUN
,	,	PUNCTclause
était	être	AUX
à	à	ADP
pied	pied	NOUN
,	,	PUNCTclause
et	et	CCONJ
se	se	PRON
coulait	couler	VERB
par	par	ADP
la	le	DET
porte	porte	NOUN
de	de	ADP
la	le	DET
rue	rue	NOUN
du	du	ADP_DET
Petit-Lion	Petit-Lion	PROPN
,	,	PUNCTclause
comme	comme	SCONJ
si	si	SCONJ
il	il	PRON
fût	être	AUX
entré	entrer	VERB
dans	dans	ADP
une	un	DET
maison	maison	NOUN
suspecte	suspect	ADJ
.	.	PUNCTsent
Naturellement	naturellement	ADV
pris	prendre	VERB
de	de	ADP
curiosité	curiosité	NOUN
,	,	PUNCTclause
l'	le	DET
interne	interne	NOUN
,	,	PUNCTclause
qui	qui	PRON
connaissait	connaître	VERB
les	le	DET
opinions	opinion	NOUN
de	de	ADP
son	son	DET
maître	maître	NOUN
,	,	PUNCTclause
et	et	CCONJ
qui	qui	PRON
était	être	AUX
Cabaniste	Cabaniste	PROPN
en	en	ADP
dyable	dyable	NOUN
par	par	ADP
un	un	DET
y	y	NOUN
grec	grec	ADJ
(	(	PUNCTclause
ce	ce	PRON
qui	qui	PRON
semble	sembler	VERB
dans	dans	ADP
Rabelais	Rabelais	PROPN
une	un	DET
supériorité	supériorité	NOUN
de	de	ADP
diablerie	diablerie	NOUN
)	)	PUNCTclause
,	,	PUNCTclause
Bianchon	Bianchon	PROPN
se	se	PRON
glissa	glisser	VERB
dans	dans	ADP
Saint-Sulpice	Saint-Sulpice	PROPN
,	,	PUNCTclause
et	et	CCONJ
ne	ne	ADV
fut	être	AUX
pas	pas	ADV
médiocrement	médiocrement	ADV
étonné	étonner	VERB
de	de	ADP
