# columns = TERM LEMMA POS
# identifier = balzac1832FC11
# creator = Balzac, Honoré de
# created = 1832
# modified = 1842
# title = Madame Firmiani. Études de mœurs. Scènes de la vie privée

↵↵	↵↵	PUNCTstruct
taille	taille	NOUN
plate	plat	ADJ
,	,	PUNCTclause
voix	voix	NOUN
de	de	ADP
contr'alto	contr'alto	NOUN
usée	user	VERB
,	,	PUNCTclause
beaucoup de	beaucoup de	DET
toilette	toilette	NOUN
,	,	PUNCTclause
un	un	DET
peu de	peu de	DET
rouge	rouge	ADJ
,	,	PUNCTclause
charmantes	charmant	ADJ
manières	manière	NOUN
;	;	PUNCTclause
enfin	enfin	ADV
,	,	PUNCTclause
mon	mon	DET
cher	cher	ADJ
,	,	PUNCTclause
les	le	DET
restes	reste	NOUN
de	de	ADP
une	un	DET
jolie	joli	ADJ
femme	femme	NOUN
qui	qui	PRON
néanmoins	néanmoins	ADV
valent	valoir	VERB
encore	encore	ADV
la	le	DET
peine	peine	NOUN
de	de	ADP
une	un	DET
passion	passion	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Cette	ce	DET
sentence	sentence	NOUN
est	être	AUX
due	devoir	VERB
à	à	ADP
un	un	DET
sujet	sujet	NOUN
du	du	ADP_DET
genre	genre	NOUN
Fat	Fat	PROPN
qui	qui	PRON
vient	venir	VERB
de	de	ADP
déjeuner	déjeuner	NOUN
,	,	PUNCTclause
ne	ne	ADV
pèse	peser	VERB
plus	plus	ADV
ses	son	DET
paroles	parole	NOUN
et	et	CCONJ
va	aller	VERB
monter	monter	VERB
à	à	ADP
cheval	cheval	NOUN
.	.	PUNCTsent
En	en	ADP
ces	ce	DET
moments	moment	NOUN
,	,	PUNCTclause
les	le	DET
Fats	Fats	PROPN
sont	être	AUX
impitoyables	impitoyable	ADJ
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
il y a	il y a	VERB
chez	chez	ADP
elle	elle	PRON
une	un	DET
galerie	galerie	NOUN
de	de	ADP
tableaux	tableau	NOUN
magnifiques	magnifique	ADJ
,	,	PUNCTclause
allez	aller	VERB
la	le:PRON	PRON
voir	voir	VERB
!	!	PUNCTsent
vous	vous	PRON
répond	répondre	VERB
un	un	DET
autre	autre	ADJ
.	.	PUNCTsent
Rien	rien	PRON
ne	ne	ADV
est	être	AUX
si	si	ADV
beau	beau	ADJ
!	!	PUNCTsent
↵↵	↵↵	PUNCTstruct
Vous	vous	PRON
vous	vous	PRON
êtes	être	AUX
adressé	adresser	VERB
au	au	ADP_DET
genre	genre	NOUN
Amateur	Amateur	PROPN
.	.	PUNCTsent
l'	le	DET
individu	individu	NOUN
vous	vous	PRON
quitte	quitter	VERB
pour	pour	ADP
aller	aller	VERB
chez	chez	ADP
Pérignon	Pérignon	PROPN
ou	ou	CCONJ
chez	chez	ADP
Tripet	Tripet	PROPN
.	.	PUNCTsent
Pour	pour	ADP
lui	lui	PRON
,	,	PUNCTclause
madame	madame	NOUN
Firmiani	Firmiani	PROPN
est	être	AUX
une	un	DET
collection	collection	NOUN
de	de	ADP
toiles	toile	NOUN
peintes	peint	ADJ
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Une	un	DET
femme	femme	NOUN
.	.	PUNCTsent
—	—	PUNCTclause
Madame	madame	NOUN
Firmiani	Firmiani	PROPN
?	?	PUNCTsent
Je	je	PRON
ne	ne	ADV
veux	vouloir	VERB
pas	pas	ADV
que	que	SCONJ
vous	vous	PRON
alliez	aller	VERB
chez	chez	ADP
elle	elle	PRON
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Cette	ce	DET
phrase	phrase	NOUN
est	être	AUX
la	le	DET
plus	plus	ADV
riche	riche	ADJ
des	un	ADP_DET
traductions	traduction	NOUN
.	.	PUNCTsent
Madame	madame	NOUN
Firmiani	Firmiani	PROPN
!	!	PUNCTsent
femme	femme	NOUN
dangereuse	dangereux	ADJ
!	!	PUNCTsent
une	un	DET
sirène	sirène	NOUN
!	!	PUNCTsent
elle	elle	PRON
se	se	PRON
met	mettre	VERB
bien	bien	ADV
,	,	PUNCTclause
elle	elle	PRON
a	avoir	VERB
du	du	ADP_DET
goût	goût	NOUN
,	,	PUNCTclause
elle	elle	PRON
cause	causer	VERB
des	un	DET
insomnies	insomnie	NOUN
à	à	ADP
toutes	tout	ADJ
les	le	DET
femmes	femme	NOUN
.	.	PUNCTsent
l'	le	DET
interlocutrice	interlocuteur	NOUN
appartient	appartenir	VERB
au	au	ADP_DET
genre	genre	NOUN
des	un	ADP_DET
Tracassiers	Tracassiers	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Un	un	DET
attaché	attaché	NOUN
de	de	ADP
ambassade	ambassade	NOUN
.	.	PUNCTsent
—	—	PUNCTclause
Madame	madame	NOUN
Firmiani	Firmiani	PROPN
!	!	PUNCTsent
ne	ne	ADV
est	être	AUX
elle	elle	PRON
pas	pas	ADV
de	de	ADP
Anvers	Anvers	PROPN
?	?	PUNCTsent
je	je	PRON
ai	avoir	AUX
vu	voir	VERB
cette	ce	DET
femme	femme	NOUN
bien	bien	ADV
belle	beau	ADJ
il y a	il y a	VERB
dix	dix	NUM
ans	an	NOUN
.	.	PUNCTsent
Elle	elle	PRON
était	être	AUX
alors	alors	ADV
à	à	ADP
Rome	Rome	PROPN
.	.	PUNCTsent
Les	le	DET
sujets	sujet	NOUN
appartenant	appartenir	VERB
à	à	ADP
la	le	DET
classe	classe	NOUN
des	un	ADP_DET
Attachés	Attachés	PROPN
ont	avoir	AUX
la	le	DET
manie	manie	NOUN
de	de	ADP
dire	dire	VERB
des	un	ADP_DET
mots	mot	NOUN
à	à	ADP
la	le	DET
Talleyrand	Talleyrand	PROPN
,	,	PUNCTclause
leur	leur	DET
esprit	esprit	NOUN
est	être	AUX
souvent	souvent	ADV
si	si	SCONJ
fin	fin	NOUN
,	,	PUNCTclause
que	que	SCONJ
leurs	leur	DET
aperçus	aperçu	NOUN
sont	être	AUX
imperceptibles	imperceptible	ADJ
;	;	PUNCTclause
ils	ils	PRON
ressemblent	ressembler	VERB
à	à	ADP
ces	ce	DET
joueurs	joueur	NOUN
de	de	ADP
billard	billard	NOUN
qui	qui	PRON
évitent	éviter	VERB
les	le	DET
billes	bille	NOUN
avec	avec	ADP
une	un	DET
adresse	adresse	NOUN
infinie	infini	ADJ
.	.	PUNCTsent
Ces	ce	DET
individus	individu	NOUN
sont	être	AUX
généralement	généralement	ADV
peu	peu	ADV
parleurs	parleur	NOUN
;	;	PUNCTclause
mais	mais	CCONJ
quand	quand	SCONJ
ils	ils	PRON
parlent	parler	VERB
,	,	PUNCTclause
ils	ils	PRON
ne	ne	ADV
se	se	PRON
occupent	occuper	VERB
que	que	ADV
de	de	ADP
l'	le	DET
Espagne	Espagne	PROPN
,	,	PUNCTclause
de	de	ADP
Vienne	Vienne	PROPN
,	,	PUNCTclause
de	de	ADP
l'	le	DET
Italie	Italie	PROPN
ou	ou	CCONJ
de	de	ADP
Pétersbourg	Pétersbourg	PROPN
.	.	PUNCTsent
Les	le	DET
noms	nom	NOUN
de	de	ADP
pays	pays	NOUN
sont	être	AUX
chez	chez	ADP
eux	eux	PRON
comme	comme	ADP
des	un	DET
ressorts	ressort	NOUN
;	;	PUNCTclause
pressez	presser	VERB
les	le	DET
,	,	PUNCTclause
la	le:PRON	PRON
sonnerie	sonnerie	NOUN
vous	vous	PRON
dira	dire	VERB
tous	tous	DET
ses	son	DET
airs	air	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Cette	ce	DET
madame	madame	NOUN
Firmiani	Firmiani	PROPN
ne	ne	ADV
voit	voir	AUX
elle	elle	PRON
pas	pas	ADV
beaucoup	beaucoup	ADV
le	le	DET
faubourg	faubourg	NOUN
Saint-Germain	Saint-Germain	PROPN
?	?	PUNCTsent
Ceci	ceci	PRON
est	être	AUX
dit	dire	VERB
par	par	ADP
une	un	DET
personne	personne	NOUN
qui	qui	PRON
veut	vouloir	VERB
appartenir	appartenir	VERB
au	au	ADP_DET
genre	genre	NOUN
Distingué	Distingué	PROPN
.	.	PUNCTsent
Elle	elle	PRON
donne	donner	VERB
le	le	DET
de	de	ADP
à	à	ADP
tout le monde	tout le monde	NOUN
,	,	PUNCTclause
à	à	ADP
monsieur	monsieur	NOUN
Dupin	Dupin	PROPN
l'	le	DET
aîné	aîné	NOUN
,	,	PUNCTclause
à	à	ADP
monsieur	monsieur	NOUN
Lafayette	Lafayette	PROPN
;	;	PUNCTclause
elle	elle	PRON
le	le:PRON	PRON
jette	jeter	VERB
à	à	ADP
tort	tort	NOUN
et	et	CCONJ
à travers	à travers	ADP
,	,	PUNCTclause
elle	elle	PRON
en	en	PRON
déshonore	déshonorer	VERB
les	le	DET
gens	gens	NOUN
.	.	PUNCTsent
Elle	elle	PRON
passe	passer	VERB
sa	son	DET
vie	vie	NOUN
à	à	ADP
se	se	PRON
inquiéter	inquiéter	VERB
de	de	ADP
ce	ce	PRON
qui	qui	PRON
est	être	AUX
bien	bien	ADV
;	;	PUNCTclause
mais	mais	CCONJ
,	,	PUNCTclause
pour	pour	ADP
son	son	DET
supplice	supplice	NOUN
,	,	PUNCTclause
elle	elle	PRON
demeure	demeurer	VERB
au	au	ADP_DET
Marais	Marais	NOUN
,	,	PUNCTclause
et	et	CCONJ
son	son	DET
mari	mari	NOUN
a	avoir	AUX
été	être	AUX
avoué	avouer	VERB
,	,	PUNCTclause
mais	mais	CCONJ
avoué	avouer	VERB
à	à	ADP
la	le	DET
Cour	Cour	NOUN
royale	royal	ADJ
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Madame	madame	NOUN
Firmiani	Firmiani	PROPN
,	,	PUNCTclause
monsieur	monsieur	NOUN
?	?	PUNCTsent
je	je	PRON
ne	ne	ADV
la	le:PRON	PRON
connais	connaître	VERB
pas	pas	ADV
.	.	PUNCTsent
Cet	ce	DET
homme	homme	NOUN
appartient	appartenir	VERB
au	au	ADP_DET
genre	genre	NOUN
des	un	ADP_DET
Ducs	Ducs	PROPN
.	.	PUNCTsent
Il	il	PRON
ne	ne	ADV
avoue	avouer	VERB
que	que	ADV
les	le	DET
femmes	femme	NOUN
présentées	présenter	VERB
.	.	PUNCTsent
Excusez	excuser	VERB
le	le	DET
,	,	PUNCTclause
il	il	PRON
a	avoir	AUX
été	être	AUX
fait	faire	VERB
duc	duc	NOUN
par	par	ADP
Napoléon	Napoléon	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Madame	madame	NOUN
Firmiani	Firmiani	PROPN
?	?	PUNCTsent
n'est-ce pas	n'est-ce pas	ADV
une	un	DET
ancienne	ancien	ADJ
actrice	acteur	NOUN
des	un	ADP_DET
Italiens	Italiens	NOUN
?	?	PUNCTsent
Homme	homme	NOUN
du	du	ADP_DET
genre	genre	NOUN
Niais	Niais	PROPN
.	.	PUNCTsent
Les	le	DET
individus	individu	NOUN
de	de	ADP
cette	ce	DET
classe	classe	NOUN
veulent	vouloir	VERB
avoir	avoir	AUX
réponse	réponse	NOUN
à	à	ADP
tout	tout	DET
.	.	PUNCTsent
Ils	ils	PRON
calomnient	calomnier	VERB
plutôt	plutôt	ADV
que	que	SCONJ
de	de	ADP
se	se	PRON
taire	taire	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Deux	Deux	NUM
vieilles	vieux	ADJ
dames	dame	NOUN
(	(	PUNCTclause
femmes	femme	NOUN
de	de	ADP
anciens	ancien	ADJ
magistrats	magistrat	NOUN
)	)	PUNCTclause
.	.	PUNCTsent
La	le	DET
première	premier	ADJ
.	.	PUNCTsent
(	(	PUNCTclause
Elle	elle	PRON
a	avoir	AUX
un	un	DET
bonnet	bonnet	NOUN
à	à	ADP
coques	coque	NOUN
,	,	PUNCTclause
sa	son	DET
figure	figure	NOUN
est	être	AUX
ridée	ridé	ADJ
,	,	PUNCTclause
son	son	DET
nez	nez	NOUN
est	être	AUX
pointu	pointu	ADJ
,	,	PUNCTclause
elle	elle	PRON
tient	tenir	VERB
un	un	DET
Paroissien	Paroissien	PROPN
,	,	PUNCTclause
voix	voix	NOUN
dure	dur	ADJ
.	.	PUNCTsent
)	)	PUNCTclause
—	—	PUNCTclause
que	que	PRON
est	être	AUX
elle	elle	PRON
en	en	ADP
son	son	DET
nom	nom	NOUN
,	,	PUNCTclause
cette	ce	DET
madame	madame	NOUN
Firmiani	Firmiani	PROPN
?	?	PUNCTsent
La	le	DET
seconde	second	ADJ
.	.	PUNCTsent
(	(	PUNCTclause
Petite	petit	ADJ
figure	figure	NOUN
rouge	rouge	ADJ
ressemblant	ressembler	VERB
à	à	ADP
une	un	DET
vieille	vieux	ADJ
pomme	pomme	NOUN
de	de	ADP
api	api	NOUN
,	,	PUNCTclause
voix	voix	NOUN
douce	doux	ADJ
.	.	PUNCTsent
)	)	PUNCTclause
—	—	PUNCTclause
Une	un	DET
Cadignan	Cadignan	PROPN
,	,	PUNCTclause
ma	mon	DET
chère	chère	NOUN
,	,	PUNCTclause
nièce	nièce	NOUN
du	du	ADP_DET
vieux	vieux	ADJ
prince	prince	NOUN
de	de	ADP
Cadignan	Cadignan	PROPN
et	et	CCONJ
cousine	cousin	NOUN
par conséquent	par conséquent	CCONJ
du	du	ADP_DET
duc	duc	NOUN
de	de	ADP
Maufrigneuse	Maufrigneuse	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Madame	madame	NOUN
Firmiani	Firmiani	PROPN
est	être	AUX
une	un	DET
Cadignan	Cadignan	PROPN
.	.	PUNCTsent
Elle	elle	PRON
ne	ne	ADV
aurait	avoir	VERB
ni	ni	CCONJ
vertus	vertu	NOUN
,	,	PUNCTclause
ni	ni	CCONJ
fortune	fortune	NOUN
,	,	PUNCTclause
ni	ni	CCONJ
jeunesse	jeunesse	NOUN
,	,	PUNCTclause
ce	ce	PRON
serait	être	AUX
toujours	toujours	ADV
une	un	DET
Cadignan	Cadignan	PROPN
.	.	PUNCTsent
Une	un	DET
Cadignan	Cadignan	PROPN
,	,	PUNCTclause
ce	ce	PRON
est	être	AUX
comme	comme	ADP
un	un	DET
préjugé	préjugé	NOUN
,	,	PUNCTclause
toujours	toujours	ADV
riche	riche	ADJ
et	et	CCONJ
vivant	vivre	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Un	un	DET
original	original	NOUN
.	.	PUNCTsent
—	—	PUNCTclause
Mon	mon	DET
cher	cher	ADJ
,	,	PUNCTclause
je	je	PRON
ne	ne	ADV
ai	avoir	AUX
jamais	jamais	ADV
vu	voir	VERB
de	de	ADP
socques	socque	NOUN
dans	dans	ADP
son	son	DET
antichambre	antichambre	NOUN
,	,	PUNCTclause
tu	tu	PRON
peux	pouvoir	VERB
aller	aller	VERB
chez	chez	ADP
elle	elle	PRON
sans	sans	ADP
te	te	PRON
compromettre	compromettre	VERB
et	et	CCONJ
y	y	PRON
jouer	jouer	VERB
sans	sans	ADP
crainte	crainte	NOUN
,	,	PUNCTclause
parce que	parce que	SCONJ
,	,	PUNCTclause
si	si	SCONJ
il y a	il y a	VERB
des	un	DET
fripons	fripon	NOUN
,	,	PUNCTclause
ils	ils	PRON
sont	être	AUX
gens	gens	NOUN
de	de	ADP
qualité	qualité	NOUN
;	;	PUNCTclause
partant	partir	VERB
,	,	PUNCTclause
on	on	PRON
ne	ne	ADV
se	se	PRON
y	y	PRON
querelle	quereller	VERB
pas	pas	ADV
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Vieillard	vieillard	NOUN
appartenant	appartenir	VERB
au	au	ADP_DET
genre	genre	NOUN
des	un	ADP_DET
Observateurs	Observateurs	NOUN
.	.	PUNCTsent
—	—	PUNCTclause
Vous	vous	PRON
irez	aller	VERB
chez	chez	ADP
madame	madame	NOUN
Firmiani	Firmiani	PROPN
,	,	PUNCTclause
vous	vous	PRON
trouverez	trouver	VERB
,	,	PUNCTclause
mon	mon	DET
cher	cher	ADJ
,	,	PUNCTclause
une	un	DET
belle	beau	ADJ
femme	femme	NOUN
nonchalamment	nonchalamment	ADV
assise	asseoir	VERB
au	au	ADP_DET
coin	coin	NOUN
de	de	ADP
sa	son	DET
cheminée	cheminée	NOUN
.	.	PUNCTsent
à peine	à peine	ADV
se	se	PRON
lèvera	lever	VERB
elle	elle	PRON
de	de	ADP
son	son	DET
fauteuil	fauteuil	NOUN
,	,	PUNCTclause
elle	elle	PRON
ne	ne	ADV
le	le:PRON	PRON
quitte	quitter	VERB
que	que	SCONJ
pour	pour	ADP
les	le	DET
femmes	femme	NOUN
ou	ou	CCONJ
les	le	DET
ambassadeurs	ambassadeur	NOUN
,	,	PUNCTclause
les	le	DET
ducs	duc	NOUN
,	,	PUNCTclause
les	le	DET
gens	gens	NOUN
considérables	considérable	ADJ
.	.	PUNCTsent
Elle	elle	PRON
est	être	AUX
fort	fort	ADV
gracieuse	gracieux	ADJ
,	,	PUNCTclause
elle	elle	PRON
charme	charmer	VERB
,	,	PUNCTclause
elle	elle	PRON
cause	causer	VERB
bien	bien	ADV
et	et	CCONJ
veut	vouloir	VERB
causer	causer	VERB
de	de	ADP
tout	tout	PRON
.	.	PUNCTsent
il y a	il y a	VERB
chez	chez	ADP
elle	elle	PRON
tous	tous	PRON
les	le	DET
indices	indice	NOUN
de	de	ADP
la	le	DET
passion	passion	NOUN
,	,	PUNCTclause
mais	mais	CCONJ
on	on	PRON
lui	lui	PRON
donne	donner	VERB
trop	trop	ADV
de	de	ADP
adorateurs	adorateur	NOUN
pour que	pour que	SCONJ
elle	elle	PRON
ait	avoir	AUX
un	un	DET
favori	favori	NOUN
.	.	PUNCTsent
Si	si	SCONJ
les	le	DET
soupçons	soupçon	NOUN
ne	ne	ADV
planaient	planer	VERB
que	que	ADV
sur	sur	ADP
deux	deux	NUM
ou	ou	CCONJ
trois	trois	NUM
de	de	ADP
ses	son	DET
intimes	intime	NOUN
,	,	PUNCTclause
nous	nous	PRON
saurions	savoir	VERB
quel	quel	DET
est	être	AUX
son	son	DET
cavalier	cavalier	NOUN
servant	servir	VERB
;	;	PUNCTclause
mais	mais	CCONJ
ce	ce	PRON
est	être	AUX
une	un	DET
femme	femme	NOUN
tout	tout	PRON
mystère	mystère	NOUN
:	:	PUNCTclause
elle	elle	PRON
est	être	AUX
mariée	marier	VERB
,	,	PUNCTclause
et	et	CCONJ
jamais	jamais	ADV
nous	nous	PRON
ne	ne	ADV
avons	avoir	AUX
vu	voir	VERB
son	son	DET
mari	mari	NOUN
;	;	PUNCTclause
monsieur	monsieur	NOUN
Firmiani	Firmiani	PROPN
est	être	AUX
un	un	DET
personnage	personnage	NOUN
tout	tout	ADJ
à	à	ADP
fait	fait	NOUN
fantastique	fantastique	ADJ
,	,	PUNCTclause
il	il	PRON
ressemble	ressembler	VERB
à	à	ADP
ce	ce	DET
troisième	troisième	ADJ
cheval	cheval	NOUN
que	que	PRON
l'on	on	PRON
paie	payer	VERB
toujours	toujours	ADV
en	en	ADP
courant	courant	NOUN
la	le	DET
poste	poste	NOUN
et	et	CCONJ
que	que	SCONJ
on	on	PRON
ne	ne	ADV
aperçoit	apercevoir	VERB
jamais	jamais	ADV
;	;	PUNCTclause
madame	madame	NOUN
,	,	PUNCTclause
à	à	ADP
entendre	entendre	VERB
les	le	DET
artistes	artiste	NOUN
,	,	PUNCTclause
est	être	AUX
le	le	DET
premier	premier	ADJ
Contr'alto	Contr'alto	PROPN
de	de	ADP
Europe	Europe	PROPN
et	et	CCONJ
ne	ne	ADV
a	avoir	AUX
pas	pas	ADV
chanté	chanter	VERB
trois fois	trois fois	ADV
depuis	depuis	ADP
que	que	SCONJ
elle	elle	PRON
est	être	AUX
à	à	ADP
Paris	Paris	PROPN
;	;	PUNCTclause
elle	elle	PRON
reçoit	recevoir	VERB
beaucoup de	beaucoup de	DET
monde	monde	NOUN
et	et	CCONJ
ne	ne	ADV
va	aller	VERB
chez	chez	ADP
personne	personne:PRON	PRON
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
l'	le	DET
Observateur	Observateur	PROPN
parle	parler	VERB
en	en	ADP
prophète	prophète	NOUN
.	.	PUNCTsent
Il	il	PRON
faut	falloir	VERB
accepter	accepter	VERB
ses	son	DET
paroles	parole	NOUN
,	,	PUNCTclause
ses	son	DET
anecdotes	anecdote	NOUN
,	,	PUNCTclause
ses	son	DET
citations	citation	NOUN
comme	comme	ADP
des	un	DET
vérités	vérité	NOUN
,	,	PUNCTclause
sous peine de	sous peine de	ADP
passer	passer	VERB
pour	pour	ADP
un	un	DET
homme	homme	NOUN
sans	sans	ADP
instruction	instruction	NOUN
,	,	PUNCTclause
sans	sans	ADP
moyens	moyen	NOUN
.	.	PUNCTsent
Il	il	PRON
vous	vous	PRON
calomniera	calomnier	VERB
gaiement	gaiement	ADV
dans	dans	ADP
vingt	vingt	NUM
salons	salon	NOUN
où	où	PRON
il	il	PRON
est	être	AUX
essentiel	essentiel	ADJ
comme	comme	ADP
une	un	DET
première	premier	ADJ
pièce	pièce	NOUN
sur	sur	ADP
l'	le	DET
affiche	affiche	NOUN
,	,	PUNCTclause
ces	ce	DET
pièces	pièce	NOUN
si	si	SCONJ
souvent	souvent	ADV
jouées	jouer	VERB
pour	pour	ADP
les	le	DET
banquettes	banquette	NOUN
et	et	CCONJ
qui	qui	PRON
ont	avoir	AUX
eu	avoir	VERB
du	du	DET
succès	succès	NOUN
autrefois	autrefois	ADV
.	.	PUNCTsent
l'	le	DET
Observateur	Observateur	PROPN
a	avoir	VERB
quarante	quarante	NUM
ans	an	NOUN
,	,	PUNCTclause
ne	ne	ADV
dîne	dîner	VERB
jamais	jamais	ADV
chez	chez	ADP
lui	lui	PRON
,	,	PUNCTclause
se	se	PRON
dit	dire	VERB
peu	peu	ADV
dangereux	dangereux	ADJ
près	près	ADV
des	un	ADP_DET
femmes	femme	NOUN
;	;	PUNCTclause
il	il	PRON
est	être	AUX
poudré	poudrer	VERB
,	,	PUNCTclause
porte	porter	VERB
un	un	DET
habit	habit	NOUN
marron	marron	ADJ
,	,	PUNCTclause
a	avoir	AUX
toujours	toujours	ADV
une	un	DET
place	place	NOUN
dans	dans	ADP
plusieurs	plusieurs	DET
loges	loge	NOUN
aux	au	ADP_DET
Bouffons	Bouffons	PROPN
;	;	PUNCTclause
il	il	PRON
est	être	AUX
quelquefois	quelquefois	ADV
confondu	confondre	VERB
parmi	parmi	ADP
les	le	DET
Parasites	parasite	X
,	,	PUNCTclause
mais	mais	CCONJ
il	il	PRON
a	avoir	AUX
rempli	remplir	VERB
de	de	ADP
trop	trop	ADV
hautes	haut	ADJ
fonctions	fonction	NOUN
pour	pour	ADP
être	être	AUX
soupçonné	soupçonner	VERB
de	de	ADP
être	être	AUX
un	un	DET
pique-assiette	pique-assiette	NOUN
et	et	CCONJ
possède	posséder	VERB
d'ailleurs	d'ailleurs	ADV
une	un	DET
terre	terre	NOUN
dans	dans	ADP
un	un	DET
département	département	NOUN
dont	dont	PRON
le	le	DET
nom	nom	NOUN
ne	ne	ADV
lui	lui	PRON
est	être	AUX
jamais	jamais	ADV
échappé	échapper	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Madame	madame	NOUN
Firmiani	Firmiani	PROPN
?	?	PUNCTsent
Mais	mais	CCONJ
,	,	PUNCTclause
mon	mon	DET
cher	cher	ADJ
,	,	PUNCTclause
ce	ce	PRON
est	être	AUX
une	un	DET
ancienne	ancien	ADJ
maîtresse	maître	NOUN
de	de	ADP
Murat	Murat	NOUN
!	!	PUNCTsent
Celui	celui	PRON
est	être	AUX
dans	dans	ADP
la	le	DET
classe	classe	NOUN
des	un	ADP_DET
Contradicteurs	Contradicteurs	NOUN
.	.	PUNCTsent
Ces	ce	DET
sortes	sorte	NOUN
de	de	ADP
gens	gens	NOUN
font	faire	VERB
les	le	DET
errata	errata	NOUN
de	de	ADP
tous	tout	ADJ
les	le	DET
mémoires	mémoire	NOUN
,	,	PUNCTclause
rectifient	rectifier	VERB
tous	tout	ADJ
les	le	DET
faits	fait	NOUN
,	,	PUNCTclause
parient	parier	VERB
toujours	toujours	ADV
cent	cent	NUM
contre	contre	ADP
un	un	DET
,	,	PUNCTclause
sont	être	AUX
sûrs	sûr	ADJ
de	de	ADP
tout	tout	PRON
.	.	PUNCTsent
Vous	vous	PRON
les	le:PRON	PRON
surprenez	surprendre	VERB
dans	dans	ADP
la	le	DET
même	même	ADJ
soirée	soirée	NOUN
en	en	ADP
flagrant	flagrant	ADJ
délit	délit	NOUN
de	de	ADP
ubiquité	ubiquité	NOUN
:	:	PUNCTclause
ils	ils	PRON
disent	dire	VERB
avoir	avoir	AUX
été	être	AUX
arrêtés	arrêter	VERB
à	à	ADP
Paris	Paris	PROPN
lors de	lors de	ADP
la	le	DET
conspiration	conspiration	NOUN
Mallet	Mallet	PROPN
,	,	PUNCTclause
en	en	ADP
oubliant	oublier	VERB
que	que	SCONJ
ils	ils	PRON
venaient	venir	VERB
,	,	PUNCTclause
une	un	PRON
demi-heure	demi-heure	NOUN
auparavant	auparavant	ADV
,	,	PUNCTclause
de	de	ADP
passer	passer	VERB
la	le	DET
Bérésina	Bérésina	PROPN
.	.	PUNCTsent
Presque	presque	ADV
tous	tout	ADJ
les	le	DET
Contradicteurs	Contradicteurs	NOUN
sont	être	AUX
chevaliers	chevalier	NOUN
de	de	ADP
la	le	DET
Légion-d'Honneur	Légion-d'Honneur	NOUN
,	,	PUNCTclause
parlent	parler	VERB
très-haut	très-haut	ADV
,	,	PUNCTclause
ont	avoir	VERB
un	un	DET
front	front	NOUN
fuyant	fuyant	ADJ
et	et	CCONJ
jouent	jouer	VERB
gros	gros	ADJ
jeu	jeu	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Madame	madame	NOUN
Firmiani	Firmiani	PROPN
,	,	PUNCTclause
cent	cent	NUM
mille	mille	NUM
livres de rente	livres de rente	NOUN
?…	?…	PUNCTsent
êtes	être	AUX
vous	vous	PRON
fou	fou	ADJ
?	?	PUNCTsent
Vraiment	vraiment	ADV
,	,	PUNCTclause
il y a	il y a	VERB
des	un	DET
gens	gens	NOUN
qui	qui	PRON
vous	vous	PRON
donnent	donner	VERB
des	un	DET
cent	cent	NUM
mille	mille	NUM
livres de rente	livres de rente	NOUN
avec	avec	ADP
la	le	DET
libéralité	libéralité	NOUN
des	un	ADP_DET
auteurs	auteur	NOUN
auxquels	auxquels	ADP_PRON
cela	cela	PRON
ne	ne	ADV
coûte	coûter	VERB
rien	rien	PRON
quand	quand	SCONJ
ils	ils	PRON
dotent	doter	VERB
leurs	leur	DET
héroïnes	héroïne	NOUN
.	.	PUNCTsent
Mais	mais	CCONJ
madame	madame	NOUN
Firmiani	Firmiani	PROPN
est	être	AUX
une	un	DET
coquette	coquet	NOUN
qui	qui	PRON
dernièrement	dernièrement	ADV
a	avoir	AUX
ruiné	ruiner	VERB
un	un	DET
jeune	jeune	ADJ
homme	homme	NOUN
et	et	CCONJ
l'	le:PRON	PRON
a	avoir	AUX
empêché	empêcher	VERB
de	de	ADP
faire	faire	VERB
un	un	DET
très-beau	très-beau	NOUN
mariage	mariage	NOUN
.	.	PUNCTsent
Si	si	SCONJ
elle	elle	PRON
ne	ne	ADV
était	être	AUX
pas	pas	ADV
belle	beau	ADJ
,	,	PUNCTclause
elle	elle	PRON
serait	être	AUX
sans	sans	ADP
un	un	DET
sou	sou	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
ho	ho	INTJ
!	!	PUNCTsent
celui	celui	PRON
,	,	PUNCTclause
vous	vous	PRON
