# columns = TERM LEMMA POS
# identifier = balzac1830FC12
# creator = Balzac, Honoré de
# created = 1830
# modified = 1842
# title = Étude de femme. Études de mœurs. Scènes de la vie privée

↵↵	↵↵	PUNCTstruct
lettre	lettre	NOUN
,	,	PUNCTclause
commencée	commencer	VERB
à	à	ADP
onze	onze	NUM
heures	heure	NOUN
,	,	PUNCTclause
ne	ne	ADV
fut	être	AUX
finie	finir	VERB
que	que	SCONJ
à	à	ADP
midi	midi	NOUN
.	.	PUNCTsent
Les	le	DET
quatre	quatre	NUM
pages	page	NOUN
étaient	être	AUX
pleines	plein	ADJ
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Cette	ce	DET
femme	femme	NOUN
me	me	PRON
trotte	trotter	VERB
dans	dans	ADP
la	le	DET
tête	tête	NOUN
,	,	PUNCTclause
dit	dire	VERB
il	il	PRON
en	en	PRON
pliant	plier	VERB
cette	ce	DET
seconde	second	ADJ
épître	épître	NOUN
,	,	PUNCTclause
que	que	SCONJ
il	il	PRON
laissa	laisser	VERB
devant	devant	ADP
lui	lui	PRON
,	,	PUNCTclause
comptant	compter	VERB
y	y	PRON
mettre	mettre	VERB
l'	le	DET
adresse	adresse	NOUN
après	après	ADP
avoir	avoir	AUX
achevé	achever	VERB
sa	son	DET
rêverie	rêverie	NOUN
involontaire	involontaire	ADJ
.	.	PUNCTsent
Il	il	PRON
croisa	croiser	VERB
les	le	DET
deux	deux	NUM
pans	pan	NOUN
de	de	ADP
sa	son	DET
robe de chambre	robe de chambre	NOUN
à	à	ADP
ramages	ramage	NOUN
,	,	PUNCTclause
posa	poser	VERB
ses	son	DET
pieds	pied	NOUN
sur	sur	ADP
un	un	DET
tabouret	tabouret	NOUN
,	,	PUNCTclause
coula	couler	VERB
ses	son	DET
mains	main	NOUN
dans	dans	ADP
les	le	DET
goussets	gousset	NOUN
de	de	ADP
son	son	DET
pantalon	pantalon	NOUN
de	de	ADP
cachemire	cachemire	NOUN
rouge	rouge	ADJ
,	,	PUNCTclause
et	et	CCONJ
se	se	PRON
renversa	renverser	VERB
dans	dans	ADP
une	un	DET
délicieuse	délicieux	ADJ
bergère	berger	NOUN
à	à	ADP
oreilles	oreille	NOUN
dont	dont	PRON
le	le	DET
siège	siège	NOUN
et	et	CCONJ
le	le	DET
dossier	dossier	NOUN
décrivaient	décrire	VERB
l'	le	DET
angle	angle	NOUN
confortable	confortable	ADJ
de	de	ADP
cent	cent	NUM
vingt	vingt	NUM
degrés	degré	NOUN
.	.	PUNCTsent
Il	il	PRON
ne	ne	ADV
prit	prendre	VERB
plus	plus	ADV
de	de	ADP
thé	thé	NOUN
et	et	CCONJ
resta	rester	VERB
immobile	immobile	ADJ
,	,	PUNCTclause
les	le	DET
yeux	œil	NOUN
attachés	attacher	VERB
sur	sur	ADP
la	le	DET
main	main	NOUN
dorée	doré	ADJ
qui	qui	PRON
couronnait	couronner	VERB
sa	son	DET
pelle	pelle	NOUN
,	,	PUNCTclause
sans	sans	ADP
voir	voir	VERB
ni	ni	CCONJ
main	main	NOUN
,	,	PUNCTclause
ni	ni	CCONJ
pelle	pelle	NOUN
,	,	PUNCTclause
ni	ni	CCONJ
dorure	dorure	NOUN
.	.	PUNCTsent
Il	il	PRON
ne	ne	ADV
tisonna	tisonner	VERB
même	même	ADV
pas	pas	ADV
.	.	PUNCTsent
Faute	faute	NOUN
immense	immense	ADJ
!	!	PUNCTsent
n'est-ce pas	n'est-ce pas	ADV
un	un	DET
plaisir	plaisir	NOUN
bien	bien	ADV
vif	vif	ADJ
que	que	SCONJ
de	de	ADP
tracasser	tracasser	VERB
le	le	DET
feu	feu	NOUN
quand	quand	SCONJ
on	on	PRON
pense	penser	VERB
aux	au	ADP_DET
femmes	femme	NOUN
?	?	PUNCTsent
Notre	notre	DET
esprit	esprit	NOUN
prête	prêt	ADJ
des	un	ADP_DET
phrases	phrase	NOUN
aux	au	ADP_DET
petites	petit	ADJ
langues	langue	NOUN
bleues	bleu	ADJ
qui	qui	PRON
se	se	PRON
dégagent	dégager	VERB
soudain	soudain	ADJ
et	et	CCONJ
babillent	babiller	VERB
dans	dans	ADP
le	le	DET
foyer	foyer	NOUN
.	.	PUNCTsent
On	on	PRON
interprète	interpréter	VERB
le	le	DET
langage	langage	NOUN
puissant	puissant	ADJ
et	et	CCONJ
brusque	brusque	ADJ
de	de	ADP
un	un	DET
bourguignon	bourguignon	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
À	à	ADP
ce	ce	DET
mot	mot	NOUN
arrêtons	arrêter	VERB
nous	nous	PRON
et	et	CCONJ
plaçons	placer	VERB
ici	ici	ADV
pour	pour	ADP
les	le	DET
ignorants	ignorant	ADJ
une	un	DET
explication	explication	NOUN
due	devoir	VERB
à	à	ADP
un	un	DET
étymologiste	étymologiste	NOUN
très-distingué	très-distingué	PUNCT
qui	qui	PRON
a	avoir	AUX
désiré	désirer	VERB
garder	garder	VERB
l'	le	DET
anonyme	anonyme	NOUN
.	.	PUNCTsent
Bourguignon	bourguignon	NOUN
est	être	AUX
le	le	DET
nom	nom	NOUN
populaire	populaire	ADJ
et	et	CCONJ
symbolique	symbolique	ADJ
donné	donner	VERB
,	,	PUNCTclause
depuis	depuis	ADP
le	le	DET
règne	règne	NOUN
de	de	ADP
Charles	Charles	PROPN
VI	VI	NUM
,	,	PUNCTclause
à	à	ADP
ces	ce	DET
détonations	détonation	NOUN
bruyantes	bruyant	ADJ
dont	dont	PRON
l'	le	DET
effet	effet	NOUN
est	être	AUX
de	de	ADP
envoyer	envoyer	VERB
sur	sur	ADP
un	un	DET
tapis	tapis	NOUN
ou	ou	CCONJ
sur	sur	ADP
une	un	DET
robe	robe	NOUN
un	un	DET
petit	petit	ADJ
charbon	charbon	NOUN
,	,	PUNCTclause
léger	léger	ADJ
principe	principe	NOUN
de	de	ADP
incendie	incendie	NOUN
.	.	PUNCTsent
Le	le	DET
feu	feu	NOUN
dégage	dégager	VERB
,	,	PUNCTclause
dit	dire	VERB
on	on	PRON
,	,	PUNCTclause
une	un	DET
bulle	bulle	NOUN
de	de	ADP
air	air	NOUN
que	que	SCONJ
un	un	DET
ver	ver	NOUN
rongeur	rongeur	NOUN
a	avoir	AUX
laissée	laisser	VERB
dans	dans	ADP
le	le	DET
cœur	cœur	NOUN
du	du	ADP_DET
bois	bois	NOUN
.	.	PUNCTsent
Inde	Inde	PROPN
amor	amor	ADJ
,	,	PUNCTclause
inde	inde	NOUN
burgundus	burgundus	ADJ
.	.	PUNCTsent
L'on	on	PRON
tremble	trembler	VERB
en	en	ADP
voyant	voir	VERB
rouler	rouler	VERB
comme	comme	ADP
une	un	DET
avalanche	avalanche	NOUN
le	le	DET
charbon	charbon	NOUN
que	que	SCONJ
on	on	PRON
avait	avoir	AUX
si	si	ADV
industrieusement	industrieusement	ADV
essayé	essayer	VERB
de	de	ADP
poser	poser	VERB
entre	entre	ADP
deux	deux	NUM
bûches	bûche	NOUN
flamboyantes	flamboyant	ADJ
.	.	PUNCTsent
ho	ho	INTJ
!	!	PUNCTsent
tisonner	tisonner	VERB
quand	quand	SCONJ
on	on	PRON
aime	aimer	VERB
,	,	PUNCTclause
n'est-ce pas	n'est-ce pas	ADV
développer	développer	VERB
matériellement	matériellement	ADV
sa	son	DET
pensée	pensée	NOUN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
Ce	ce	PRON
fut	être	AUX
en	en	ADP
ce	ce	DET
moment	moment	NOUN
que	que	SCONJ
je	je	PRON
entrai	entrer	VERB
chez	chez	ADP
Eugène	Eugène	PROPN
,	,	PUNCTclause
il	il	PRON
fit	faire	VERB
un	un	DET
soubresaut	soubresaut	NOUN
et	et	CCONJ
me	me	PRON
dit	dire	VERB
:	:	PUNCTclause
—	—	PUNCTclause
ha	ha	INTJ
!	!	PUNCTsent
te	te	PRON
voilà	voilà	ADP
,	,	PUNCTclause
mon	mon	DET
cher	cher	ADJ
Horace	Horace	PROPN
.	.	PUNCTsent
Depuis	depuis	ADP
quand	quand	ADV
es	être	VERB
tu	tu	PRON
là	là	ADV
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
je	je	PRON
arrive	arriver	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
ha	ha	INTJ
!	!	PUNCTsent
↵↵	↵↵	PUNCTstruct
Il	il	PRON
prit	prendre	VERB
les	le	DET
deux	deux	NUM
lettres	lettre	NOUN
,	,	PUNCTclause
y	y	PRON
mit	mettre	VERB
les	le	DET
adresses	adresse	NOUN
et	et	CCONJ
sonna	sonner	VERB
son	son	DET
domestique	domestique	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Porte	porter	VERB
cela	cela	PRON
en	en	ADP
ville	ville	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Et	et	CCONJ
Joseph	Joseph	PROPN
y	y	PRON
alla	aller	VERB
sans	sans	ADP
faire	faire	VERB
de	de	ADP
observations	observation	NOUN
,	,	PUNCTclause
excellent	excellent	ADJ
domestique	domestique	NOUN
!	!	PUNCTsent
↵↵	↵↵	PUNCTstruct
Nous	nous	PRON
nous	nous	PRON
mîmes	mettre	VERB
à	à	ADP
causer	causer	VERB
de	de	ADP
l'	le	DET
expédition	expédition	NOUN
de	de	ADP
Morée	Morée	PROPN
,	,	PUNCTclause
dans	dans	ADP
laquelle	laquelle	PRON
je	je	PRON
désirais	désirer	VERB
être	être	AUX
employé	employer	VERB
en	en	ADP
qualité	qualité	NOUN
de	de	ADP
médecin	médecin	NOUN
.	.	PUNCTsent
Eugène	Eugène	PROPN
me	me	PRON
fit	faire	AUX
observer	observer	VERB
que	que	SCONJ
je	je	PRON
perdrais	perdre	VERB
beaucoup	beaucoup	ADV
à	à	ADP
quitter	quitter	VERB
Paris	Paris	PROPN
,	,	PUNCTclause
et	et	CCONJ
nous	nous	PRON
parlâmes	parler	VERB
de	de	ADP
choses	chose	NOUN
indifférentes	indifférent	ADJ
.	.	PUNCTsent
Je	je	PRON
ne	ne	ADV
crois	croire	VERB
pas	pas	ADV
que	que	SCONJ
l'on	on	PRON
me	me	PRON
sache	savoir	VERB
mauvais	mauvais	ADJ
gré	gré	NOUN
de	de	ADP
supprimer	supprimer	VERB
notre	notre	DET
conversation	conversation	NOUN
.............................................	.............................................	PUNCTsent
↵↵	↵↵	PUNCTstruct
au moment où	au moment où	ADP
la	le	DET
marquise	marquis	NOUN
de	de	ADP
Listomère	Listomère	PROPN
se	se	PRON
leva	lever	VERB
,	,	PUNCTclause
sur	sur	ADP
les	le	DET
deux	deux	NUM
heures	heure	NOUN
après	après	ADP
midi	midi	NOUN
,	,	PUNCTclause
sa	son	DET
femme de chambre	femme de chambre	NOUN
,	,	PUNCTclause
Caroline	Caroline	PROPN
lui	lui	PRON
remit	remettre	VERB
une	un	DET
lettre	lettre	NOUN
,	,	PUNCTclause
elle	elle	PRON
la	le:PRON	PRON
lut	lire	VERB
pendant que	pendant que	SCONJ
Caroline	Caroline	PROPN
la	le	DET
coiffait	coiffer	VERB
.	.	PUNCTsent
(	(	PUNCTclause
Imprudence	imprudence	NOUN
que	que	PRON
commettent	commettre	VERB
beaucoup de	beaucoup de	DET
jeunes	jeune	ADJ
femmes	femme	NOUN
.	.	PUNCTsent
)	)	PUNCTclause
↵↵	↵↵	PUNCTstruct
Ô	ô	INTJ
cher	cher	ADJ
ange	ange	NOUN
de	de	ADP
amour	amour	NOUN
,	,	PUNCTclause
trésor	trésor	NOUN
de	de	ADP
vie	vie	NOUN
et	et	CCONJ
de	de	ADP
bonheur	bonheur	NOUN
!	!	PUNCTsent
À	à	ADP
ces	ce	DET
mots	mot	NOUN
,	,	PUNCTclause
la	le	DET
marquise	marquis	NOUN
allait	aller	VERB
jeter	jeter	VERB
la	le	DET
lettre	lettre	NOUN
au	au	ADP_DET
feu	feu	NOUN
;	;	PUNCTclause
mais	mais	CCONJ
il	il	PRON
lui	lui	PRON
passa	passer	VERB
par	par	ADP
la	le	DET
tête	tête	NOUN
une	un	DET
fantaisie	fantaisie	NOUN
que	que	PRON
toute	toute	DET
femme	femme	NOUN
vertueuse	vertueux	ADJ
comprendra	comprendre	VERB
merveilleusement	merveilleusement	ADV
,	,	PUNCTclause
et	et	CCONJ
qui	qui	PRON
était	être	AUX
de	de	ADP
voir	voir	VERB
comment	comment	ADV
un	un	DET
homme	homme	NOUN
qui	qui	PRON
débutait	débuter	VERB
ainsi	ainsi	ADV
pouvait	pouvoir	VERB
finir	finir	VERB
.	.	PUNCTsent
Elle	elle	PRON
lut	lire	VERB
.	.	PUNCTsent
Quand	quand	SCONJ
elle	elle	PRON
eut	avoir	VERB
tourné	tourner	VERB
la	le	DET
4e	4e	ADJ
page	page	NOUN
,	,	PUNCTclause
elle	elle	PRON
laissa	laisser	VERB
tomber	tomber	VERB
ses	son	DET
bras	bras	NOUN
comme	comme	ADP
une	un	DET
personne	personne	NOUN
fatiguée	fatiguer	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Caroline	Caroline	PROPN
,	,	PUNCTclause
allez	aller	VERB
savoir	savoir	VERB
qui	qui	PRON
a	avoir	AUX
remis	remettre	VERB
cette	ce	DET
lettre	lettre	NOUN
chez	chez	ADP
moi	moi	PRON
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Madame	madame	NOUN
,	,	PUNCTclause
je	je	PRON
l'	le:PRON	PRON
ai	avoir	AUX
reçue	recevoir	VERB
du	du	DET
valet de chambre	valet de chambre	NOUN
de	de	ADP
monsieur	monsieur	NOUN
le	le	DET
baron	baron	NOUN
de	de	ADP
Rastignac	Rastignac	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Il	il	PRON
se	se	PRON
fit	faire	VERB
un	un	DET
long	long	ADJ
silence	silence	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Madame	madame	NOUN
veut	vouloir	VERB
elle	elle	PRON
se	se	PRON
habiller	habiller	VERB
?	?	PUNCTsent
demanda	demander	VERB
Caroline	Caroline	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Non	non	ADV
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Il	il	PRON
faut	falloir	VERB
que	que	SCONJ
il	il	PRON
soit	être	AUX
bien	bien	ADV
impertinent	impertinent	ADJ
!	!	PUNCTsent
pensa	penser	VERB
la	le	DET
marquise	marquis	NOUN
.........................................................	.........................................................	PUNCTsent
↵↵	↵↵	PUNCTstruct
Je	je	PRON
prie	prier	VERB
toutes	tout	ADJ
les	le	DET
femmes	femme	NOUN
de	de	ADP
imaginer	imaginer	VERB
elles-mêmes	elles-mêmes	PRON
le	le	DET
commentaire	commentaire	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Madame	madame	NOUN
de	de	ADP
Listomère	Listomère	PROPN
termina	terminer	VERB
les siens	les siens	PRON
par	par	ADP
la	le	DET
résolution	résolution	NOUN
formelle	formel	ADJ
de	de	ADP
consigner	consigner	VERB
monsieur	monsieur	NOUN
Eugène	Eugène	PROPN
à	à	ADP
sa	son	DET
porte	porte	NOUN
,	,	PUNCTclause
et	et	CCONJ
si	si	SCONJ
elle	elle	PRON
le	le:PRON	PRON
rencontrait	rencontrer	VERB
dans	dans	ADP
le	le	DET
monde	monde	NOUN
de	de	ADP
lui	lui	PRON
témoigner	témoigner	VERB
plus	plus	ADV
que	que	SCONJ
du	du	ADP_DET
dédain	dédain	NOUN
;	;	PUNCTclause
car	car	CCONJ
son	son	DET
insolence	insolence	NOUN
ne	ne	ADV
pouvait	pouvoir	VERB
se	se	PRON
comparer	comparer	VERB
à	à	ADP
aucune	aucun	DET
de	de	ADP
celles	celle	PRON
que	que	SCONJ
la	le	DET
marquise	marquis	NOUN
avait	avoir	AUX
fini	finir	VERB
par	par	ADP
excuser	excuser	VERB
.	.	PUNCTsent
Elle	elle	PRON
voulut	vouloir	VERB
d'abord	d'abord	ADV
garder	garder	VERB
la	le	DET
lettre	lettre	NOUN
;	;	PUNCTclause
mais	mais	CCONJ
,	,	PUNCTclause
toute	tout	ADJ
réflexion	réflexion	NOUN
faite	faire	VERB
,	,	PUNCTclause
elle	elle	PRON
la	le	DET
brûla	brûler	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Madame	madame	NOUN
vient	venir	VERB
de	de	ADP
recevoir	recevoir	VERB
une	un	DET
fameuse	fameux	ADJ
déclaration	déclaration	NOUN
de	de	ADP
amour	amour	NOUN
,	,	PUNCTclause
et	et	CCONJ
elle	elle	PRON
l'	le:PRON	PRON
a	avoir	AUX
lue	lire	VERB
!	!	PUNCTsent
dit	dire	VERB
Caroline	Caroline	PROPN
à	à	ADP
la	le	DET
femme	femme	NOUN
de	de	ADP
charge	charge	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Je	je	PRON
ne	ne	ADV
aurais	avoir	AUX
jamais	jamais	ADV
cru	croire	VERB
cela	cela	PRON
de	de	ADP
madame	madame	NOUN
,	,	PUNCTclause
répondit	répondre	VERB
la	le	DET
vieille	vieux	ADJ
tout	tout	PRON
étonnée	étonner	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Le	le	DET
soir	soir	NOUN
,	,	PUNCTclause
la	le	DET
comtesse	comte	NOUN
alla	aller	VERB
chez	chez	ADP
le	le	DET
marquis	marquis	NOUN
de	de	ADP
Beauséant	Beauséant	PROPN
,	,	PUNCTclause
où	où	PRON
Rastignac	Rastignac	PROPN
devait	devoir	VERB
probablement	probablement	ADV
se trouver	se trouver	VERB
.	.	PUNCTsent
ce	ce	PRON
était	être	AUX
un	un	DET
samedi	samedi	NOUN
.	.	PUNCTsent
Le	le	DET
marquis	marquis	NOUN
de	de	ADP
Beauséant	Beauséant	PROPN
étant	être	AUX
un	un	DET
peu	peu	ADV
parent	parent	ADJ
à	à	ADP
monsieur	monsieur	NOUN
de	de	ADP
Rastignac	Rastignac	PROPN
,	,	PUNCTclause
ce	ce	DET
jeune	jeune	ADJ
homme	homme	NOUN
ne	ne	ADV
pouvait	pouvoir	VERB
manque de	manque de	ADP
venir	venir	VERB
pendant	pendant	ADP
la	le	DET
soirée	soirée	NOUN
.	.	PUNCTsent
À	à	ADP
deux	deux	NUM
heures	heure	NOUN
du	du	ADP_DET
matin	matin	NOUN
,	,	PUNCTclause
madame	madame	NOUN
de	de	ADP
Listomère	Listomère	PROPN
,	,	PUNCTclause
qui	qui	PRON
ne	ne	ADV
était	être	AUX
restée	rester	VERB
que	que	SCONJ
pour	pour	ADP
accabler	accabler	VERB
Eugène	Eugène	PROPN
de	de	ADP
sa	son	DET
froideur	froideur	NOUN
,	,	PUNCTclause
l'	le	DET
avait	avoir	AUX
attendu	attendre	VERB
vainement	vainement	ADV
.	.	PUNCTsent
Un	un	DET
homme	homme	NOUN
de	de	ADP
esprit	esprit	NOUN
,	,	PUNCTclause
Stendalh	Stendalh	PROPN
,	,	PUNCTclause
a	avoir	AUX
eu	avoir	VERB
la	le	DET
bizarre	bizarre	ADJ
idée	idée	NOUN
de	de	ADP
nommer	nommer	VERB
cristallisation	cristallisation	NOUN
le	le	DET
travail	travail	NOUN
que	que	SCONJ
la	le	DET
pensée	pensée	NOUN
de	de	ADP
la	le	DET
marquise	marquis	NOUN
fit	faire	AUX
avant	avant	ADV
,	,	PUNCTclause
pendant	pendant	ADP
et	et	CCONJ
après	après	ADP
cette	ce	DET
soirée	soirée	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Quatre	Quatre	NUM
jours	jour	NOUN
après	après	ADV
,	,	PUNCTclause
Eugène	Eugène	PROPN
grondait	gronder	VERB
son	son	DET
valet de chambre	valet de chambre	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
ha	ha	INTJ
çà	çà	ADV
!	!	PUNCTsent
Joseph	Joseph	PROPN
,	,	PUNCTclause
je	je	PRON
vais	aller	VERB
être	être	AUX
forcé	forcer	VERB
de	de	ADP
te	te	PRON
renvoyer	renvoyer	VERB
,	,	PUNCTclause
mon	mon	DET
garçon	garçon	NOUN
!	!	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Plaît	plaire	VERB
il	il	PRON
,	,	PUNCTclause
monsieur	monsieur	NOUN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Tu	tu	PRON
ne	ne	ADV
fais	faire	VERB
que	que	PRON
des	un	DET
sottises	sottise	NOUN
.	.	PUNCTsent
Où	où	PRON
as	as	NOUN
tu	tu	PRON
porté	porter	VERB
les	le	DET
deux	deux	NUM
lettres	lettre	NOUN
que	que	SCONJ
je	je	PRON
te	te	PRON
ai	avoir	AUX
remises	remiser	VERB
vendredi	vendredi	NOUN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
Joseph	Joseph	PROPN
devint	devenir	VERB
stupide	stupide	ADJ
.	.	PUNCTsent
Semblable	semblable	ADJ
à	à	ADP
quelque	quelque	DET
statue	statue	NOUN
du	du	ADP_DET
porche	porche	NOUN
de	de	ADP
une	un	DET
cathédrale	cathédrale	NOUN
,	,	PUNCTclause
il	il	PRON
resta	rester	VERB
immobile	immobile	ADJ
,	,	PUNCTclause
entièrement	entièrement	ADV
absorbé	absorber	VERB
par	par	ADP
le	le	DET
travail	travail	NOUN
de	de	ADP
son	son	DET
imaginative	imaginatif	NOUN
.	.	PUNCTsent
Tout	tout	PRON
à	à	ADP
coup	coup	NOUN
il	il	PRON
sourit	sourire	VERB
bêtement	bêtement	ADV
et	et	CCONJ
dit	dire	VERB
:	:	PUNCTclause
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Monsieur	monsieur	NOUN
,	,	PUNCTclause
l'une	l'une	PRON
était	être	AUX
pour	pour	ADP
madame	madame	NOUN
la	le	DET
marquise	marquis	NOUN
de	de	ADP
Listomère	Listomère	PROPN
,	,	PUNCTclause
rue	rue	NOUN
Saint-Dominique	Saint-Dominique	PROPN
,	,	PUNCTclause
et	et	CCONJ
l'autre	l'autre	PRON
pour	pour	ADP
l'	le	DET
avoué	avoué	NOUN
de	de	ADP
monsieur	monsieur	NOUN
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Es	être	AUX
tu	tu	PRON
certain	certain	ADJ
de	de	ADP
ce	ce	DET
que	que	SCONJ
tu	tu	PRON
dis	dire	VERB
là	là	ADV
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
Joseph	Joseph	PROPN
demeura	demeurer	VERB
tout	tout	ADV
interdit	interdit	ADJ
.	.	PUNCTsent
Je	je	PRON
vis	voir	VERB
bien	bien	ADV
que	que	SCONJ
il	il	PRON
fallait	falloir	VERB
que	que	SCONJ
je	je	PRON
me	me	PRON
en	en	PRON
mêlasse	mêler	VERB
,	,	PUNCTclause
moi	moi	PRON
qui	qui	PRON
,	,	PUNCTclause
par hasard	par hasard	ADV
,	,	PUNCTclause
me	me	PRON
trouvais	trouver	VERB
encore	encore	ADV
là	là	ADV
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Joseph	Joseph	PROPN
a	avoir	AUX
raison	raison	NOUN
,	,	PUNCTclause
dis	dire	VERB
je	je	PRON
.	.	PUNCTsent
Eugène	Eugène	PROPN
se	se	PRON
tourna	tourner	VERB
de mon côté	de mon côté	ADP
.	.	PUNCTsent
—	—	PUNCTclause
je	je	PRON
ai	avoir	AUX
lu	lire	VERB
les	le	DET
adresses	adresse	NOUN
fort	fort	ADJ
involontairement	involontairement	ADV
,	,	PUNCTclause
et	et	CCONJ
…	…	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Et	et	CCONJ
,	,	PUNCTclause
dit	dire	VERB
Eugène	Eugène	PROPN
en	en	ADP
me	me	PRON
interrompant	interrompre	VERB
,	,	PUNCTclause
l'une	l'une	PRON
des	un	ADP_DET
lettres	lettre	NOUN
ne	ne	ADV
était	être	AUX
pas	pas	ADV
pour	pour	ADP
madame	madame	NOUN
de	de	ADP
Nucingen	Nucingen	PROPN
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Non	non	ADV
,	,	PUNCTclause
de par	de par	ADP
tous	tout	ADJ
les	le	DET
diables	diable	NOUN
!	!	PUNCTsent
Aussi	aussi	ADV
,	,	PUNCTclause
ai	avoir	AUX
je	je	PRON
cru	croire	VERB
,	,	PUNCTclause
mon	mon	DET
cher	cher	ADJ
,	,	PUNCTclause
que	que	PRON
ton	ton	DET
cœur	cœur	NOUN
avait	avoir	AUX
pirouetté	pirouetter	VERB
de	de	ADP
la	le	DET
rue	rue	NOUN
Saint-Lazare	Saint-Lazare	PROPN
à	à	ADP
la	le	DET
rue	rue	NOUN
Saint-Dominique	Saint-Dominique	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Eugène	Eugène	PROPN
se	se	PRON
frappa	frapper	VERB
le	le	DET
front	front	NOUN
du	du	ADP_DET
plat	plat	NOUN
de	de	ADP
la	le	DET
main	main	NOUN
et	et	CCONJ
se	se	PRON
mit	mettre	VERB
à	à	ADP
sourire	sourire	VERB
.	.	PUNCTsent
Joseph	Joseph	PROPN
vit	vivre	VERB
bien	bien	ADV
que	que	SCONJ
la	le	DET
faute	faute	NOUN
ne	ne	ADV
venait	venir	VERB
pas	pas	ADV
de	de	ADP
lui	lui	PRON
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Maintenant	maintenant	ADV
,	,	PUNCTclause
voilà	voilà	ADP
où	où	PRON
sont	être	AUX
les	le	DET
moralités	moralité	NOUN
que	que	PRON
tous	tous	PRON
les	le	DET
jeunes	jeune	ADJ
gens	gens	NOUN
devraient	devoir	VERB
méditer	méditer	VERB
.	.	PUNCTsent
Première	premier	ADJ
faute	faute	NOUN
:	:	PUNCTclause
Eugène	Eugène	PROPN
trouva	trouver	VERB
plaisant	plaire	VERB
de	de	ADP
faire	faire	VERB
rire	rire	VERB
madame	madame	NOUN
de	de	ADP
Listomère	Listomère	PROPN
de	de	ADP
la	le	DET
méprise	méprise	NOUN
qui	qui	PRON
l'	le:PRON	PRON
avait	avoir	AUX
rendue	rendre	VERB
maîtresse	maître	NOUN
de	de	ADP
une	un	DET
lettre	lettre	NOUN
de	de	ADP
amour	amour	NOUN
qui	qui	PRON
ne	ne	ADV
était	être	AUX
pas	pas	ADV
pour	pour	ADP
elle	elle	PRON
.	.	PUNCTsent
Deuxième	deuxième	ADJ
faute	faute	NOUN
:	:	PUNCTclause
il	il	PRON
ne	ne	ADV
alla	aller	VERB
chez	chez	ADP
madame	madame	NOUN
de	de	ADP
Listomère	Listomère	PROPN
que	que	SCONJ
quatre	quatre	NUM
jours	jour	NOUN
après	après	ADP
l'	le	DET
aventure	aventure	NOUN
,	,	PUNCTclause
laissant	laisser	VERB
ainsi	ainsi	ADV
les	le	DET
pensées	pensée	NOUN
de	de	ADP
une	un	DET
vertueuse	vertueux	ADJ
jeune	jeune	ADJ
femme	femme	NOUN
se	se	PRON
cristalliser	cristalliser	VERB
.	.	PUNCTsent
Il	il	PRON
se	se	PRON
trouvait	trouver	VERB
encore	encore	ADV
une	une	NUM
dizaine	dizaine	NOUN
de	de	ADP
fautes	faute	NOUN
que	que	SCONJ
il	il	PRON
faut	falloir	VERB
passer	passer	VERB
sous	sous	ADP
silence	silence	NOUN
,	,	PUNCTclause
